,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,297.28986,296.37503,6.63e-05,8.25e-06,100941.98,1,1,2015,0
1,19.05,72.8,297.46942,296.1647,5.73e-05,6.72e-06,100941.74,1,1,2015,0
2,18.8,72.8,297.12677,296.1899,4.01e-06,6.83e-07,101190.31,1,2,2015,0
3,19.05,72.8,297.52744,296.07968,3.24e-06,2.19e-07,101190.35,1,2,2015,0
4,18.8,72.8,298.04413,296.5476,6.68e-07,2.78e-08,101373.72,1,3,2015,0
5,19.05,72.8,298.39935,296.39108,3.81e-07,1.59e-08,101375.09,1,3,2015,0
6,18.8,72.8,300.11035,297.57483,0.0,0.0,101361.19,1,4,2015,0
7,19.05,72.8,300.4448,297.37534,0.0,0.0,101370.31,1,4,2015,0
8,18.8,72.8,300.3104,298.07352,0.0,0.0,101311.31,1,5,2015,0
9,19.05,72.8,300.50388,297.8498,0.0,0.0,101326.56,1,5,2015,0
10,18.8,72.8,299.66757,297.79663,0.0,0.0,101350.15,1,6,2015,0
11,19.05,72.8,300.09167,297.60614,0.0,0.0,101354.23,1,6,2015,0
12,18.8,72.8,298.91998,297.1199,0.0,0.0,101365.38,1,7,2015,0
13,19.05,72.8,299.4837,296.92856,0.0,0.0,101365.88,1,7,2015,0
14,18.8,72.8,299.76584,297.1749,0.0,0.0,101349.875,1,8,2015,0
15,19.05,72.8,300.19568,296.93668,0.0,0.0,101356.72,1,8,2015,0
16,18.8,72.8,300.78763,298.15753,0.0,0.0,101434.37,1,9,2015,0
17,19.05,72.8,300.9569,297.80283,0.0,0.0,101443.414,1,9,2015,0
18,18.8,72.8,300.7602,297.83676,0.0,0.0,101501.77,1,10,2015,0
19,19.05,72.8,300.96698,297.42923,0.0,0.0,101510.1,1,10,2015,0
20,18.8,72.8,299.7284,297.35464,0.0,0.0,101489.28,1,11,2015,0
21,19.05,72.8,300.29666,297.05817,0.0,0.0,101495.414,1,11,2015,0
22,18.8,72.8,300.003,297.2485,0.0,0.0,101432.336,1,12,2015,0
23,19.05,72.8,300.7633,296.9038,0.0,0.0,101440.52,1,12,2015,0
24,18.8,72.8,298.98044,296.98145,0.0,0.0,101349.26,1,13,2015,0
25,19.05,72.8,299.3447,296.57162,0.0,0.0,101353.28,1,13,2015,0
26,18.8,72.8,298.9527,296.88852,0.0,0.0,101269.1,1,14,2015,0
27,19.05,72.8,299.47974,296.73398,0.0,0.0,101271.75,1,14,2015,0
28,18.8,72.8,299.41406,296.9564,0.0,0.0,101290.84,1,15,2015,0
29,19.05,72.8,299.8702,296.6813,0.0,0.0,101293.13,1,15,2015,0
30,18.8,72.8,299.85486,297.26096,0.0,0.0,101349.01,1,16,2015,0
31,19.05,72.8,300.56555,297.03268,0.0,0.0,101354.98,1,16,2015,0
32,18.8,72.8,299.92432,297.43134,0.0,0.0,101392.66,1,17,2015,0
33,19.05,72.8,300.6311,297.21924,0.0,0.0,101400.27,1,17,2015,0
34,18.8,72.8,299.69437,297.587,0.0,0.0,101376.99,1,18,2015,0
35,19.05,72.8,300.0567,297.2759,0.0,0.0,101382.79,1,18,2015,0
36,18.8,72.8,298.6368,296.9614,0.0,0.0,101316.87,1,19,2015,0
37,19.05,72.8,299.11313,296.70874,0.0,0.0,101314.81,1,19,2015,0
38,18.8,72.8,298.1177,296.74606,1.33e-06,1.59e-07,101477.29,1,20,2015,0
39,19.05,72.8,298.4297,296.3359,2.67e-06,3.54e-07,101477.0,1,20,2015,0
40,18.8,72.8,298.39056,296.86447,0.0,0.0,101622.414,1,21,2015,0
41,19.05,72.8,298.6961,296.69095,0.0,0.0,101623.29,1,21,2015,0
42,18.8,72.8,297.122,296.3216,3.57e-05,9.1e-06,101677.76,1,22,2015,0
43,19.05,72.8,297.5564,296.29642,5.77e-05,1.17e-05,101680.01,1,22,2015,0
44,18.8,72.8,298.15128,296.5317,1.91e-07,7.94e-09,101486.625,1,23,2015,0
45,19.05,72.8,298.71384,296.5541,0.0,0.0,101489.52,1,23,2015,0
46,18.8,72.8,298.7296,297.0095,0.0,0.0,101402.195,1,24,2015,0
47,19.05,72.8,299.16116,296.98828,0.0,0.0,101404.04,1,24,2015,0
48,18.8,72.8,298.32022,297.02222,0.0,0.0,101495.586,1,25,2015,0
49,19.05,72.8,298.7979,297.00067,0.0,0.0,101498.77,1,25,2015,0
50,18.8,72.8,298.3943,296.6907,0.0,0.0,101515.305,1,26,2015,0
51,19.05,72.8,298.85007,296.5391,0.0,0.0,101523.06,1,26,2015,0
52,18.8,72.8,297.6028,296.02872,0.0,0.0,101387.93,1,27,2015,0
53,19.05,72.8,298.06235,295.9386,0.0,0.0,101394.6,1,27,2015,0
54,18.8,72.8,298.15805,296.43106,0.0,0.0,101180.22,1,28,2015,0
55,19.05,72.8,298.718,296.39798,0.0,0.0,101183.664,1,28,2015,0
56,18.8,72.8,298.43616,296.6402,0.0,0.0,101289.1,1,29,2015,0
57,19.05,72.8,299.10248,296.6074,0.0,0.0,101292.22,1,29,2015,0
58,18.8,72.8,300.27884,297.87234,0.0,0.0,101418.74,1,30,2015,0
59,19.05,72.8,300.51123,297.84027,0.0,0.0,101432.01,1,30,2015,0
60,18.8,72.8,300.2553,298.0532,0.0,0.0,101395.97,1,31,2015,0
61,19.05,72.8,301.01016,298.06982,0.0,0.0,101404.12,1,31,2015,0
62,18.8,72.8,299.68103,297.8071,0.0,0.0,101386.664,2,32,2015,0
63,19.05,72.8,300.1795,297.72208,0.0,0.0,101389.0,2,32,2015,0
64,18.8,72.8,298.72256,297.00595,0.0,0.0,101409.836,2,33,2015,0
65,19.05,72.8,299.26196,296.86313,0.0,0.0,101412.56,2,33,2015,0
66,18.8,72.8,299.58334,297.71817,0.0,0.0,101615.93,2,34,2015,0
67,19.05,72.8,300.15485,297.75885,0.0,0.0,101618.93,2,34,2015,0
68,18.8,72.8,299.8936,298.30075,0.0,0.0,101596.76,2,35,2015,0
69,19.05,72.8,300.20764,298.38843,0.0,0.0,101596.914,2,35,2015,0
70,18.8,72.8,300.1853,298.10648,0.0,0.0,101409.53,2,36,2015,0
71,19.05,72.8,300.76764,298.08597,0.0,0.0,101410.305,2,36,2015,0
72,18.8,72.8,298.86014,297.52774,0.0,0.0,101358.35,2,37,2015,0
73,19.05,72.8,299.35965,297.5051,0.0,0.0,101356.07,2,37,2015,0
74,18.8,72.8,298.53882,297.13022,0.0,0.0,101327.49,2,38,2015,0
75,19.05,72.8,299.1878,297.02097,0.0,0.0,101321.54,2,38,2015,0
76,18.8,72.8,298.29407,296.88068,0.0,0.0,101372.94,2,39,2015,0
77,19.05,72.8,298.9204,296.90894,9.53e-08,3.97e-09,101372.85,2,39,2015,0
78,18.8,72.8,299.928,297.60333,0.0,0.0,101310.43,2,40,2015,0
79,19.05,72.8,300.3881,297.6233,0.0,0.0,101315.125,2,40,2015,0
80,18.8,72.8,299.11804,297.69153,0.0,0.0,101309.37,2,41,2015,0
81,19.05,72.8,299.7928,297.7437,0.0,0.0,101305.99,2,41,2015,0
82,18.8,72.8,299.04306,297.48898,0.0,0.0,101324.96,2,42,2015,0
83,19.05,72.8,299.66238,297.5511,0.0,0.0,101324.43,2,42,2015,0
84,18.8,72.8,300.18213,297.85013,0.0,0.0,101297.63,2,43,2015,0
85,19.05,72.8,300.7266,297.87985,0.0,0.0,101301.28,2,43,2015,0
86,18.8,72.8,299.91467,297.88425,0.0,0.0,101267.57,2,44,2015,0
87,19.05,72.8,300.60883,297.9314,0.0,0.0,101266.9,2,44,2015,0
88,18.8,72.8,299.43372,297.8289,0.0,0.0,101198.664,2,45,2015,0
89,19.05,72.8,300.279,297.85815,0.0,0.0,101197.555,2,45,2015,0
90,18.8,72.8,299.56183,297.8273,0.0,0.0,101198.414,2,46,2015,0
91,19.05,72.8,300.2019,297.82187,0.0,0.0,101198.51,2,46,2015,0
92,18.8,72.8,299.8379,297.80484,0.0,0.0,101266.75,2,47,2015,0
93,19.05,72.8,300.6006,297.89374,0.0,0.0,101267.695,2,47,2015,0
94,18.8,72.8,300.30005,298.09546,0.0,0.0,101260.02,2,48,2015,0
95,19.05,72.8,301.16095,298.15356,0.0,0.0,101260.1,2,48,2015,0
96,18.8,72.8,299.4265,297.545,0.0,0.0,101175.91,2,49,2015,0
97,19.05,72.8,300.11896,297.5326,0.0,0.0,101174.65,2,49,2015,0
98,18.8,72.8,299.12274,297.4202,0.0,0.0,101129.805,2,50,2015,0
