,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,302.9945,299.31174,0.0,0.0,101610.28,1,1,2016,0
1,19.05,72.8,303.87567,299.00018,0.0,0.0,101618.44,1,1,2016,1
2,18.8,72.8,301.2481,298.8226,0.0,0.0,101725.695,1,2,2016,0
3,19.05,72.8,301.84314,298.46652,0.0,0.0,101727.48,1,2,2016,0
4,18.8,72.8,300.4724,297.91196,0.0,0.0,101584.59,1,3,2016,0
5,19.05,72.8,301.1102,297.5787,0.0,0.0,101588.88,1,3,2016,0
6,18.8,72.8,301.2812,298.3273,0.0,0.0,101531.805,1,4,2016,0
7,19.05,72.8,301.84338,297.9402,0.0,0.0,101539.13,1,4,2016,0
8,18.8,72.8,300.88922,298.57925,0.0,0.0,101463.1,1,5,2016,0
9,19.05,72.8,301.42422,298.2713,0.0,0.0,101469.01,1,5,2016,0
10,18.8,72.8,300.48358,298.59378,0.0,0.0,101434.875,1,6,2016,0
11,19.05,72.8,301.20087,298.39777,0.0,0.0,101435.73,1,6,2016,0
12,18.8,72.8,300.69745,298.45267,0.0,0.0,101514.06,1,7,2016,0
13,19.05,72.8,300.88885,298.16483,0.0,0.0,101515.72,1,7,2016,0
14,18.8,72.8,300.4345,298.45642,0.0,0.0,101562.57,1,8,2016,0
15,19.05,72.8,300.9995,298.22186,0.0,0.0,101568.0,1,8,2016,0
16,18.8,72.8,300.63666,298.40744,0.0,0.0,101383.086,1,9,2016,0
17,19.05,72.8,300.95258,298.1433,0.0,0.0,101392.09,1,9,2016,0
18,18.8,72.8,300.44995,298.22958,0.0,0.0,101415.52,1,10,2016,0
19,19.05,72.8,300.8746,297.88773,0.0,0.0,101421.98,1,10,2016,0
20,18.8,72.8,300.13165,298.13644,0.0,0.0,101446.04,1,11,2016,0
21,19.05,72.8,300.78653,297.87497,0.0,0.0,101448.57,1,11,2016,0
22,18.8,72.8,298.71625,297.16327,0.0,0.0,101356.22,1,12,2016,0
23,19.05,72.8,299.3047,296.95956,0.0,0.0,101355.51,1,12,2016,0
24,18.8,72.8,298.56244,296.76236,0.0,0.0,101277.805,1,13,2016,0
25,19.05,72.8,299.1535,296.66727,0.0,0.0,101275.97,1,13,2016,0
26,18.8,72.8,298.0025,296.85968,0.0,0.0,101288.336,1,14,2016,0
27,19.05,72.8,298.34216,296.74695,0.0,0.0,101283.4,1,14,2016,0
28,18.8,72.8,297.6096,296.33896,1.91e-07,1.19e-08,101242.41,1,15,2016,0
29,19.05,72.8,298.1032,296.26645,7.63e-07,3.97e-08,101240.01,1,15,2016,0
30,18.8,72.8,297.77124,296.81006,1.91e-06,9.53e-08,101198.96,1,16,2016,0
31,19.05,72.8,298.05508,296.6415,0.0,0.0,101195.164,1,16,2016,0
32,18.8,72.8,297.34183,296.27213,4.77e-06,4.13e-07,101180.32,1,17,2016,0
33,19.05,72.8,297.60498,296.1016,2.29e-06,2.22e-07,101179.99,1,17,2016,0
34,18.8,72.8,297.47534,296.25864,8.59e-07,4.77e-08,101139.04,1,18,2016,0
35,19.05,72.8,297.77222,296.07077,9.53e-08,7.94e-09,101138.84,1,18,2016,0
36,18.8,72.8,298.18738,296.6257,0.0,0.0,101210.29,1,19,2016,0
37,19.05,72.8,298.57,296.3964,0.0,0.0,101213.305,1,19,2016,0
38,18.8,72.8,298.80164,296.4053,0.0,0.0,101398.47,1,20,2016,0
39,19.05,72.8,299.03308,296.1041,0.0,0.0,101409.18,1,20,2016,0
40,18.8,72.8,299.94745,296.81924,0.0,0.0,101442.91,1,21,2016,0
41,19.05,72.8,299.89462,296.49344,0.0,0.0,101464.12,1,21,2016,0
42,18.8,72.8,300.32187,297.24048,0.0,0.0,101431.02,1,22,2016,0
43,19.05,72.8,300.5439,296.81418,0.0,0.0,101451.164,1,22,2016,0
44,18.8,72.8,300.50787,297.78036,0.0,0.0,101444.07,1,23,2016,0
