YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp,Heatwave,Heatwave_Days
2011,12,7,9,25.5,26.2,27.8,30.2,0,0
2011,12,8,9,25.7,26.4,28.2,30.2,0,0
2011,12,9,9,25.2,26.2,28.6,30.2,0,0
2011,12,10,9,25.4,26.2,28.0,30.2,0,0
2011,12,11,9,25.2,26.0,27.8,30.2,0,0
2011,12,12,9,25.4,25.8,26.8,30.2,0,0
2011,12,13,9,25.1,25.4,26.2,30.2,0,0
2011,12,14,9,24.7,25.4,26.4,30.2,0,0
2011,12,15,9,25.8,26.0,26.4,30.2,0,0
2011,12,16,9,25.0,25.6,27.0,30.2,0,0
2011,12,17,9,25.7,26.4,28.2,30.2,0,0
2011,12,18,9,25.0,25.6,27.0,30.2,0,0
2011,12,19,9,25.6,26.2,27.6,30.2,0,0
2011,12,20,9,23.0,24.6,28.0,30.2,0,0
2011,12,21,9,23.6,24.0,24.8,30.2,0,0
2011,12,22,9,23.7,24.2,25.4,30.2,0,0
2011,12,23,9,23.5,24.0,25.0,30.2,0,0
2011,12,24,9,24.7,26.0,29.0,30.2,0,0
2011,12,25,9,23.5,24.4,26.4,30.2,0,0
2011,12,26,9,23.3,24.6,27.4,30.2,0,0
2011,12,27,9,23.7,24.6,26.6,30.2,0,0
2011,12,28,9,22.9,24.0,26.4,30.2,0,0
2011,12,29,9,24.0,25.0,27.2,30.2,0,0
2011,12,30,9,24.0,25.2,27.8,30.2,0,0
2011,24,1,9,25.9,26.4,27.6,30.2,0,0
2011,24,2,9,27.1,27.6,28.8,30.2,0,0
2011,24,3,9,26.1,26.4,27.2,30.2,0,0
2011,24,4,9,25.9,26.6,28.2,30.2,0,0
2011,24,5,9,26.2,27.2,29.8,30.2,0,0
2011,24,6,9,25.3,26.4,29.0,30.2,0,0
2011,24,7,9,25.7,26.8,29.4,30.2,0,0
2011,24,8,9,25.5,27.0,30.6,30.2,0,0
2011,24,9,9,25.1,26.6,30.2,30.2,0,0
2011,24,10,9,25.9,27.0,29.8,30.2,0,0
2011,24,11,9,25.1,26.4,29.4,30.2,0,0
2011,24,13,9,26.3,27.4,30.2,30.2,0,0
2011,24,14,9,25.3,26.8,30.4,30.2,0,0
2011,24,15,9,24.6,25.0,25.8,30.2,0,0
2011,24,16,9,26.1,27.0,29.2,30.2,0,0
2011,24,17,9,24.7,26.0,29.0,30.2,0,0
2011,24,18,9,24.1,26.0,30.4,30.2,0,0
2011,24,19,9,23.3,25.4,30.2,30.2,0,0
2011,24,20,9,23.6,25.4,29.4,30.2,0,0
2011,24,21,9,25.1,25.6,26.8,30.2,0,0
2011,24,22,9,23.6,25.4,29.4,30.2,0,0
2011,24,23,9,22.5,24.4,28.4,30.2,0,0
2011,24,24,9,24.5,25.6,28.2,30.2,0,0
2011,24,25,9,22.8,24.8,29.2,30.2,0,0
2011,24,26,9,22.7,25.2,30.6,30.2,0,0
2011,24,27,9,23.3,26.0,32.0,30.2,0,0
2011,24,28,9,22.2,25.0,31.0,30.2,0,0
2011,24,29,9,23.7,25.6,29.8,30.2,0,0
2011,24,30,9,23.4,26.0,31.8,30.2,0,0
2011,36,1,9,26.4,27.0,28.6,30.2,0,0
2011,36,2,9,26.1,27.4,30.6,30.2,0,0
2011,36,3,9,25.8,26.4,27.8,30.2,0,0
2011,36,4,9,25.7,26.2,27.4,30.2,0,0
2011,36,5,9,25.7,27.2,31.0,30.2,0,0
2011,36,6,9,24.7,25.8,28.4,30.2,0,0
2011,36,7,9,24.7,26.0,29.0,30.2,0,0
2011,36,8,9,25.0,26.6,30.4,30.2,0,0
2011,36,9,9,25.4,27.0,31.0,30.2,0,0
2011,36,10,9,25.7,27.0,30.2,30.2,0,0
2011,36,11,9,24.1,24.8,25.6,30.2,0,0
2011,36,12,9,23.5,24.8,27.6,30.2,0,0
2011,36,13,9,27.1,28.2,31.0,30.2,0,0
2011,36,14,9,25.9,27.4,31.2,30.2,0,0
2011,36,15,9,25.5,27.0,30.6,30.2,0,0
2011,36,16,9,23.9,26.0,30.8,30.2,0,0
2011,36,17,9,24.7,26.6,31.0,30.2,0,0
2011,36,18,9,24.3,26.4,31.2,30.2,0,0
2011,36,19,9,24.2,26.2,30.8,30.2,0,0
2011,36,20,9,23.4,25.4,29.8,30.2,0,0
2011,36,21,9,22.4,24.2,28.0,30.2,0,0
2011,36,22,9,22.8,25.2,30.4,30.2,0,0
2011,36,23,9,23.4,25.6,30.6,30.2,0,0
2011,36,24,9,23.7,25.8,30.6,30.2,0,0
2011,36,25,9,23.4,25.6,30.6,30.2,0,0
2011,36,26,9,23.0,25.4,30.6,30.2,0,0
2011,36,27,9,21.3,24.6,31.4,30.2,0,0
2011,36,28,9,22.3,25.0,30.8,30.2,0,0
2011,36,29,9,23.5,26.0,31.6,30.2,0,0
2011,36,30,9,23.9,26.2,31.4,30.2,0,0
2011,48,1,9,25.9,26.4,27.6,30.2,0,0
2011,48,2,9,25.8,26.4,27.8,30.2,0,0
2011,48,3,9,25.7,26.0,26.8,30.2,0,0
2011,48,4,9,24.8,25.2,26.2,30.2,0,0
2011,48,5,9,24.3,25.8,29.2,30.2,0,0
2011,48,6,9,24.5,25.6,28.2,30.2,0,0
2011,48,7,9,25.0,26.2,29.0,30.2,0,0
2011,48,8,9,25.0,26.4,29.8,30.2,0,0
2011,48,9,9,24.7,26.2,29.8,30.2,0,0
2011,48,10,9,25.4,26.6,29.4,30.2,0,0
2011,48,11,9,24.1,24.4,25.6,30.2,0,0
2011,48,12,9,24.2,24.6,25.4,30.2,0,0
2011,48,13,9,24.8,26.2,29.6,30.2,0,0
2011,48,14,9,24.9,25.4,26.6,30.2,0,0
2011,48,15,9,24.1,25.2,27.6,30.2,0,0
2011,48,16,9,23.6,25.4,29.4,30.2,0,0
2011,48,17,9,24.1,25.0,27.0,30.2,0,0
2011,48,18,9,23.5,25.4,29.6,30.2,0,0
2011,48,19,9,23.5,25.4,29.6,30.2,0,0
2011,48,20,9,23.5,25.2,29.0,30.2,0,0
2011,48,21,9,24.1,24.6,25.8,30.2,0,0
2011,48,22,9,23.9,25.8,30.2,30.2,0,0
2011,48,23,9,23.1,25.2,29.8,30.2,0,0
2011,48,24,9,22.7,25.0,30.0,30.2,0,0
2011,48,25,9,23.3,25.4,30.0,30.2,0,0
2011,48,26,9,23.2,25.2,29.6,30.2,0,0
2011,48,27,9,22.9,25.0,29.6,30.2,0,0
2011,48,28,9,23.3,25.4,30.0,30.2,0,0
2011,48,29,9,22.6,25.0,30.2,30.2,0,0
2011,48,30,9,22.9,25.2,30.2,30.2,0,0
2011,60,1,9,25.6,26.0,27.0,30.2,0,0
2011,60,2,9,25.5,26.0,27.2,30.2,0,0
2011,60,3,9,26.2,26.6,27.0,30.2,0,0
2011,60,4,9,24.9,25.6,27.2,30.2,0,0
2011,60,5,9,24.7,25.6,27.6,30.2,0,0
2011,60,6,9,25.3,25.8,27.0,30.2,0,0
2011,60,7,9,25.3,25.8,27.0,30.2,0,0
2011,60,8,9,24.8,25.8,28.2,30.2,0,0
2011,60,9,9,25.0,26.0,28.4,30.2,0,0
2011,60,10,9,25.2,26.0,28.0,30.2,0,0
2011,60,11,9,24.1,24.6,25.6,30.2,0,0
2011,60,12,9,24.2,24.6,25.4,30.2,0,0
2011,60,13,9,24.5,25.4,27.4,30.2,0,0
2011,60,14,9,24.9,25.4,26.6,30.2,0,0
2011,60,15,9,24.7,25.4,27.0,30.2,0,0
2011,60,16,9,23.9,25.0,27.4,30.2,0,0
2011,60,17,9,23.9,24.8,26.8,30.2,0,0
2011,60,18,9,23.6,24.8,27.4,30.2,0,0
2011,60,19,9,24.3,25.4,27.8,30.2,0,0
2011,60,20,9,24.5,25.0,26.2,30.2,0,0
2011,60,21,9,23.1,23.6,24.6,30.2,0,0
2011,60,22,9,23.1,24.4,27.2,30.2,0,0
2011,60,23,9,22.9,24.4,27.6,30.2,0,0
2011,60,24,9,23.2,24.4,27.0,30.2,0,0
2011,60,25,9,22.8,24.4,27.8,30.2,0,0
2011,60,26,9,23.1,24.4,27.2,30.2,0,0
2011,60,27,9,22.7,24.2,27.4,30.2,0,0
2011,60,28,9,23.5,24.6,27.0,30.2,0,0
2011,60,29,9,23.7,25.0,28.0,30.2,0,0
2011,60,30,9,21.6,23.4,27.0,30.2,0,0
2011,72,1,9,25.2,25.6,26.6,30.2,0,0
2011,72,2,9,25.9,26.2,27.0,30.2,0,0
2011,72,3,9,26.1,26.4,27.2,30.2,0,0
2011,72,4,9,24.5,25.4,27.4,30.2,0,0
2011,72,5,9,25.2,25.8,27.2,30.2,0,0
2011,72,6,9,25.0,25.6,27.0,30.2,0,0
2011,72,7,9,25.3,25.8,27.0,30.2,0,0
2011,72,8,9,24.6,25.6,28.0,30.2,0,0
2011,72,9,9,25.0,25.8,27.6,30.2,0,0
2011,72,10,9,25.3,25.8,27.0,30.2,0,0
2011,72,11,9,24.5,24.8,25.4,30.2,0,0
2011,72,12,9,24.7,25.0,25.6,30.2,0,0
2011,72,13,9,24.9,25.2,26.0,30.2,0,0
2011,72,14,9,25.5,25.8,26.6,30.2,0,0
2011,72,15,9,25.3,25.6,26.4,30.2,0,0
2011,72,16,9,24.9,25.4,26.6,30.2,0,0
2011,72,17,9,24.1,24.8,26.4,30.2,0,0
2011,72,18,9,23.9,25.0,27.4,30.2,0,0
2011,72,19,9,23.9,25.0,27.4,30.2,0,0
2011,72,20,9,24.6,25.0,25.8,30.2,0,0
2011,72,21,9,23.3,23.6,24.2,30.2,0,0
2011,72,22,9,23.3,24.2,26.2,30.2,0,0
2011,72,23,9,23.5,24.2,25.8,30.2,0,0
2011,72,24,9,23.9,24.4,25.4,30.2,0,0
2011,72,25,9,22.6,24.0,27.0,30.2,0,0
2011,72,26,9,23.2,23.8,25.0,30.2,0,0
2011,72,27,9,22.6,23.4,25.0,30.2,0,0
2011,72,28,9,24.0,24.6,26.0,30.2,0,0
2011,72,29,9,24.3,25.0,26.6,30.2,0,0
2011,72,30,9,23.1,24.0,26.0,30.2,0,0
2011,84,1,9,25.6,26.0,27.0,30.2,0,0
2011,84,2,9,24.8,25.0,25.4,30.2,0,0
2011,84,3,9,25.6,26.0,27.0,30.2,0,0
2011,84,4,9,25.6,26.0,27.0,30.2,0,0
2011,84,5,9,25.2,25.6,26.6,30.2,0,0
2011,84,6,9,25.0,25.4,26.4,30.2,0,0
2011,84,7,9,25.2,25.6,26.6,30.2,0,0
2011,84,8,9,25.5,26.0,27.2,30.2,0,0
2011,84,10,9,24.5,25.4,27.4,30.2,0,0
2011,84,11,9,24.9,25.6,27.2,30.2,0,0
2011,84,12,9,23.6,24.0,24.8,30.2,0,0
2011,84,13,9,24.3,24.6,25.2,30.2,0,0
2011,84,14,9,24.7,25.0,25.6,30.2,0,0
2011,84,15,9,25.5,25.8,26.4,30.2,0,0
2011,84,16,9,24.7,25.0,25.6,30.2,0,0
2011,84,17,9,25.1,25.4,26.0,30.2,0,0
2011,84,18,9,24.1,24.6,25.8,30.2,0,0
2011,84,19,9,23.5,24.6,27.0,30.2,0,0
2011,84,20,9,23.2,24.4,27.0,30.2,0,0
2011,84,21,9,23.5,24.0,25.0,30.2,0,0
2011,84,22,9,22.7,23.0,23.6,30.2,0,0
2011,84,23,9,23.7,24.4,26.0,30.2,0,0
2011,84,24,9,24.1,24.6,25.6,30.2,0,0
2011,84,25,9,24.1,24.6,25.6,30.2,0,0
2011,84,26,9,22.4,23.4,25.4,30.2,0,0
2011,84,27,9,23.1,23.6,24.6,30.2,0,0
2011,84,28,9,22.6,23.2,24.4,30.2,0,0
2011,84,29,9,23.5,24.0,25.0,30.2,0,0
2011,84,30,9,23.6,24.2,25.6,30.2,0,0
2011,0,1,10,23.4,24.0,25.2,33.1,0,0
2011,0,2,10,23.9,24.4,25.4,33.1,0,0
2011,0,3,10,23.4,24.0,25.2,33.1,0,0
2011,0,4,10,23.5,24.0,25.0,33.1,0,0
2011,0,5,10,23.0,23.6,24.8,33.1,0,0
2011,0,6,10,23.5,24.0,25.0,33.1,0,0
2011,0,7,10,24.0,24.6,26.0,33.1,0,0
2011,0,8,10,24.8,25.6,27.4,33.1,0,0
2011,0,10,10,24.4,25.0,26.2,33.1,0,0
2011,0,11,10,25.0,25.4,26.4,33.1,0,0
2011,0,12,10,23.7,24.4,26.0,33.1,0,0
2011,0,13,10,23.6,23.8,24.2,33.1,0,0
2011,0,14,10,23.7,24.0,24.6,33.1,0,0
2011,0,15,10,22.8,23.4,24.6,33.1,0,0
2011,0,16,10,23.3,23.8,24.8,33.1,0,0
2011,0,17,10,22.8,23.0,23.4,33.1,0,0
2011,0,18,10,24.4,25.0,26.4,33.1,0,0
2011,0,19,10,22.5,23.0,24.0,33.1,0,0
2011,0,20,10,22.6,23.2,24.4,33.1,0,0
2011,0,21,10,21.4,22.0,23.2,33.1,0,0
2011,0,22,10,19.1,20.6,23.2,33.1,0,0
2011,0,23,10,19.6,21.0,23.6,33.1,0,0
2011,0,24,10,15.3,18.6,23.6,33.1,0,0
2011,0,25,10,18.0,19.0,20.6,33.1,0,0
2011,0,26,10,14.5,18.2,23.6,33.1,0,0
2011,0,27,10,18.6,20.0,22.4,33.1,0,0
2011,0,28,10,17.0,20.0,25.0,33.1,0,0
2011,0,29,10,20.3,22.4,26.4,33.1,0,0
2011,0,30,10,22.9,24.0,26.4,33.1,0,0
2011,0,31,10,21.4,22.2,23.8,33.1,0,0
2011,12,1,10,24.1,25.0,27.0,33.1,0,0
2011,12,2,10,25.2,25.8,27.2,33.1,0,0
2011,12,3,10,24.6,25.4,27.0,33.1,0,0
2011,12,4,10,24.3,25.4,28.0,33.1,0,0
2011,12,5,10,24.1,25.0,27.0,33.1,0,0
2011,12,6,10,25.0,25.6,27.0,33.1,0,0
2011,12,7,10,24.4,25.4,27.6,33.1,0,0
2011,12,8,10,23.3,24.2,26.2,33.1,0,0
2011,12,9,10,25.2,26.0,27.8,33.1,0,0
2011,12,10,10,25.2,26.0,28.0,33.1,0,0
2011,12,11,10,26.0,26.4,27.4,33.1,0,0
2011,12,12,10,25.0,25.6,27.0,33.1,0,0
2011,12,13,10,24.4,24.8,25.6,33.1,0,0
2011,12,14,10,24.5,25.0,26.2,33.1,0,0
2011,12,15,10,24.4,25.0,26.4,33.1,0,0
2011,12,16,10,24.0,24.6,26.0,33.1,0,0
2011,12,17,10,23.6,24.0,24.8,33.1,0,0
2011,12,18,10,24.1,25.0,27.0,33.1,0,0
2011,12,19,10,23.1,24.0,26.0,33.1,0,0
2011,12,20,10,22.9,23.8,25.6,33.1,0,0
2011,12,21,10,23.4,24.0,25.2,33.1,0,0
2011,12,22,10,17.5,20.6,25.8,33.1,0,0
2011,12,23,10,14.9,19.6,26.8,33.1,0,0
2011,12,24,10,14.3,19.0,26.0,33.1,0,0
2011,12,25,10,16.6,19.6,24.4,33.1,0,0
2011,12,26,10,12.7,18.4,26.4,33.1,0,0
2011,12,27,10,18.4,20.6,24.4,33.1,0,0
2011,12,28,10,21.5,23.0,26.0,33.1,0,0
2011,12,29,10,19.0,22.2,28.0,33.1,0,0
2011,12,30,10,21.9,23.6,27.0,33.1,0,0
2011,12,31,10,22.7,23.8,26.2,33.1,0,0
2011,24,1,10,24.2,26.0,30.2,33.1,0,0
2011,24,2,10,25.1,26.2,28.8,33.1,0,0
2011,24,3,10,24.6,25.0,25.8,33.1,0,0
2011,24,4,10,23.7,25.2,28.6,33.1,0,0
2011,24,5,10,22.9,25.4,31.0,33.1,0,0
2011,24,6,10,23.1,26.0,32.6,33.1,0,0
2011,24,7,10,22.4,25.8,33.2,33.1,0,0
2011,24,8,10,23.2,25.0,29.0,33.1,0,0
2011,24,9,10,23.2,26.0,32.4,33.1,0,0
2011,24,10,10,23.8,26.6,33.2,33.1,0,0
2011,24,11,10,25.6,28.0,34.0,33.1,0,0
2011,24,12,10,24.7,26.4,30.4,33.1,0,0
2011,24,13,10,24.4,26.4,31.0,33.1,0,0
2011,24,14,10,26.0,27.6,31.6,33.1,0,0
2011,24,15,10,24.1,26.2,31.0,33.1,0,0
2011,24,17,10,22.0,25.0,31.4,33.1,0,0
2011,24,18,10,24.3,26.4,31.4,33.1,0,0
2011,24,19,10,25.1,27.2,32.4,33.1,0,0
2011,24,20,10,23.8,26.4,32.4,33.1,0,0
2011,24,21,10,21.4,24.8,31.8,33.1,0,0
2011,24,22,10,16.9,22.6,32.6,33.1,0,0
2011,24,23,10,14.8,21.8,33.2,33.1,0,0
2011,24,25,10,14.8,21.4,32.0,33.1,0,0
2011,24,26,10,14.3,21.6,33.2,33.1,0,0
2011,24,27,10,14.0,21.4,33.0,33.1,0,0
2011,24,28,10,20.0,24.6,33.8,33.1,0,0
2011,24,29,10,21.8,25.2,32.4,33.1,0,0
2011,24,30,10,19.7,24.2,33.0,33.1,0,0
2011,24,31,10,18.8,23.6,32.6,33.1,0,0
2011,36,1,10,24.9,26.8,31.4,33.1,0,0
2011,36,2,10,24.6,26.6,31.4,33.1,0,0
2011,36,3,10,22.5,25.0,30.4,33.1,0,0
2011,36,4,10,22.7,24.6,28.6,33.1,0,0
2011,36,5,10,25.0,27.0,31.8,33.1,0,0
2011,36,6,10,24.9,27.4,33.4,33.1,0,0
2011,36,7,10,24.0,27.0,34.0,33.1,0,0
2011,36,8,10,23.0,26.2,33.4,33.1,0,0
2011,36,9,10,24.3,27.0,33.4,33.1,0,0
2011,36,10,10,26.2,28.2,33.4,33.1,0,0
2011,36,11,10,25.8,27.6,32.0,33.1,0,0
2011,36,12,10,25.8,27.8,32.6,33.1,0,0
2011,36,13,10,25.0,27.2,32.6,33.1,0,0
2011,36,14,10,26.8,28.4,32.6,33.1,0,0
2011,36,15,10,24.4,26.4,31.0,33.1,0,0
2011,36,16,10,23.2,26.2,33.0,33.1,0,0
2011,36,17,10,22.9,26.0,33.0,33.1,0,0
2011,36,18,10,24.2,26.4,31.6,33.1,0,0
2011,36,19,10,25.7,27.8,33.0,33.1,0,0
2011,36,20,10,23.7,26.6,33.4,33.1,0,0
2011,36,21,10,20.6,25.0,34.0,33.1,0,0
2011,36,22,10,13.5,22.0,35.4,33.1,0,0
2011,36,23,10,13.5,22.0,35.4,33.1,0,0
2011,36,24,10,11.6,21.0,34.8,33.1,0,0
2011,36,25,10,12.4,21.2,34.4,33.1,0,0
2011,36,26,10,13.5,22.0,35.4,33.1,0,0
2011,36,27,10,14.0,22.2,35.4,33.1,0,0
2011,36,28,10,19.9,25.0,35.2,33.1,0,0
2011,36,30,10,22.8,26.2,33.8,33.1,0,0
2011,36,31,10,20.7,25.0,33.8,33.1,0,0
2011,48,1,10,24.4,26.0,29.8,33.1,0,0
2011,48,2,10,24.7,26.4,30.4,33.1,0,0
2011,48,3,10,23.8,25.4,29.0,33.1,0,0
2011,48,4,10,21.9,24.2,29.0,33.1,0,0
2011,48,5,10,24.6,26.2,30.0,33.1,0,0
2011,48,6,10,24.3,26.4,31.2,33.1,0,0
2011,48,7,10,24.3,26.6,32.0,33.1,0,0
2011,48,8,10,24.6,26.6,31.4,33.1,0,0
2011,48,9,10,24.7,26.6,31.0,33.1,0,0
2011,48,10,10,23.5,26.4,33.0,33.1,0,0
2011,48,11,10,25.4,27.0,31.0,33.1,0,0
2011,48,12,10,26.2,27.2,29.8,33.1,0,0
2011,48,13,10,23.5,24.0,25.0,33.1,0,0
2011,48,14,10,26.3,27.6,31.0,33.1,0,0
2011,48,15,10,24.8,26.2,29.6,33.1,0,0
2011,48,16,10,22.5,25.2,31.0,33.1,0,0
2011,48,17,10,22.8,25.4,31.2,33.1,0,0
2011,48,18,10,23.3,25.6,30.8,33.1,0,0
2011,48,19,10,26.0,27.4,31.0,33.1,0,0
2011,48,20,10,23.0,25.6,31.4,33.1,0,0
2011,48,21,10,21.2,24.6,31.6,33.1,0,0
2011,48,22,10,22.3,25.8,32.8,33.1,0,0
2011,48,23,10,18.0,23.4,33.4,33.1,0,0
2011,48,24,10,17.0,22.8,33.0,33.1,0,0
2011,48,25,10,16.6,22.6,33.0,33.1,0,0
2011,48,26,10,18.4,23.5,33.4,33.1,0,0
2011,48,27,10,20.0,24.0,31.8,33.1,0,0
2011,48,28,10,21.7,25.0,32.0,33.1,0,0
2011,48,30,10,22.6,25.0,30.2,33.1,0,0
2011,48,31,10,22.2,25.0,31.0,33.1,0,0
2011,60,1,10,24.4,25.6,28.4,33.1,0,0
2011,60,2,10,24.6,25.6,28.0,33.1,0,0
2011,60,3,10,23.4,24.6,27.2,33.1,0,0
2011,60,4,10,22.4,23.6,26.0,33.1,0,0
2011,60,5,10,24.3,25.6,28.6,33.1,0,0
2011,60,6,10,25.4,26.6,29.6,33.1,0,0
2011,60,7,10,25.3,26.4,29.0,33.1,0,0
2011,60,8,10,26.0,26.8,28.8,33.1,0,0
2011,60,9,10,26.1,27.0,29.2,33.1,0,0
2011,60,10,10,25.1,26.6,30.2,33.1,0,0
2011,60,11,10,24.3,25.6,28.6,33.1,0,0
2011,60,12,10,23.0,23.2,23.6,33.1,0,0
2011,60,14,10,24.8,25.2,26.2,33.1,0,0
2011,60,15,10,22.6,23.6,25.6,33.1,0,0
2011,60,16,10,25.6,26.6,29.0,33.1,0,0
2011,60,17,10,24.3,25.4,28.0,33.1,0,0
2011,60,18,10,23.7,25.0,28.0,33.1,0,0
2011,60,19,10,26.3,27.0,28.8,33.1,0,0
2011,60,20,10,24.9,26.0,28.6,33.1,0,0
2011,60,21,10,22.5,24.4,28.4,33.1,0,0
2011,60,22,10,21.6,23.6,27.6,33.1,0,0
2011,60,23,10,17.3,21.6,29.0,33.1,0,0
2011,60,24,10,17.7,21.8,29.0,33.1,0,0
2011,60,25,10,17.8,21.6,28.2,33.1,0,0
2011,60,26,10,19.9,22.0,26.0,33.1,0,0
2011,60,27,10,20.9,23.6,29.0,33.1,0,0
2011,60,28,10,23.2,25.0,29.0,33.1,0,0
2011,60,29,10,23.2,24.6,27.6,33.1,0,0
2011,60,30,10,23.0,24.6,28.0,33.1,0,0
2011,60,31,10,21.6,24.0,29.0,33.1,0,0
2011,72,1,10,24.7,25.8,27.6,33.1,0,0
2011,72,2,10,24.5,25.4,27.4,33.1,0,0
2011,72,3,10,23.3,24.0,25.6,33.1,0,0
2011,72,4,10,23.8,24.4,25.8,33.1,0,0
2011,72,5,10,24.3,25.2,27.2,33.1,0,0
2011,72,6,10,24.6,25.6,28.0,33.1,0,0
2011,72,7,10,24.7,25.6,27.6,33.1,0,0
2011,72,8,10,26.4,27.0,28.4,33.1,0,0
2011,72,9,10,25.7,26.4,28.2,33.1,0,0
2011,72,10,10,25.9,26.6,28.4,33.1,0,0
2011,72,11,10,26.9,27.4,28.8,33.1,0,0
2011,72,12,10,22.8,23.0,23.4,33.1,0,0
2011,72,13,10,23.6,24.0,24.8,33.1,0,0
2011,72,14,10,22.4,23.4,25.4,33.1,0,0
2011,72,15,10,22.7,23.6,25.4,33.1,0,0
2011,72,16,10,23.1,23.4,24.0,33.1,0,0
2011,72,17,10,23.6,24.6,26.8,33.1,0,0
2011,72,18,10,22.4,23.4,25.4,33.1,0,0
2011,72,19,10,25.8,26.4,27.8,33.1,0,0
2011,72,20,10,25.0,25.6,27.0,33.1,0,0
2011,72,21,10,21.1,22.2,24.4,33.1,0,0
2011,72,22,10,20.6,22.2,25.2,33.1,0,0
2011,72,23,10,19.3,21.0,24.0,33.1,0,0
2011,72,24,10,19.1,21.0,24.4,33.1,0,0
2011,72,25,10,17.8,19.6,22.6,33.1,0,0
2011,72,26,10,19.6,21.4,24.6,33.1,0,0
2011,72,27,10,21.9,23.6,27.0,33.1,0,0
2011,72,28,10,22.8,24.2,27.2,33.1,0,0
2011,72,29,10,24.1,25.2,27.6,33.1,0,0
2011,72,30,10,23.1,24.0,26.0,33.1,0,0
2011,72,31,10,23.0,24.0,26.2,33.1,0,0
2011,84,1,10,23.3,24.0,25.4,33.1,0,0
2011,84,2,10,24.3,24.8,26.0,33.1,0,0
2011,84,3,10,23.4,24.2,26.0,33.1,0,0
2011,84,4,10,22.8,23.4,24.6,33.1,0,0
2011,84,5,10,23.5,24.0,25.0,33.1,0,0
2011,84,6,10,24.0,24.6,26.0,33.1,0,0
2011,84,7,10,24.0,25.0,27.2,33.1,0,0
2011,84,8,10,24.3,25.0,26.6,33.1,0,0
2011,84,9,10,24.7,25.4,27.0,33.1,0,0
2011,84,10,10,25.0,25.6,27.0,33.1,0,0
2011,84,11,10,25.3,26.0,27.6,33.1,0,0
2011,84,13,10,23.7,24.0,24.6,33.1,0,0
2011,84,15,10,22.2,23.0,24.6,33.1,0,0
2011,84,16,10,22.9,23.6,25.0,33.1,0,0
2011,84,17,10,23.3,23.6,24.2,33.1,0,0
2011,84,18,10,23.9,24.6,26.2,33.1,0,0
2011,84,19,10,22.7,23.4,24.8,33.1,0,0
2011,84,20,10,24.9,25.4,26.6,33.1,0,0
2011,84,21,10,23.2,23.8,25.0,33.1,0,0
2011,84,22,10,20.8,21.6,23.2,33.1,0,0
2011,84,23,10,20.1,21.4,23.8,33.1,0,0
2011,84,24,10,17.1,19.6,23.6,33.1,0,0
2011,84,25,10,18.0,20.0,23.4,33.1,0,0
2011,84,26,10,15.8,19.0,24.0,33.1,0,0
2011,84,27,10,21.8,23.0,25.4,33.1,0,0
2011,84,29,10,23.3,24.4,26.8,33.1,0,0
2011,84,31,10,22.6,23.4,25.0,33.1,0,0
2011,0,1,11,20.0,21.2,23.4,33.4,0,0
2011,0,2,11,21.2,22.4,24.8,33.4,0,0
2011,0,3,11,21.3,22.0,23.4,33.4,0,0
2011,0,4,11,20.2,21.0,22.4,33.4,0,0
2011,0,5,11,20.9,21.6,23.0,33.4,0,0
2011,0,6,11,20.9,21.8,23.6,33.4,0,0
2011,0,7,11,22.9,23.6,25.0,33.4,0,0
2011,0,8,11,22.7,23.2,24.2,33.4,0,0
2011,0,9,11,21.3,21.8,22.8,33.4,0,0
2011,0,10,11,18.5,20.0,22.6,33.4,0,0
2011,0,11,11,19.3,20.0,21.2,33.4,0,0
2011,0,13,11,18.5,19.4,21.0,33.4,0,0
2011,0,14,11,20.4,21.4,23.2,33.4,0,0
2011,0,15,11,20.6,21.6,23.4,33.4,0,0
2011,0,16,11,15.5,18.8,23.8,33.4,0,0
2011,0,17,11,13.1,16.8,21.8,33.4,0,0
2011,0,18,11,15.6,17.0,19.0,33.4,0,0
2011,0,19,11,16.7,17.6,19.0,33.4,0,0
2011,0,20,11,17.9,18.8,20.2,33.4,0,0
2011,0,21,11,11.8,17.6,25.4,33.4,0,0
2011,0,22,11,13.1,17.6,23.8,33.4,0,0
2011,0,23,11,10.6,15.4,21.2,33.4,0,0
2011,0,24,11,15.0,16.8,19.4,33.4,0,0
2011,0,25,11,15.9,18.6,22.8,33.4,0,0
2011,0,26,11,14.9,18.4,23.6,33.4,0,0
2011,0,27,11,18.8,21.2,25.4,33.4,0,0
2011,0,28,11,21.0,23.0,27.0,33.4,0,0
2011,0,29,11,20.8,23.0,27.4,33.4,0,0
2011,0,30,11,21.6,22.6,24.6,33.4,0,0
2011,12,1,11,19.5,22.0,26.6,33.4,0,0
2011,12,2,11,19.5,22.0,26.6,33.4,0,0
2011,12,3,11,20.6,22.4,25.8,33.4,0,0
2011,12,4,11,20.2,22.0,25.4,33.4,0,0
2011,12,5,11,19.9,22.0,26.0,33.4,0,0
2011,12,6,11,21.2,22.8,26.0,33.4,0,0
2011,12,7,11,23.6,24.4,26.2,33.4,0,0
2011,12,8,11,22.6,23.6,25.6,33.4,0,0
2011,12,9,11,19.6,21.4,24.5,33.4,0,0
2011,12,10,11,17.2,20.2,25.2,33.4,0,0
2011,12,11,11,18.8,20.6,23.8,33.4,0,0
2011,12,12,11,18.7,20.2,22.8,33.4,0,0
