DATE,DPT,WBT,DBT,Normal_Temp,Heatwave,heatwave_days
01-01-10,16.0875,19.775,25.725,30.4,0,0
02-01-10,18.2,21.375,26.975,30.4,0,0
03-01-10,19.7375,22.025,26.3,30.4,0,0
04-01-10,18.025,20.45,24.575,30.4,0,0
05-01-10,18.55,20.575,24.175,30.4,0,0
06-01-10,17.55,20.525,25.575,30.4,0,0
07-01-10,15.475,19.875,26.675,30.4,0,0
08-01-10,15.525,19.55,25.775,30.4,0,0
09-01-10,14.8875,18.925,24.975,30.4,0,0
10-01-10,15.775,19.425,25.2,30.4,0,0
11-01-10,18.7375,21.325,25.925,30.4,0,0
12-01-10,20.5125,22.5,26.275,30.4,0,0
13-01-10,12.5875,17.5,23.975,30.4,0,0
14-01-10,12.9125,17,22.65,30.4,0,0
15-01-10,16.5,20.05,25.85,30.4,0,0
16-01-10,17.4625,21.225,27.6,30.4,0,0
17-01-10,14.75,19.15,25.625,30.4,0,0
18-01-10,16.45,19.325,24,30.4,0,0
19-01-10,15.575,19.275,25.075,30.4,0,0
20-01-10,14.0375,18.8,25.9,30.4,0,0
21-01-10,14.3,19.05,26.05,30.4,0,0
22-01-10,15.325,19.225,25.15,30.4,0,0
23-01-10,15.3875,19.025,24.45,30.4,0,0
24-01-10,16.8,19.75,24.55,30.4,0,0
25-01-10,15.35714286,18.85714286,24.2,30.4,0,0
26-01-10,12.725,18.2,25.9,30.4,0,0
27-01-10,13.725,18.45,25.325,30.4,0,0
28-01-10,12.125,17.725,25.275,30.4,0,0
29-01-10,14.025,18.275,24.55,30.4,0,0
30-01-10,14.15,18.875,25.825,30.4,0,0
31-01-10,15.65,19.35,25.175,30.4,0,0
01-02-10,18.2,20.725,25.175,31.1,0,0
02-02-10,18.9875,21.25,25.35,31.1,0,0
03-02-10,18.8625,20.725,24.1,31.1,0,0
04-02-10,19.05,20.75,23.875,31.1,0,0
05-02-10,20.325,21.7,24.375,31.1,0,0
06-02-10,20.375,22.35,26.275,31.1,0,0
07-02-10,19.5125,21.875,26.425,31.1,0,0
08-02-10,21.525,22.7,25.1,31.1,0,0
09-02-10,21.25,22.575,25.275,31.1,0,0
10-02-10,19.475,21.45,24.975,31.1,0,0
11-02-10,17.4625,19.975,24.225,31.1,0,0
12-02-10,18.1375,20.45,24.425,31.1,0,0
13-02-10,14.925,18.775,24.35,31.1,0,0
14-02-10,12.5125,17.85,25.1,31.1,0,0
15-02-10,12.525,17.925,25.3,31.1,0,0
16-02-10,10.5875,17.1,25.4,31.1,0,0
17-02-10,12.25,18.15,25.975,31.1,0,0
18-02-10,15.4625,19.075,24.7625,31.1,0,0
19-02-10,15.9875,19.35,24.575,31.1,0,0
20-02-10,17.575,20.375,25.175,31.1,0,0
21-02-10,19.625,21.8,25.675,31.1,0,0
22-02-10,18.9125,21.675,26.3,31.1,0,0
23-02-10,19.2,21.2,24.875,31.1,0,0
24-02-10,17.75,20.125,24.075,31.1,0,0
25-02-10,18.475,20.5,24.075,31.1,0,0
26-02-10,19.0375,21.425,25.825,31.1,0,0
27-02-10,16.175,20.425,27.625,31.1,1,1
28-02-10,14.8125,20,28.125,31.1,1,1
01-03-10,16.4,21.075,28.5,32.6,0,0
02-03-10,20.2125,22.775,27.5,32.6,0,0
03-03-10,20.3125,22.7375,26.65,32.6,0,0
04-03-10,20.15,22.35,26.35,32.6,0,0
05-03-10,21.3,22.85,25.95,32.6,0,0
06-03-10,20.5375,22.4,25.975,32.6,0,0
07-03-10,19.575,21.775,25.85,32.6,0,0
08-03-10,17.3,21,27.1,32.6,0,0
09-03-10,15.9125,20.375,27.725,32.6,0,0
10-03-10,18.65,22.225,28.55,32.6,0,0
11-03-10,22.1875,24.275,28.6,32.6,0,0
12-03-10,19.75,23.3,29.95,32.6,0,0
13-03-10,18.6875,22.9,30.625,32.6,1,0
14-03-10,22.1375,24.05,28.025,32.6,0,0
15-03-10,21.2125,23.025,26.675,32.6,0,0
16-03-10,21.2625,22.825,26,32.6,0,0
17-03-10,22.4,24.025,27.4,32.6,0,0
18-03-10,22.5625,24.85,29.625,32.6,0,0
19-03-10,22.8125,25.075,29.875,32.6,0,0
20-03-10,24.5625,26,29.275,32.6,0,0
21-03-10,23.525,25.3,29.275,32.6,0,0
22-03-10,16.2375,21.65,29.95,32.6,1,0
23-03-10,18.9625,22.025,27.725,32.6,0,0
24-03-10,21.8875,23.675,27.425,32.6,0,0
25-03-10,22.925,24.375,27.525,32.6,0,0
26-03-10,22.675,24.25,27.6,32.6,0,0
27-03-10,22.125,23.95,27.725,32.6,0,0
28-03-10,22.1375,24.025,27.9,32.6,0,0
29-03-10,20.0625,23.15,28.775,32.6,0,0
30-03-10,21.55,23.3,27.05,32.6,0,0
31-03-10,22.5625,24.3,27.975,32.6,0,0
01-04-10,22.2625,24.4,28.9,33,0,0
02-04-10,23.1125,24.75,28.325,33,0,0
03-04-10,20.5375,23.7,29.575,33,0,0
04-04-10,18.0375,21.7,28.225,33,0,0
05-04-10,19.1625,23.225,30.575,33,0,0
06-04-10,21.075,23.925,29.725,33,0,0
07-04-10,22.7125,25,29.9,33,0,0
08-04-10,23.9125,26.075,31.075,33,0,0
09-04-10,25.7,27.05,30.35,33,0,0
10-04-10,25.4125,26.625,29.575,33,0,0
11-04-10,20.925,23.775,29.45,33,0,0
12-04-10,22.3,24.675,29.875,33,0,0
13-04-10,23.5125,25.175,28.95,33,0,0
14-04-10,24.575,26.15,29.85,33,0,0
15-04-10,25.125,26.55,30,33,0,0
16-04-10,25.325,26.825,30.45,33,0,0
17-04-10,24.45,26.575,31.35,33,0,0
18-04-10,25.5125,26.9,30.35,33,0,0
19-04-10,24.5375,26.225,30.175,33,0,0
20-04-10,24.2875,26.15,30.525,33,0,0
21-04-10,24.7625,26.4,30.325,33,0,0
22-04-10,25.0375,26.425,29.775,33,0,0
23-04-10,24.9125,26.85,31.55,33,0,0
24-04-10,25.25,27.025,31.35,33,0,0
25-04-10,23.92857143,26,30.85714286,33,0,0
26-04-10,25.75,27.35,31.375,33,0,0
27-04-10,24.8,26.65,31.125,33,0,0
28-04-10,24.4875,26.3,30.6,33,0,0
29-04-10,24.4625,26.45,31.075,33,0,0
30-04-10,25.1375,27.025,31.575,33,0,0
01-05-10,25.2,27,31.35,33.3,0,0
02-05-10,25.1125,26.725,30.65,33.3,0,0
03-05-10,24.475,26.375,30.775,33.3,0,0
04-05-10,24.3,26.25,30.75,33.3,0,0
05-05-10,24.9625,26.575,30.45,33.3,0,0
06-05-10,25.15,26.775,30.75,33.3,0,0
07-05-10,26.1375,27.625,31.4,33.3,0,0
08-05-10,25.65,27.475,31.975,33.3,0,0
09-05-10,25.2875,27.3,32.275,33.3,0,0
10-05-10,26.1125,27.675,31.675,33.3,0,0
11-05-10,24.85,26.75,31.25,33.3,0,0
12-05-10,25.175,26.775,30.525,33.3,0,0
13-05-10,24.7625,26.5,30.65,33.3,0,0
14-05-10,24.8875,26.7,31.05,33.3,0,0
15-05-10,24.3125,26.275,30.85,33.3,0,0
16-05-10,24.275,26.125,30.5,33.3,0,0
17-05-10,25.175,26.875,31,33.3,0,0
18-05-10,25.8,27.475,31.675,33.3,0,0
19-05-10,26.4625,27.7625,30.675,33.3,0,0
20-05-10,26.3875,27.675,30.975,33.3,0,0
21-05-10,26.6375,27.95,31.375,33.3,0,0
22-05-10,27.35,28.525,31.7,33.3,0,0
23-05-10,26.9625,28.275,31.775,33.3,0,0
24-05-10,26.9,28.2,31.625,33.3,0,0
25-05-10,26.65,28.075,31.8,33.3,0,0
26-05-10,26.0375,27.725,31.975,33.3,0,0
27-05-10,26.125,27.775,32,33.3,0,0
28-05-10,25.7,27.5,31.975,33.3,0,0
29-05-10,25.1625,27.025,31.575,33.3,0,0
30-05-10,24.5375,26.65,31.675,33.3,0,0
31-05-10,25.175,27.125,31.9,33.3,0,0
01-06-10,25.325,27.325,32.2875,32,0,0
02-06-10,25.9375,27.45,31.3,32,0,0
03-06-10,26.1125,27.775,32,32,0,0
04-06-10,25.6,27.375,31.8,32,0,0
05-06-10,25.525,27.375,31.975,32,0,0
06-06-10,25.5125,27.075,30.875,32,0,0
07-06-10,25.725,26.975,30.075,32,0,0
08-06-10,25.2625,26.5,29.5,32,0,0
09-06-10,24.7875,26.15,29.1,32,0,0
10-06-10,25.45,27,30.825,32,0,0
11-06-10,24.7,25.925,28.85,32,0,0
12-06-10,25.9375,26.95,29.525,32,0,0
13-06-10,25.85714286,26.88571429,29.42857143,32,0,0
14-06-10,25.4125,26.225,28.2,32,0,0
15-06-10,25.3125,25.8,26.95,32,0,0
16-06-10,25.6125,26.025,27.025,32,0,0
17-06-10,25.65,26.55,28.75,32,0,0
18-06-10,25.65,26.675,29.175,32,0,0
19-06-10,25.9125,26.85,29.2,32,0,0
20-06-10,26,26.95,29.275,32,0,0
21-06-10,26.075,27.125,29.775,32,0,0
22-06-10,26.6375,27.5,29.75,32,0,0
23-06-10,25.6125,26,26.95,32,0,0
24-06-10,24.88571429,25.2,25.88571429,32,0,0
25-06-10,24.55,25.125,26.425,32,0,0
26-06-10,25.0125,26.2,29.05,32,0,0
27-06-10,25.4625,26.725,29.8,32,0,0
28-06-10,26.25,26.975,28.8,32,0,0
29-06-10,26.2125,26.95,28.825,32,0,0
30-06-10,26.2625,27.175,29.45,32,0,0
01-07-10,26.1875,27.4,30.475,29.9,0,0
02-07-10,24.925,25.65,27.325,29.9,0,0
03-07-10,25,25.475,26.55,29.9,0,0
04-07-10,25.45,26.2,28,29.9,0,0
05-07-10,25.4625,26.2875,28.55,29.9,0,0
06-07-10,25.175,25.675,26.875,29.9,0,0
07-07-10,25.3625,25.875,27.075,29.9,0,0
08-07-10,24.95,25.45,26.575,29.9,0,0
09-07-10,24.6125,25.075,26.125,29.9,0,0
10-07-10,22.9625,25.8,26.575,29.9,0,0
11-07-10,25.85714286,26.74285714,28.91428571,29.9,0,0
12-07-10,25.05,26.25,29.125,29.9,0,0
13-07-10,25.375,26.325,28.6,29.9,0,0
14-07-10,26.1,27.125,29.55,29.9,0,0
15-07-10,25.825,26.425,27.875,29.9,0,0
16-07-10,25.775,26.425,28.025,29.9,0,0
17-07-10,25.5875,26.125,27.4,29.9,0,0
18-07-10,25.2375,26.025,28.025,29.9,0,0
19-07-10,25.9125,26.6,28.275,29.9,0,0
20-07-10,25.1125,25.85,27.475,29.9,0,0
21-07-10,25.48333333,25.83333333,26.66666667,29.9,0,0
22-07-10,25.7,26.075,27.025,29.9,0,0
23-07-10,25.5125,26.1,27.5,29.9,0,0
24-07-10,24.9625,25.25,26,29.9,0,0
25-07-10,25.475,26.225,28.075,29.9,0,0
26-07-10,25.45,25.975,27.225,29.9,0,0
27-07-10,25.7625,26.45,28.15,29.9,0,0
28-07-10,25.5375,26.4,28.475,29.9,0,0
29-07-10,24.925,25.7,27.5,29.9,0,0
30-07-10,24.7625,25.425,26.95,29.9,0,0
31-07-10,24.7375,25.075,25.775,29.9,0,0
01-08-10,25.15,25.75,27.225,29.5,0,0
02-08-10,25.2,25.975,27.8,29.5,0,0
03-08-10,25.425,26.1,27.775,29.5,0,0
04-08-10,25.1875,26.25,28.875,29.5,0,0
05-08-10,25.4375,26.55,29.275,29.5,0,0
06-08-10,25.2125,26.325,29,29.5,0,0
07-08-10,24.95,25.475,26.675,29.5,0,0
08-08-10,25.1875,26.05,28.075,29.5,0,0
09-08-10,25.225,26.15,28.25,29.5,0,0
10-08-10,25.1125,26.3,29.125,29.5,0,0
11-08-10,25.15,26,28.025,29.5,0,0
12-08-10,25.2,25.825,27.2625,29.5,0,0
13-08-10,24.7375,25.675,27.825,29.5,0,0
14-08-10,25.2625,25.925,27.525,29.5,0,0
15-08-10,25.4,26.35,28.625,29.5,0,0
16-08-10,25.7625,26.35,27.8,29.5,0,0
17-08-10,25.5875,25.775,26.225,29.5,0,0
18-08-10,24.7375,25.025,25.625,29.5,0,0
19-08-10,24.9875,25.475,26.575,29.5,0,0
20-08-10,24.95,25.35,26.25,29.5,0,0
21-08-10,24.7375,25.3,26.575,29.5,0,0
22-08-10,24.9,25.575,27.175,29.5,0,0
23-08-10,25.1375,26.1,28.475,29.5,0,0
24-08-10,25.125,26,28.075,29.5,0,0
25-08-10,25.1625,25.875,27.5,29.5,0,0
26-08-10,25.2,25.8,27.22857143,29.5,0,0
27-08-10,25.6125,25.925,26.7,29.5,0,0
28-08-10,25.5,26.35,28.425,29.5,0,0
29-08-10,26,26.275,27,29.5,0,0
30-08-10,25.14285714,25.54285714,26.51428571,29.5,0,0
31-08-10,24.5625,24.9,25.65,29.5,0,0
01-09-10,24.8375,25.775,27.95,30.2,0,0
02-09-10,24.925,25.9,28.225,30.2,0,0
03-09-10,24.3,25.475,27.925,30.2,0,0
04-09-10,24.7125,25.825,28.4,30.2,0,0
05-09-10,24.825,25.725,27.825,30.2,0,0
06-09-10,25.225,26.05,28,30.2,0,0
07-09-10,24.8375,25.55,27.2,30.2,0,0
08-09-10,25.2,25.575,26.425,30.2,0,0
09-09-10,24.275,24.975,26.575,30.2,0,0
10-09-10,24.45,25.4,27.575,30.2,0,0
11-09-10,24.6875,25.725,28.175,30.2,0,0
12-09-10,24.25,25.575,28.55,30.2,0,0
13-09-10,24.5625,25.625,27.95,30.2,0,0
14-09-10,24.2375,25.325,27.75,30.2,0,0
15-09-10,24.7625,25.975,28.525,30.2,0,0
16-09-10,24.7875,25.75,28,30.2,0,0
17-09-10,25.04285714,25.77142857,27.48571429,30.2,0,0
18-09-10,24.725,25.675,27.875,30.2,0,0
19-09-10,24.7875,25.525,27.225,30.2,0,0
20-09-10,24.95,25.95,28.15,30.2,0,0
21-09-10,24.775,25.875,28.5,30.2,0,0
22-09-10,25.1,26.25,28.725,30.2,0,0
23-09-10,25.3625,26.475,29.1,30.2,0,0
24-09-10,25.2125,26.275,28.85,30.2,0,0
25-09-10,25.0125,26.2,28.875,30.2,0,0
26-09-10,25.5,26.7,29.675,30.2,0,0
27-09-10,25.025,26.35,29.575,30.2,0,0
28-09-10,24.075,25.8,29.825,30.2,1,1
29-09-10,24.1,25.875,30.025,30.2,1,1
30-09-10,24.675,26.125,29.6,30.2,0,0
01-10-10,23.625,25.825,30.675,33.1,0,0
02-10-10,22.4125,24.8,30.275,33.1,0,0
03-10-10,22.9,25.48571429,31.2,33.1,0,0
04-10-10,24.775,26.2,29.625,33.1,0,0
05-10-10,24.55,25.6,28.125,33.1,0,0
06-10-10,25.5125,26.6,29.3,33.1,0,0
07-10-10,25.97142857,27.11428571,29.97142857,33.1,0,0
08-10-10,25.05,26.4,29.55,33.1,0,0
09-10-10,24.625,25.9,28.925,33.1,0,0
10-10-10,23.225,25.075,29.1,33.1,0,0
11-10-10,23.025,23.675,25.1,33.1,0,0
12-10-10,23.0125,24.35,27.275,33.1,0,0
13-10-10,22.8125,24.175,27.75,33.1,0,0
14-10-10,23.3375,24.75,27.9,33.1,0,0
15-10-10,24.25,25.425,28.15,33.1,0,0
16-10-10,25.25,26.2,28.525,33.1,0,0
17-10-10,24.925,26.075,28.725,33.1,0,0
18-10-10,24.6125,25.775,28.5,33.1,0,0
19-10-10,25.2125,26.025,27.975,33.1,0,0
20-10-10,25.625,26.425,28.425,33.1,0,0
21-10-10,25.5,26.475,28.475,33.1,0,0
22-10-10,25.375,26.275,28.425,33.1,0,0
23-10-10,24.5375,25.425,27.475,33.1,0,0
24-10-10,23.6375,24.8,27.4,33.1,0,0
25-10-10,24.175,25,26.825,33.1,0,0
26-10-10,23.5625,25.2,28.875,33.1,0,0
27-10-10,22.6875,24.825,29.325,33.1,0,0
28-10-10,21.675,24.125,29.075,33.1,0,0
29-10-10,21.7375,24.2,28.175,33.1,0,0
30-10-10,21.1375,23.8,29.025,33.1,0,0
31-10-10,19.55,22.8,28.8,33.1,0,0
01-11-10,17.725,21.55,28.075,33.4,0,0
02-11-10,16.8375,21,27.925,33.4,0,0
03-11-10,18.8,22.5,29.25,33.4,0,0
04-11-10,23.1875,24.825,28.475,33.4,0,0
05-11-10,23.925,25.375,28.725,33.4,0,0
06-11-10,23.5,24.975,28.25,33.4,0,0
07-11-10,19.8125,22.625,27.75,33.4,0,0
08-11-10,20.3625,22.875,27.7,33.4,0,0
09-11-10,23.425,24.9,28.125,33.4,0,0
10-11-10,23.5125,25,28.25,33.4,0,0
11-11-10,24.1875,25.45,28.4,33.4,0,0
12-11-10,24.0125,25.15,27.675,33.4,0,0
13-11-10,23.675,25.075,28.175,33.4,0,0
14-11-10,23.3125,24.95,28.525,33.4,0,0
15-11-10,23.425,24.75,27.75,33.4,0,0
16-11-10,23.9125,25.05,27.7,33.4,0,0
17-11-10,23.75,25.4,29.075,33.4,0,0
18-11-10,23.4125,25.35,29.65,33.4,0,0
19-11-10,23.3375,25.15,29.15,33.4,0,0
20-11-10,24.3625,25.575,28.35,33.4,0,0
21-11-10,24.05,25.175,27.75,33.4,0,0
22-11-10,22.9375,24.225,26.975,33.4,0,0
23-11-10,23,24.7,28.4,33.4,0,0
24-11-10,23.375,24.175,25.8,33.4,0,0
25-11-10,23.475,24.475,26.675,33.4,0,0
26-11-10,23.7125,24.775,27.2,33.4,0,0
27-11-10,23.025,24.325,27.125,33.4,0,0
28-11-10,21.9125,23.75,27.525,33.4,0,0
29-11-10,21.3125,23.4,27.625,33.4,0,0
30-11-10,21.4375,23.425,27.575,33.4,0,0
01-12-10,21.425,23.175,26.775,31.9,0,0
02-12-10,21.2875,22.9,26.225,31.9,0,0
03-12-10,21.65,23.525,27.325,31.9,0,0
04-12-10,21.7625,23.45,26.95,31.9,0,0
05-12-10,21.05,23.175,27.3,31.9,0,0
06-12-10,18.175,21.175,26.2,31.9,0,0
07-12-10,16.6625,19.8,24.9,31.9,0,0
08-12-10,18.225,20.775,25.25,31.9,0,0
09-12-10,19.075,21.25,25.225,31.9,0,0
10-12-10,15.875,18.775,23.225,31.9,0,0
11-12-10,15.4625,18.15,22.25,31.9,0,0
12-12-10,14.2625,17.425,21.9,31.9,0,0
13-12-10,13.575,16.775,21.25,31.9,0,0
14-12-10,14.65,17.85,22.35,31.9,0,0
15-12-10,14.34285714,18.62857143,25,31.9,0,0
16-12-10,15.075,18.3625,23.2,31.9,0,0
17-12-10,15.3125,18.625,23.75,31.9,0,0
18-12-10,15.675,18.95,24.15,31.9,0,0
19-12-10,15.2875,18.05,22.4,31.9,0,0
20-12-10,14.95,18.075,22.6375,31.9,0,0
21-12-10,17.95,20.3,24.375,31.9,0,0
22-12-10,17.575,19.125,21.85,31.9,0,0
23-12-10,16.4125,18.1625,21.025,31.9,0,0
24-12-10,17.3125,18.95,21.75,31.9,0,0
25-12-10,16.975,18.85,22,31.9,0,0
26-12-10,18,19.5375,22.2,31.9,0,0
27-12-10,18.35,20.1,23.15,31.9,0,0
28-12-10,18.5875,20.75,24.525,31.9,0,0
29-12-10,18.9625,20.675,23.775,31.9,0,0
30-12-10,15.7875,18.6,22.95,31.9,0,0
31-12-10,10.6125,15.75,22.025,31.9,0,0
01-01-11,11.375,15.625,21.075,30.4,0,0
02-01-11,12.525,17.125,23.25,30.4,0,0
03-01-11,16.1625,19.3,24.3,30.4,0,0
04-01-11,16.4875,20.1,25.975,30.4,0,0
05-01-11,16.9,20.05,25.275,30.4,0,0
06-01-11,13.3125,18.15,25.075,30.4,0,0
07-01-11,7.35,14.525,22.2,30.4,0,0
08-01-11,9.657142857,14.71428571,20.71428571,30.4,0,0
09-01-11,13.06666667,16.36666667,21.13333333,30.4,0,0
10-01-11,11.7625,16.9,23.4,30.4,0,0
11-01-11,14.325,17.65,22.475,30.4,0,0
12-01-11,13.9,17.2,22.025,30.4,0,0
13-01-11,14.3,17.45,22.175,30.4,0,0
14-01-11,15.65714286,17.88571429,21.34285714,30.4,0,0
15-01-11,15.7625,18.175,22,30.4,0,0
16-01-11,15.175,17.725,20.9,30.4,0,0
17-01-11,14.9625,17.775,22.05,30.4,0,0
18-01-11,13.6375,17.15,22.225,30.4,0,0
19-01-11,14.8,17.6,21.9,30.4,0,0
20-01-11,15.2,18.3,23.075,30.4,0,0
21-01-11,13.6625,17.5,22.975,30.4,0,0
22-01-11,14.75714286,17.82857143,22.57142857,30.4,0,0
23-01-11,15.1625,18.15,22.775,30.4,0,0
24-01-11,15.6125,18.725,23.4,30.4,0,0
25-01-11,16.05,18.725,23.225,30.4,0,0
26-01-11,14.425,18.05,23.475,30.4,0,0
27-01-11,15.4125,18.575,23.5,30.4,0,0
28-01-11,15.8,18.5,22.8,30.4,0,0
29-01-11,13.275,17.175,22.7,30.4,0,0
30-01-11,13.6375,17.275,22.65,30.4,0,0
31-01-11,14.9375,18.375,23.675,30.4,0,0
01-02-11,15.9125,19.075,24.15,31.1,0,0
02-02-11,16.2125,19.35,24.5,31.1,0,0
03-02-11,15.875,19.675,25.75,31.1,0,0
04-02-11,14.5,18.875,25.4,31.1,0,0
05-02-11,15.125,19,25.05,31.1,0,0
06-02-11,14.475,18.675,24.9,31.1,0,0
07-02-11,16.1,19.4,24.65,31.1,0,0
08-02-11,17,19.825,24.425,31.1,0,0
09-02-11,16.4,19.05,23.35,31.1,0,0
10-02-11,16.25,19.1,23.7,31.1,0,0
11-02-11,17.05,19.7,24.125,31.1,0,0
12-02-11,16.77142857,19.97142857,25.25714286,31.1,0,0
13-02-11,17.3375,19.775,23.9,31.1,0,0
14-02-11,18.5375,20.6375,24.3,31.1,0,0
15-02-11,18.2625,20.55,24.475,31.1,0,0
16-02-11,17.45,19.8,23.65,31.1,0,0
17-02-11,15.075,18.35,23.3,31.1,0,0
18-02-11,15.7,18.625,23.175,31.1,0,0
19-02-11,14.85,17.95,22.875,31.1,0,0
20-02-11,12.725,17.6,24.05,31.1,0,0
21-02-11,12.75,17.65,24.475,31.1,0,0
22-02-11,15.0625,19.35,25.925,31.1,1,0
23-02-11,17.925,20.675,25.4,31.1,0,0
24-02-11,18.875,20.9,24.775,31.1,0,0
25-02-11,17.1,19.825,24.275,31.1,0,0
26-02-11,13.6875,17.9,23.975,31.1,0,0
27-02-11,14.04285714,19.2,26.71428571,31.1,0,0
28-02-11,17.275,20.825,26.925,31.1,0,0
01-03-11,18.4125,21.4,26.75,32.6,0,0
02-03-11,18.075,21.15,26.65,32.6,0,0
03-03-11,17.21428571,20.97142857,27.45714286,32.6,0,0
04-03-11,17.5375,20.55,25.6,32.6,0,0
05-03-11,19.3125,22.15,27.4,32.6,0,0
06-03-11,18.35,21.65,27.575,32.6,0,0
07-03-11,18.45714286,22,28.42857143,32.6,0,0
08-03-11,17.7625,21.925,29.225,32.6,0,0
09-03-11,17.2625,20.7,26.5,32.6,0,0
10-03-11,15.8625,20.1,26.45,32.6,0,0
11-03-11,13.975,18.825,26,32.6,0,0
12-03-11,14.125,19.225,26.95,32.6,0,0
13-03-11,13.4875,19.1,27.2,32.6,0,0
14-03-11,18.2375,21.2,26.425,32.6,0,0
15-03-11,15.4875,20.375,28.175,32.6,0,0
16-03-11,12.875,19.95,29.675,32.6,1,1
17-03-11,13.3875,19.625,28.5,32.6,1,1
18-03-11,19.18571429,22.4,28.14285714,32.6,0,0
19-03-11,21.6625,23.525,27.3,32.6,0,0
20-03-11,18.2,21.575,27.275,32.6,0,0
21-03-11,20.8375,22.725,26.475,32.6,0,0
22-03-11,21.0125,22.8,26.375,32.6,0,0
23-03-11,19.4625,22.05,26.775,32.6,0,0
24-03-11,21.3625,23.15,26.8,32.6,0,0
25-03-11,21.2375,23.025,26.65,32.6,0,0
26-03-11,22.3125,24.225,28.35,32.6,0,0
27-03-11,22.85,24.5,28.825,32.6,0,0
28-03-11,20.675,23.925,30.1,32.6,0,0
29-03-11,20.75,23.975,30.55,32.6,1,0
30-03-11,21.175,23.975,29.525,32.6,0,0
31-03-11,19.7125,23.2,29.5,32.6,1,0
01-04-11,21,22.775,26.375,33,0,0
02-04-11,21.6375,23.35,26.9,33,0,0
03-04-11,21.6875,23.625,27.575,33,0,0
04-04-11,20.9875,22.725,26.4,33,0,0
05-04-11,21.8125,23.4,26.65,33,0,0
06-04-11,22.6625,24.4,28.175,33,0,0
07-04-11,22.775,24.55,28.325,33,0,0
08-04-11,23.375,24.975,28.5,33,0,0
09-04-11,23.25,24.8,28.225,33,0,0
10-04-11,23.3375,24.85,28.225,33,0,0
11-04-11,23.375,24.925,28.4,33,0,0
12-04-11,24.125,25.7,29.325,33,0,0
13-04-11,23.8625,25.575,29.475,33,0,0
14-04-11,24.2125,25.725,29.275,33,0,0
15-04-11,23.5625,25.125,28.6,33,0,0
16-04-11,23.9125,25.55,29.125,33,0,0
17-04-11,24.2125,25.7,29.15,33,0,0
18-04-11,24.5875,26.075,29.525,33,0,0
19-04-11,23.8625,25.35,28.7,33,0,0
20-04-11,23.07142857,24.94285714,29.08571429,33,0,0
21-04-11,23.85,25.4,28.925,33,0,0
22-04-11,23.7875,25.25,28.575,33,0,0
23-04-11,23.85,25.3,28.575,33,0,0
24-04-11,24.3375,25.775,29.1,33,0,0
25-04-11,22.7125,24.7,29.05,33,0,0
26-04-11,22.5625,24.65,29.125,33,0,0
27-04-11,23.42857143,25.08571429,28.82857143,33,0,0
28-04-11,24.4375,25.95,29.45,33,0,0
29-04-11,24.2,25.875,29.7,33,0,0
30-04-11,24.2375,26.1,30.425,33,0,0
01-05-11,24.925,26.375,29.85,33.3,0,0
02-05-11,24.3875,25.825,29.15,33.3,0,0
03-05-11,23.35,25.05,28.825,33.3,0,0
04-05-11,23.35,25.25,29.5,33.3,0,0
05-05-11,23.08571429,25.14285714,29.65714286,33.3,0,0
06-05-11,23.2625,25.2,29.475,33.3,0,0
07-05-11,23.4875,25.425,29.775,33.3,0,0
08-05-11,23.9375,25.825,29.85,33.3,0,0
09-05-11,23.85,25.625,29.65,33.3,0,0
10-05-11,23.625,25.45,29.525,33.3,0,0
11-05-11,23.175,25.05,29.425,33.3,0,0
12-05-11,22.8875,25,29.625,33.3,0,0
13-05-11,23.15,25.175,29.675,33.3,0,0
14-05-11,24.2,25.875,29.75,33.3,0,0
15-05-11,24.8625,26.35,29.9,33.3,0,0
16-05-11,25.275,26.5,29.45,33.3,0,0
17-05-11,25.7625,26.975,30,33.3,0,0
18-05-11,25.3875,26.6,29.8,33.3,0,0
19-05-11,24.575,26.25,30.15,33.3,0,0
20-05-11,25.025,26.675,30.675,33.3,0,0
21-05-11,25.5625,27.175,31.25,33.3,0,0
22-05-11,25.8875,27.5,31.55,33.3,0,0
23-05-11,25.975,27.45,31.175,33.3,0,0
24-05-11,24.9,26.725,31.1,33.3,0,0
25-05-11,24.3625,26.375,31.075,33.3,0,0
26-05-11,24.05,26.025,30.6,33.3,0,0
27-05-11,23.725,25.8375,30.65,33.3,0,0
28-05-11,23.975,25.975,30.575,33.3,0,0
29-05-11,25.0125,26.925,31.475,33.3,0,0
30-05-11,25.4125,27.2,31.6,33.3,0,0
31-05-11,25.4125,27.225,31.65,33.3,0,0
01-06-11,25.675,27.35,31.525,32,0,0
02-06-11,25.1625,26.775,30.7,32,0,0
03-06-11,24.8,26.025,28.925,32,0,0
04-06-11,25,25.6,27,32,0,0
05-06-11,25.7125,26.425,28.175,32,0,0
06-06-11,25.0625,25.9,27.85,32,0,0
07-06-11,23.4875,25.325,29.425,32,0,0
08-06-11,23.875,25.875,30.475,32,0,0
09-06-11,24.55,25.6,28.025,32,0,0
10-06-11,24.7875,25.25,26.35,32,0,0
11-06-11,24.75,25.1,25.9,32,0,0
12-06-11,25.3625,25.7,26.5,32,0,0
13-06-11,25.7625,26.6,28.65,32,0,0
14-06-11,25.2125,25.85,27.4,32,0,0
15-06-11,25.4,26.225,28.225,32,0,0
16-06-11,25.5375,26.3,28.175,32,0,0
17-06-11,25.9625,26.95,29.4,32,0,0
