,YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp
11075,2014,12,10,5,23.3,25.4,30.0,33.3
11076,2014,12,11,5,22.1,24.6,29.8,33.3
11077,2014,12,12,5,23.2,25.6,31.0,33.3
11078,2014,12,13,5,23.4,25.4,29.8,33.3
11079,2014,12,14,5,23.9,25.8,30.2,33.3
11080,2014,12,15,5,23.0,25.2,30.0,33.3
11081,2014,12,16,5,23.7,25.8,30.6,33.3
11082,2014,12,17,5,24.3,26.6,30.6,33.3
11083,2014,12,18,5,24.9,27.2,30.4,33.3
11084,2014,12,19,5,24.7,26.6,31.2,33.3
11085,2014,12,20,5,27.3,28.4,31.4,33.3
11086,2014,12,21,5,26.0,27.4,30.8,33.3
11087,2014,12,22,5,24.6,26.4,30.6,33.3
11088,2014,12,23,5,23.5,25.4,29.6,33.3
11089,2014,12,24,5,24.6,26.4,30.6,33.3
11090,2014,12,25,5,24.4,26.2,30.4,33.3
11091,2014,12,26,5,24.4,26.0,29.8,33.3
11092,2014,12,27,5,26.5,27.4,31.2,33.3
11093,2014,12,28,5,25.4,27.0,31.0,33.3
11094,2014,12,29,5,25.8,27.4,31.4,33.3
11095,2014,12,30,5,24.9,26.8,31.4,33.3
11096,2014,12,31,5,23.8,26.2,31.8,33.3
11097,2014,24,1,5,24.7,27.0,32.4,33.3
11098,2014,24,2,5,23.8,26.4,32.4,33.3
11099,2014,24,3,5,20.1,25.0,35.0,33.3
11100,2014,24,4,5,22.9,26.6,35.0,33.3
11101,2014,24,5,5,23.0,26.4,34.0,33.3
11102,2014,24,6,5,26.0,28.0,33.0,33.3
11103,2014,24,7,5,27.7,29.4,34.0,33.3
11104,2014,24,8,5,23.6,27.0,35.0,33.3
11105,2014,24,9,5,24.7,27.4,34.0,33.3
11106,2014,24,10,5,23.4,26.2,32.6,33.3
11107,2014,24,11,5,21.8,25.2,32.4,33.3
11108,2014,24,12,5,22.1,25.4,32.6,33.3
11109,2014,24,13,5,23.7,26.4,32.6,33.3
11110,2014,24,14,5,23.8,26.4,32.4,33.3
11111,2014,24,15,5,22.0,25.4,32.8,33.3
11112,2014,24,16,5,23.2,26.2,33.0,33.3
11113,2014,24,17,5,24.5,27.0,33.0,33.3
11114,2014,24,18,5,25.6,27.6,32.6,33.3
11115,2014,24,19,5,26.4,28.4,33.6,33.3
11116,2014,24,20,5,26.8,28.4,32.6,33.3
11117,2014,24,21,5,26.4,28.2,32.8,33.3
11118,2014,24,22,5,24.2,26.6,32.2,33.3
11119,2014,24,23,5,23.8,26.6,33.0,33.3
11120,2014,24,24,5,24.5,27.0,33.0,33.3
11121,2014,24,25,5,23.7,26.4,32.6,33.3
11122,2014,24,26,5,23.7,26.6,33.4,33.3
11123,2014,24,27,5,26.0,28.0,33.2,33.3
11124,2014,24,28,5,25.2,27.6,33.4,33.3
11125,2014,24,29,5,25.5,27.8,33.6,33.3
11126,2014,24,30,5,24.7,27.2,33.2,33.3
11127,2014,24,31,5,23.8,26.6,33.0,33.3
11128,2014,36,1,5,25.2,27.4,32.8,33.3
11129,2014,36,2,5,23.5,26.4,33.0,33.3
11130,2014,36,3,5,18.8,24.0,34.0,33.3
11131,2014,36,4,5,24.2,26.8,33.0,33.3
11132,2014,36,5,5,22.2,26.0,34.4,33.3
11133,2014,36,6,5,25.5,28.0,34.2,33.3
11134,2014,36,7,5,26.9,29.0,34.6,33.3
11135,2014,36,8,5,22.8,26.6,35.2,33.3
11136,2014,36,9,5,25.2,27.6,33.4,33.3
11137,2014,36,10,5,23.7,26.6,33.4,33.3
11138,2014,36,11,5,23.5,26.4,33.0,33.3
11139,2014,36,12,5,23.4,26.4,33.2,33.3
11140,2014,36,13,5,23.4,26.4,33.2,33.3
11141,2014,36,14,5,23.1,26.0,32.6,33.3
11142,2014,36,15,5,22.7,26.0,33.4,33.3
11143,2014,36,16,5,23.7,26.4,32.6,33.3
11144,2014,36,17,5,24.3,27.0,33.4,33.3
11145,2014,36,18,5,26.2,28.0,32.6,33.3
11146,2014,36,19,5,25.2,28.0,35.0,33.3
11147,2014,36,20,5,27.1,29.0,34.0,33.3
11148,2014,36,21,5,26.0,28.2,33.8,33.3
11149,2014,36,22,5,23.8,26.6,33.2,33.3
11150,2014,36,23,5,24.5,27.0,33.0,33.3
11151,2014,36,24,5,23.5,26.6,33.8,33.3
11152,2014,36,25,5,24.4,27.0,33.2,33.3
11153,2014,36,26,5,23.7,26.6,33.4,33.3
11154,2014,36,27,5,26.2,28.2,33.4,33.3
11155,2014,36,28,5,25.6,27.8,33.4,33.3
11156,2014,36,29,5,26.0,28.2,33.8,33.3
11157,2014,36,30,5,24.9,27.4,33.4,33.3
11158,2014,36,31,5,24.0,26.8,33.4,33.3
11159,2014,48,1,5,24.9,27.0,32.0,33.3
11160,2014,48,2,5,24.6,26.8,32.0,33.3
11161,2014,48,3,5,23.8,26.4,32.4,33.3
11162,2014,48,4,5,22.2,25.4,32.4,33.3
11163,2014,48,5,5,24.9,27.0,32.0,33.3
11164,2014,48,6,5,26.4,28.0,32.0,33.3
11165,2014,48,7,5,18.2,23.6,33.8,33.3
11166,2014,48,8,5,25.7,27.6,32.4,33.3
11167,2014,48,9,5,25.0,27.4,33.2,33.3
11168,2014,48,10,5,23.7,26.2,32.0,33.3
11169,2014,48,11,5,23.3,26.0,32.0,33.3
11170,2014,48,12,5,23.3,26.0,32.0,33.3
11171,2014,48,13,5,22.8,25.6,31.8,33.3
11172,2014,48,14,5,22.0,25.0,31.4,33.3
11173,2014,48,15,5,22.9,25.8,32.2,33.3
11174,2014,48,16,5,23.6,26.0,31.4,33.3
11175,2014,48,17,5,24.6,26.6,31.4,33.3
11176,2014,48,18,5,26.0,27.4,31.0,33.3
11177,2014,48,19,5,26.6,28.4,33.0,33.3
11178,2014,48,20,5,25.6,27.6,32.6,33.3
11179,2014,48,21,5,25.7,27.8,33.0,33.3
11180,2014,48,22,5,24.5,26.6,31.6,33.3
11181,2014,48,23,5,24.3,26.6,32.0,33.3
11182,2014,48,24,5,24.3,26.8,32.6,33.3
11183,2014,48,25,5,25.0,27.0,31.8,33.3
11184,2014,48,26,5,25.1,27.0,31.6,33.3
11185,2014,48,27,5,25.7,27.6,32.4,33.3
11186,2014,48,28,5,25.8,27.6,32.0,33.3
11187,2014,48,29,5,25.5,27.6,32.8,33.3
11188,2014,48,30,5,25.1,27.4,33.0,33.3
11189,2014,48,31,5,24.1,26.6,32.4,33.3
11190,2014,60,1,5,24.5,26.0,29.6,33.3
11191,2014,60,2,5,24.6,26.0,29.2,33.3
11192,2014,60,3,5,24.5,26.0,29.4,33.3
11193,2014,60,4,5,25.3,26.4,29.0,33.3
11194,2014,60,5,5,25.6,26.6,29.0,33.3
11195,2014,60,6,5,27.2,28.0,30.0,33.3
11196,2014,60,7,5,19.1,23.4,31.6,33.3
11197,2014,60,8,5,25.8,27.0,30.0,33.3
11198,2014,60,9,5,24.7,26.4,30.4,33.3
11199,2014,60,10,5,22.0,24.6,30.0,33.3
11200,2014,60,11,5,23.6,25.4,29.4,33.3
11201,2014,60,12,5,22.9,25.0,29.6,33.3
11202,2014,60,13,5,23.0,25.0,29.4,33.3
11203,2014,60,14,5,23.0,25.0,29.4,33.3
11204,2014,60,15,5,23.6,25.4,29.4,33.3
11205,2014,60,16,5,23.6,25.4,29.4,33.3
11206,2014,60,17,5,24.4,26.0,29.8,33.3
11207,2014,60,18,5,21.0,24.0,30.0,33.3
11208,2014,60,19,5,24.7,27.0,32.4,33.3
11209,2014,60,20,5,25.5,27.0,30.6,33.3
11210,2014,60,21,5,25.4,26.8,30.2,33.3
11211,2014,60,22,5,24.5,26.0,29.4,33.3
11212,2014,60,23,5,24.5,26.0,29.6,33.3
11213,2014,60,24,5,25.2,26.6,30.0,33.3
11214,2014,60,25,5,24.8,26.4,30.2,33.3
11215,2014,60,26,5,25.8,27.0,30.0,33.3
11216,2014,60,27,5,25.6,27.0,30.4,33.3
11217,2014,60,28,5,25.5,27.0,30.6,33.3
11218,2014,60,29,5,25.3,26.8,30.4,33.3
11219,2014,60,30,5,24.4,26.2,30.4,33.3
11220,2014,60,31,5,24.2,26.0,30.2,33.3
11221,2014,72,1,5,24.4,25.6,28.4,33.3
11222,2014,72,2,5,24.0,25.4,28.6,33.3
11223,2014,72,3,5,25.0,26.0,28.4,33.3
11224,2014,72,4,5,25.0,26.0,28.4,33.3
11225,2014,72,5,5,25.3,26.4,29.0,33.3
11226,2014,72,6,5,28.0,28.6,30.2,33.3
11227,2014,72,7,5,21.0,24.0,30.0,33.3
11228,2014,72,8,5,26.7,27.6,30.0,33.3
11229,2014,72,9,5,24.6,26.2,30.0,33.3
11230,2014,72,10,5,23.0,25.0,29.4,33.3
11231,2014,72,11,5,23.2,25.0,29.0,33.3
11232,2014,72,12,5,23.2,25.0,29.0,33.3
11233,2014,72,13,5,23.2,25.0,29.0,33.3
11234,2014,72,14,5,22.2,24.4,29.0,33.3
11235,2014,72,15,5,23.2,25.0,29.0,33.3
11236,2014,72,16,5,23.5,25.2,29.0,33.3
11237,2014,72,17,5,24.9,26.2,29.2,33.3
11238,2014,72,18,5,25.7,27.0,30.2,33.3
11239,2014,72,19,5,25.7,27.2,31.0,33.3
11240,2014,72,20,5,25.8,27.0,30.0,33.3
11241,2014,72,21,5,24.8,26.2,29.6,33.3
11242,2014,72,22,5,24.7,26.0,29.0,33.3
11243,2014,72,23,5,25.1,26.4,29.6,33.3
11244,2014,72,24,5,25.3,26.4,29.0,33.3
11245,2014,72,25,5,24.6,26.2,30.0,33.3
11246,2014,72,26,5,25.8,27.0,30.0,33.3
11247,2014,72,27,5,26.2,27.4,30.4,33.3
11248,2014,72,28,5,25.7,27.0,30.2,33.3
11249,2014,72,29,5,25.7,27.0,30.2,33.3
11250,2014,72,30,5,24.9,26.4,30.0,33.3
11251,2014,72,31,5,24.3,26.0,30.0,33.3
11252,2014,84,1,5,25.1,26.0,28.2,33.3
11253,2014,84,2,5,25.2,26.0,28.0,33.3
11254,2014,84,3,5,23.7,25.0,28.0,33.3
11255,2014,84,4,5,23.8,25.0,27.6,33.3
11256,2014,84,5,5,24.6,25.6,28.0,33.3
11257,2014,84,6,5,25.4,26.2,28.2,33.3
11258,2014,84,7,5,27.6,28.0,29.0,33.3
11259,2014,84,8,5,21.2,23.6,28.4,33.3
11260,2014,84,9,5,25.6,26.4,28.4,33.3
11261,2014,84,10,5,24.7,26.0,29.0,33.3
11262,2014,84,11,5,22.6,24.6,28.8,33.3
11263,2014,84,12,5,25.6,26.4,28.4,33.3
11264,2014,84,13,5,23.5,25.0,28.4,33.3
11265,2014,84,14,5,23.1,24.8,28.6,33.3
11266,2014,84,15,5,21.9,24.0,28.4,33.3
11267,2014,84,16,5,23.3,25.0,28.8,33.3
11268,2014,84,17,5,24.0,25.2,27.8,33.3
11269,2014,84,18,5,24.7,26.0,29.0,33.3
11270,2014,84,19,5,26.2,27.2,29.6,33.3
11271,2014,84,20,5,26.4,27.4,30.0,33.3
11272,2014,84,21,5,26.2,27.0,29.0,33.3
11273,2014,84,22,5,25.0,26.0,28.4,33.3
11274,2014,84,23,5,24.5,25.6,28.2,33.3
11275,2014,84,24,5,24.3,25.6,28.6,33.3
11276,2014,84,25,5,24.2,25.6,28.8,33.3
11277,2014,84,26,5,24.5,26.0,29.4,33.3
11278,2014,84,27,5,25.7,26.8,29.4,33.3
11279,2014,84,28,5,25.8,27.0,30.0,33.3
11280,2014,84,29,5,25.6,26.8,29.8,33.3
11281,2014,84,30,5,25.2,26.6,30.0,33.3
11282,2014,84,31,5,24.6,26.0,29.2,33.3
11283,2014,0,1,6,24.3,25.6,28.6,32.0
11284,2014,0,2,6,25.1,26.2,28.8,32.0
11285,2014,0,3,6,25.8,27.0,30.0,32.0
11286,2014,0,4,6,25.5,26.8,30.0,32.0
11287,2014,0,5,6,26.5,27.4,29.8,32.0
11288,2014,0,6,6,25.9,27.0,29.8,32.0
11289,2014,0,7,6,25.2,26.6,30.0,32.0
11290,2014,0,8,6,25.6,26.8,29.8,32.0
11291,2014,0,9,6,26.3,27.6,30.8,32.0
11292,2014,0,10,6,24.7,26.4,30.4,32.0
11293,2014,0,11,6,23.0,25.4,30.6,32.0
11294,2014,0,12,6,25.1,26.4,29.4,32.0
11295,2014,0,13,6,24.6,25.6,28.0,32.0
11296,2014,0,14,6,25.1,26.4,29.6,32.0
11297,2014,0,15,6,25.1,26.4,29.4,32.0
11298,2014,0,16,6,25.4,26.4,28.8,32.0
11299,2014,0,17,6,25.8,26.6,28.6,32.0
11300,2014,0,18,6,23.9,25.6,29.4,32.0
11301,2014,0,19,6,25.2,26.6,30.0,32.0
11302,2014,0,20,6,25.4,26.6,29.6,32.0
11303,2014,0,21,6,25.5,26.8,30.0,32.0
11304,2014,0,22,6,25.0,26.4,29.8,32.0
11305,2014,0,23,6,25.8,27.0,30.0,32.0
11306,2014,0,24,6,25.4,26.6,29.6,32.0
11307,2014,0,25,6,25.1,26.4,29.4,32.0
11308,2014,0,26,6,25.1,26.4,29.4,32.0
11309,2014,0,27,6,24.7,26.0,29.0,32.0
11310,2014,0,28,6,24.7,26.0,29.0,32.0
11311,2014,0,29,6,24.7,26.0,29.0,32.0
11312,2014,0,30,6,24.8,26.0,29.2,32.0
11313,2014,12,1,6,23.4,25.6,30.6,32.0
11314,2014,12,2,6,24.9,26.4,30.0,32.0
11315,2014,12,3,6,26.1,27.6,31.4,32.0
11316,2014,12,4,6,26.8,27.0,29.0,32.0
11317,2014,12,5,6,26.4,27.6,30.6,32.0
11318,2014,12,6,6,26.9,28.2,31.6,32.0
11319,2014,12,7,6,25.7,27.4,31.6,32.0
11320,2014,12,8,6,25.4,27.0,31.0,32.0
11321,2014,12,9,6,25.8,27.6,32.0,32.0
11322,2014,12,10,6,24.6,26.8,32.0,32.0
11323,2014,12,11,6,23.4,26.0,31.8,32.0
11324,2014,12,12,6,24.3,26.6,32.0,32.0
11325,2014,12,13,6,24.4,26.0,29.8,32.0
11326,2014,12,14,6,25.6,27.2,31.2,32.0
11327,2014,12,15,6,25.7,27.2,31.0,32.0
11328,2014,12,16,6,25.8,27.0,30.0,32.0
11329,2014,12,17,6,25.8,27.0,30.0,32.0
11330,2014,12,18,6,25.8,27.0,30.0,32.0
11331,2014,12,19,6,26.1,26.6,27.8,32.0
11332,2014,12,20,6,25.4,27.0,31.0,32.0
11333,2014,12,21,6,25.6,27.0,30.4,32.0
11334,2014,12,22,6,25.6,27.0,30.4,32.0
11335,2014,12,23,6,25.2,26.8,30.6,32.0
11336,2014,12,24,6,25.1,26.6,30.2,32.0
11337,2014,12,25,6,25.0,26.6,30.4,32.0
11338,2014,12,26,6,24.7,26.4,30.4,32.0
11339,2014,12,27,6,25.1,26.6,30.2,32.0
11340,2014,12,28,6,24.8,26.4,30.2,32.0
11341,2014,12,29,6,24.6,26.4,30.6,32.0
11342,2014,12,30,6,24.9,26.6,30.6,32.0
11343,2014,24,1,6,23.8,26.6,33.0,32.0
11344,2014,24,2,6,24.7,27.2,33.2,32.0
11345,2014,24,3,6,25.9,28.0,33.4,32.0
11346,2014,24,5,6,26.6,28.2,32.4,32.0
11347,2014,24,6,6,26.8,28.6,33.4,32.0
11348,2014,24,7,6,25.6,28.0,34.0,32.0
11349,2014,24,8,6,25.1,27.6,33.8,32.0
11350,2014,24,9,6,26.9,28.6,33.2,32.0
11351,2014,24,10,6,26.3,29.2,36.8,32.0
11352,2014,24,11,6,22.9,27.0,36.4,32.0
11353,2014,24,12,6,24.5,27.6,35.0,32.0
11354,2014,24,13,6,24.9,27.4,33.4,32.0
11355,2014,24,14,6,26.0,28.0,33.0,32.0
11356,2014,24,15,6,25.8,27.6,32.0,32.0
11357,2014,24,16,6,26.0,27.4,31.0,32.0
11358,2014,24,17,6,26.1,28.0,32.8,32.0
11359,2014,24,18,6,24.9,27.2,32.0,32.0
11360,2014,24,19,6,26.7,27.8,30.6,32.0
11361,2014,24,20,6,25.3,27.4,32.6,32.0
11362,2014,24,21,6,25.8,27.4,32.0,32.0
11363,2014,24,22,6,24.7,27.0,32.4,32.0
11364,2014,24,23,6,25.9,27.8,32.6,32.0
11365,2014,24,24,6,24.0,26.6,32.6,32.0
11366,2014,24,25,6,25.2,27.2,32.0,32.0
11367,2014,24,26,6,24.7,27.0,32.4,32.0
11368,2014,24,27,6,25.5,27.4,32.0,32.0
11369,2014,24,28,6,25.1,27.2,32.2,32.0
11370,2014,24,29,6,25.4,27.4,32.4,32.0
11371,2014,24,30,6,25.2,27.4,32.8,32.0
11372,2014,36,1,6,24.2,27.0,33.6,32.0
11373,2014,36,2,6,26.5,28.4,33.4,32.0
11374,2014,36,3,6,25.6,28.0,34.0,32.0
11375,2014,36,4,6,26.3,28.4,33.8,32.0
11376,2014,36,5,6,26.0,26.0,33.0,32.0
11377,2014,36,6,6,26.2,28.4,34.0,32.0
11378,2014,36,7,6,27.1,29.0,34.2,32.0
11379,2014,36,8,6,26.9,28.8,33.8,32.0
11380,2014,36,9,6,26.4,28.8,35.0,32.0
11381,2014,36,10,6,27.6,29.8,36.0,32.0
11382,2014,36,12,6,25.2,28.0,35.0,32.0
11383,2014,36,13,6,26.0,28.0,33.0,32.0
11384,2014,36,14,6,25.0,27.2,32.6,32.0
11385,2014,36,15,6,25.4,27.6,33.0,32.0
11386,2014,36,16,6,26.2,28.0,32.6,32.0
11387,2014,36,17,6,25.8,27.4,31.4,32.0
11388,2014,36,18,6,25.4,27.6,33.0,32.0
11389,2014,36,19,6,26.8,28.4,32.6,32.0
11390,2014,36,20,6,25.5,27.4,32.0,32.0
11391,2014,36,21,6,25.6,27.6,32.6,32.0
11392,2014,36,22,6,25.6,27.6,32.6,32.0
11393,2014,36,24,6,25.4,27.6,33.0,32.0
11394,2014,36,25,6,25.3,27.4,32.6,32.0
11395,2014,36,26,6,24.8,27.2,33.0,32.0
11396,2014,36,27,6,25.1,27.4,33.0,32.0
11397,2014,36,28,6,24.7,27.0,32.6,32.0
11398,2014,36,29,6,25.0,27.4,33.2,32.0
11399,2014,36,30,6,25.1,27.4,33.0,32.0
11400,2014,48,1,6,24.7,27.0,32.4,32.0
11401,2014,48,2,6,26.0,27.6,31.6,32.0
11402,2014,48,3,6,25.3,27.4,32.6,32.0
11403,2014,48,4,6,25.8,27.6,32.2,32.0
11404,2014,48,5,6,26.4,28.0,32.0,32.0
11405,2014,48,6,6,26.1,28.0,32.8,32.0
11406,2014,48,7,6,26.2,28.0,32.6,32.0
11407,2014,48,8,6,26.9,28.4,32.4,32.0
11408,2014,48,9,6,27.0,28.6,32.8,32.0
11409,2014,48,10,6,26.1,28.6,35.0,32.0
11410,2014,48,11,6,22.0,26.0,34.8,32.0
11411,2014,48,12,6,24.5,27.0,33.0,32.0
11412,2014,48,13,6,26.2,27.4,30.4,32.0
11413,2014,48,14,6,25.8,27.6,32.0,32.0
11414,2014,48,15,6,25.6,27.6,32.6,32.0
11415,2014,48,16,6,26.7,27.6,30.0,32.0
11416,2014,48,17,6,26.0,27.4,31.0,32.0
11417,2014,48,18,6,25.1,27.0,31.6,32.0
11418,2014,48,19,6,26.0,27.6,31.6,32.0
11419,2014,48,20,6,25.6,27.2,31.2,32.0
11420,2014,48,21,6,25.7,27.4,31.6,32.0
11421,2014,48,22,6,25.0,27.0,31.8,32.0
11422,2014,48,23,6,25.4,27.2,31.6,32.0
11423,2014,48,24,6,25.5,27.2,31.4,32.0
11424,2014,48,25,6,24.8,26.8,31.6,32.0
11425,2014,48,26,6,24.8,27.0,32.2,32.0
11426,2014,48,27,6,25.0,27.2,32.6,32.0
11427,2014,48,28,6,25.5,27.4,32.2,32.0
11428,2014,48,29,6,24.3,26.8,32.6,32.0
11429,2014,48,30,6,24.9,27.0,32.0,32.0
11430,2014,60,1,6,25.1,26.6,30.2,32.0
11431,2014,60,2,6,25.8,27.2,30.6,32.0
11432,2014,60,3,6,25.1,27.0,31.6,32.0
11433,2014,60,4,6,25.5,27.0,30.6,32.0
11434,2014,60,5,6,26.6,27.8,30.8,32.0
11435,2014,60,6,6,25.4,27.0,30.8,32.0
11436,2014,60,7,6,25.3,26.8,30.4,32.0
11437,2014,60,8,6,27.0,28.0,30.6,32.0
11438,2014,60,9,6,26.4,28.0,32.0,32.0
11439,2014,60,10,6,24.9,27.0,32.0,32.0
11440,2014,60,11,6,25.1,27.0,31.6,32.0
11441,2014,60,12,6,24.3,26.0,30.0,32.0
11442,2014,60,13,6,25.1,26.4,29.4,32.0
11443,2014,60,14,6,26.1,26.6,27.8,32.0
11444,2014,60,15,6,27.3,27.8,29.0,32.0
11445,2014,60,16,6,25.6,26.0,27.0,32.0
11446,2014,60,17,6,25.2,26.6,30.0,32.0
11447,2014,60,18,6,25.6,27.0,30.4,32.0
11448,2014,60,19,6,25.6,27.0,30.4,32.0
11449,2014,60,20,6,25.6,27.0,30.4,32.0
11450,2014,60,21,6,25.5,27.0,30.6,32.0
11451,2014,60,22,6,25.3,26.8,30.4,32.0
11452,2014,60,23,6,25.5,26.8,30.0,32.0
11453,2014,60,24,6,25.5,26.8,30.0,32.0
11454,2014,60,25,6,24.8,26.4,30.2,32.0
11455,2014,60,26,6,25.1,26.6,30.2,32.0
11456,2014,60,27,6,25.0,26.6,30.4,32.0
11457,2014,60,28,6,24.7,26.4,30.4,32.0
11458,2014,60,29,6,24.9,26.6,30.6,32.0
11459,2014,60,30,6,24.9,26.6,30.6,32.0
11460,2014,72,1,6,24.9,26.4,30.0,32.0
11461,2014,72,2,6,25.6,27.0,30.4,32.0
11462,2014,72,3,6,25.8,27.2,30.6,32.0
11463,2014,72,4,6,26.4,27.6,30.6,32.0
11464,2014,72,5,6,26.5,27.6,30.4,32.0
11465,2014,72,6,6,25.5,27.0,30.6,32.0
11466,2014,72,7,6,24.7,26.4,30.4,32.0
11467,2014,72,8,6,26.8,28.0,31.2,32.0
11468,2014,72,9,6,25.6,27.4,31.8,32.0
11469,2014,72,10,6,23.3,26.0,32.0,32.0
11470,2014,72,11,6,25.1,26.6,30.2,32.0
11471,2014,72,13,6,26.0,27.0,29.6,32.0
11472,2014,72,14,6,26.0,27.0,29.4,32.0
11473,2014,72,15,6,24.9,25.6,27.2,32.0
11474,2014,72,16,6,26.7,27.0,27.8,32.0
11475,2014,72,17,6,25.5,26.8,30.0,32.0
11476,2014,72,18,6,25.5,26.8,30.0,32.0
11477,2014,72,19,6,26.1,27.2,30.0,32.0
11478,2014,72,20,6,25.7,27.0,30.2,32.0
11479,2014,72,21,6,25.2,26.6,30.0,32.0
11480,2014,72,22,6,25.6,27.0,30.4,32.0
11481,2014,72,23,6,25.2,26.6,30.0,32.0
11482,2014,72,24,6,25.6,26.8,29.8,32.0
11483,2014,72,25,6,25.1,26.4,29.6,32.0
11484,2014,72,26,6,24.3,26.6,30.0,32.0
11485,2014,72,27,6,24.9,26.4,30.0,32.0
11486,2014,72,28,6,24.3,26.0,30.0,32.0
11487,2014,72,29,6,25.2,26.6,30.0,32.0
11488,2014,72,30,6,25.1,26.4,29.4,32.0
11489,2014,84,1,6,24.1,25.8,29.6,32.0
11490,2014,84,2,6,25.1,26.4,29.6,32.0
11491,2014,84,3,6,25.6,27.0,30.4,32.0
11492,2014,84,4,6,26.1,27.2,30.0,32.0
11493,2014,84,5,6,25.6,27.0,30.4,32.0
11494,2014,84,6,6,26.4,27.2,30.0,32.0
11495,2014,84,7,6,25.2,26.6,30.0,32.0
11496,2014,84,8,6,26.1,27.2,30.0,32.0
11497,2014,84,9,6,26.3,27.6,31.0,32.0
11498,2014,84,10,6,25.3,26.8,30.4,32.0
11499,2014,84,11,6,23.1,25.6,31.2,32.0
11500,2014,84,12,6,24.2,26.0,30.2,32.0
11501,2014,84,13,6,26.2,27.0,29.0,32.0
11502,2014,84,14,6,25.4,26.6,29.6,32.0
11503,2014,84,15,6,25.3,26.4,29.0,32.0
11504,2014,84,16,6,24.8,25.4,26.8,32.0
11505,2014,84,17,6,25.2,26.0,27.8,32.0
11506,2014,84,18,6,24.8,26.2,29.6,32.0
11507,2014,84,19,6,25.2,26.6,30.0,32.0
11508,2014,84,20,6,25.0,26.4,29.8,32.0
11509,2014,84,21,6,25.8,27.0,30.0,32.0
11510,2014,84,22,6,25.0,26.4,29.8,32.0
11511,2014,84,23,6,25.2,26.6,30.0,32.0
11512,2014,84,24,6,25.3,26.6,29.8,32.0
11513,2014,84,25,6,25.4,26.6,29.6,32.0
11514,2014,84,26,6,25.1,26.4,29.4,32.0
11515,2014,84,27,6,25.1,26.4,29.4,32.0
11516,2014,84,28,6,24.7,26.0,29.0,32.0
11517,2014,84,29,6,24.5,26.0,29.4,32.0
11518,2014,84,30,6,25.1,26.4,29.4,32.0
11519,2014,0,1,7,25.2,26.0,28.0,29.9
11520,2014,0,2,7,24.8,25.8,28.2,29.9
11521,2014,0,3,7,24.1,24.4,25.0,29.9
11522,2014,0,4,7,24.8,25.0,25.4,29.9
11523,2014,0,5,7,25.6,26.0,27.0,29.9
11524,2014,0,6,7,24.3,25.6,28.6,29.9
11525,2014,0,7,7,24.1,25.4,28.4,29.9
11526,2014,0,8,7,23.9,24.4,25.4,29.9
11527,2014,0,9,7,25.1,25.4,26.2,29.9
11528,2014,0,10,7,24.6,25.0,26.0,29.9
11529,2014,0,11,7,24.0,24.0,25.2,29.9
11530,2014,0,12,7,22.9,23.4,24.4,29.9
11531,2014,0,13,7,24.4,24.6,25.0,29.9
11532,2014,0,14,7,25.8,26.0,26.4,29.9
11533,2014,0,15,7,24.8,25.0,25.4,29.9
11534,2014,0,16,7,24.7,24.8,25.0,29.9
11535,2014,0,17,7,24.9,25.4,26.6,29.9
11536,2014,0,18,7,25.0,25.6,27.0,29.9
11537,2014,0,19,7,24.9,26.0,28.6,29.9
11538,2014,0,20,7,25.5,26.2,27.8,29.9
11539,2014,0,21,7,24.5,25.4,27.4,29.9
11540,2014,0,22,7,25.2,26.0,28.0,29.9
11541,2014,0,23,7,25.2,25.6,26.6,29.9
11542,2014,0,24,7,24.4,25.0,27.2,29.9
11543,2014,0,25,7,24.7,25.6,27.6,29.9
11544,2014,0,26,7,25.2,26.0,28.0,29.9
11545,2014,0,27,7,25.0,25.6,27.0,29.9
11546,2014,0,28,7,25.1,25.4,26.0,29.9
11547,2014,0,29,7,25.0,25.6,27.0,29.9
11548,2014,0,30,7,25.0,25.6,27.0,29.9
11549,2014,0,31,7,25.8,26.0,26.4,29.9
11550,2014,12,1,7,25.2,26.6,30.0,29.9
11551,2014,12,2,7,26.0,26.4,27.4,29.9
11552,2014,12,3,7,24.0,24.4,25.2,29.9
11553,2014,12,4,7,24.8,25.0,25.4,29.9
11554,2014,12,5,7,26.1,26.6,27.8,29.9
11555,2014,12,6,7,24.9,26.4,30.0,29.9
11556,2014,12,7,7,26.6,27.0,28.0,29.9
11557,2014,12,8,7,25.0,25.6,27.0,29.9
11558,2014,12,9,7,24.8,25.2,26.2,29.9
11559,2014,12,10,7,25.0,25.4,26.4,29.9
11560,2014,12,11,7,24.8,25.0,25.4,29.9
11561,2014,12,12,7,24.1,24.4,25.0,29.9
11562,2014,12,13,7,25.1,25.4,26.0,29.9
11563,2014,12,14,7,25.7,26.0,26.8,29.9
11564,2014,12,15,7,24.8,25.0,25.4,29.9
11565,2014,12,16,7,25.7,26.0,26.6,29.9
11566,2014,12,17,7,25.6,26.4,28.4,29.9
11567,2014,12,18,7,25.5,26.0,27.2,29.9
11568,2014,12,19,7,25.1,26.2,28.8,29.9
11569,2014,12,20,7,25.6,26.6,29.0,29.9
11570,2014,12,21,7,25.4,26.2,28.2,29.9
11571,2014,12,22,7,25.2,26.0,27.8,29.9
11572,2014,12,23,7,25.2,26.0,28.0,29.9
