,YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp
0,2010,0,1,1,14.8,17.4,21.2,30.4
1,2010,0,2,1,17.8,19.4,22.0,30.4
2,2010,0,3,1,20.0,21.4,24.0,30.4
3,2010,0,4,1,16.1,18.6,22.4,30.4
4,2010,0,5,1,17.8,18.4,19.4,30.4
5,2010,0,6,1,16.7,18.4,21.0,30.4
6,2010,0,7,1,14.0,18.0,23.8,30.4
7,2010,0,8,1,15.7,18.6,23.0,30.4
8,2010,0,9,1,15.4,16.6,18.4,30.4
9,2010,0,10,1,15.4,16.6,18.4,30.4
10,2010,0,11,1,17.2,18.6,20.8,30.4
11,2010,0,12,1,22.0,23.0,25.0,30.4
12,2010,0,13,1,17.0,19.0,22.2,30.4
13,2010,0,14,1,10.2,13.0,16.2,30.4
14,2010,0,15,1,15.1,17.4,20.8,30.4
15,2010,0,16,1,17.4,20.2,24.8,30.4
16,2010,0,17,1,17.2,18.0,19.2,30.4
17,2010,0,18,1,14.3,15.6,17.4,30.4
18,2010,0,19,1,16.1,17.2,18.8,30.4
19,2010,0,20,1,14.3,16.6,19.8,30.4
20,2010,0,21,1,13.4,17.0,22.0,30.4
21,2010,0,22,1,14.6,16.6,19.4,30.4
22,2010,0,23,1,14.6,15.8,17.4,30.4
23,2010,0,24,1,18.4,19.6,21.6,30.4
24,2010,0,25,1,15.0,16.0,17.4,30.4
25,2010,0,26,1,10.1,15.0,20.8,30.4
26,2010,0,27,1,13.0,16.0,20.0,30.4
27,2010,0,28,1,13.8,16.2,19.4,30.4
28,2010,0,29,1,13.4,15.4,18.0,30.4
29,2010,0,30,1,14.1,16.4,19.6,30.4
30,2010,0,31,1,15.6,17.0,19.0,30.4
31,2010,12,1,1,13.4,17.4,23.0,30.4
32,2010,12,2,1,16.6,19.4,23.8,30.4
33,2010,12,3,1,20.2,21.8,24.8,30.4
34,2010,12,4,1,17.2,19.2,22.4,30.4
35,2010,12,5,1,17.6,18.6,20.2,30.4
36,2010,12,6,1,15.7,18.8,23.6,30.4
37,2010,12,7,1,13.8,18.0,24.0,30.4
38,2010,12,8,1,14.0,18.0,23.8,30.4
39,2010,12,9,1,13.7,17.4,22.6,30.4
40,2010,12,10,1,13.8,17.4,22.4,30.4
41,2010,12,11,1,17.2,19.2,22.4,30.4
42,2010,12,12,1,21.5,22.6,24.8,30.4
43,2010,12,13,1,14.1,17.0,21.0,30.4
44,2010,12,14,1,10.8,13.2,16.0,30.4
45,2010,12,15,1,12.5,17.4,24.0,30.4
46,2010,12,16,1,17.4,20.4,25.4,30.4
47,2010,12,17,1,16.9,18.4,20.8,30.4
48,2010,12,18,1,18.5,20.0,22.6,30.4
49,2010,12,19,1,16.7,17.6,19.0,30.4
50,2010,12,20,1,13.8,17.4,22.4,30.4
51,2010,12,21,1,12.5,17.4,24.0,30.4
52,2010,12,22,1,13.7,17.0,21.6,30.4
53,2010,12,23,1,14.1,16.6,20.0,30.4
54,2010,12,24,1,16.6,18.0,20.2,30.4
55,2010,12,25,1,13.9,16.0,18.8,30.4
56,2010,12,26,1,9.5,16.0,23.8,30.4
57,2010,12,27,1,11.5,17.0,24.2,30.4
58,2010,12,28,1,13.8,17.0,21.4,30.4
59,2010,12,29,1,14.2,16.2,19.0,30.4
60,2010,12,30,1,14.0,17.4,22.0,30.4
61,2010,12,31,1,15.9,17.6,20.2,30.4
62,2010,24,1,1,14.6,20.4,29.4,30.4
63,2010,24,2,1,15.4,21.4,31.2,30.4
64,2010,24,3,1,19.5,23.0,29.6,30.4
65,2010,24,4,1,17.1,21.0,27.6,30.4
66,2010,24,5,1,16.8,21.0,28.0,30.4
67,2010,24,6,1,16.4,21.2,29.2,30.4
68,2010,24,7,1,14.2,20.4,30.0,30.4
69,2010,24,8,1,11.9,19.4,30.0,30.4
70,2010,24,9,1,12.7,19.4,29.0,30.4
71,2010,24,10,1,13.8,19.8,28.8,30.4
72,2010,24,11,1,15.5,21.4,31.0,30.4
73,2010,24,12,1,19.4,22.8,29.2,30.4
74,2010,24,13,1,10.4,17.8,27.4,30.4
75,2010,24,14,1,9.3,17.2,27.0,30.4
76,2010,24,15,1,15.3,21.0,30.2,30.4
77,2010,24,16,1,18.7,23.0,31.0,30.4
78,2010,24,17,1,14.8,21.2,31.4,30.4
79,2010,24,18,1,14.5,20.0,28.4,30.4
80,2010,24,19,1,15.9,21.0,29.4,30.4
81,2010,24,20,1,12.9,19.4,29.4,30.4
82,2010,24,21,1,10.4,19.4,31.6,30.4
83,2010,24,22,1,10.0,18.8,30.4,30.4
84,2010,24,23,1,12.1,19.4,29.8,30.4
85,2010,24,24,1,14.9,20.4,29.0,30.4
86,2010,24,25,1,11.3,19.0,29.6,30.4
87,2010,24,26,1,12.1,19.8,30.8,30.4
88,2010,24,27,1,12.4,19.4,29.4,30.4
89,2010,24,28,1,10.0,18.8,30.4,30.4
90,2010,24,29,1,11.5,19.4,30.4,30.4
91,2010,24,30,1,11.0,19.4,31.0,30.4
92,2010,24,31,1,13.0,20.4,31.4,30.4
93,2010,36,1,1,17.7,23.0,32.6,30.4
94,2010,36,2,1,17.6,23.4,34.4,30.4
95,2010,36,3,1,21.3,24.6,31.4,30.4
96,2010,36,4,1,19.0,22.4,28.6,30.4
97,2010,36,5,1,19.8,23.4,30.4,30.4
98,2010,36,6,1,16.6,22.4,32.4,30.4
99,2010,36,7,1,11.5,20.4,33.2,30.4
100,2010,36,8,1,15.5,21.6,31.6,30.4
101,2010,36,9,1,13.2,20.4,31.2,30.4
102,2010,36,10,1,14.4,21.4,32.6,30.4
103,2010,36,11,1,20.3,23.8,30.8,30.4
104,2010,36,12,1,21.0,23.8,29.4,30.4
105,2010,36,13,1,10.4,18.2,28.4,30.4
106,2010,36,14,1,14.6,20.4,29.4,30.4
107,2010,36,15,1,18.3,23.0,31.6,30.4
108,2010,36,16,1,12.8,21.0,33.4,30.4
109,2010,36,17,1,11.0,20.0,32.6,30.4
110,2010,36,18,1,18.2,22.4,30.0,30.4
111,2010,36,19,1,14.0,21.4,33.0,30.4
112,2010,36,20,1,12.5,20.8,33.2,30.4
113,2010,36,21,1,14.5,21.4,32.4,30.4
114,2010,36,22,1,16.2,22.0,31.8,30.4
115,2010,36,23,1,14.8,21.2,31.4,30.4
116,2010,36,24,1,16.6,21.8,30.6,30.4
117,2010,36,25,1,16.9,22.2,31.4,30.4
118,2010,36,26,1,12.8,21.2,34.0,30.4
119,2010,36,27,1,15.9,21.0,29.4,30.4
120,2010,36,28,1,9.4,19.4,32.6,30.4
121,2010,36,29,1,14.7,21.2,31.6,30.4
122,2010,36,30,1,11.9,21.0,34.4,30.4
123,2010,36,31,1,18.2,22.6,30.6,30.4
124,2010,48,1,1,16.9,21.4,29.0,30.4
125,2010,48,2,1,19.6,23.2,30.0,30.4
126,2010,48,3,1,19.6,22.0,26.4,30.4
127,2010,48,4,1,17.7,21.0,26.6,30.4
128,2010,48,5,1,18.7,22.0,28.0,30.4
129,2010,48,6,1,19.9,23.0,29.0,30.4
130,2010,48,7,1,18.8,22.4,29.0,30.4
131,2010,48,8,1,17.7,21.4,27.8,30.4
132,2010,48,9,1,13.3,20.0,30.0,30.4
133,2010,48,10,1,17.6,22.0,29.8,30.4
134,2010,48,11,1,19.4,23.0,29.8,30.4
135,2010,48,12,1,20.2,22.6,27.2,30.4
136,2010,48,13,1,10.4,17.4,26.4,30.4
137,2010,48,14,1,15.7,20.4,28.0,30.4
138,2010,48,15,1,17.7,21.8,29.0,30.4
139,2010,48,16,1,18.8,23.4,32.0,30.4
140,2010,48,17,1,12.4,20.0,31.0,30.4
141,2010,48,18,1,18.2,21.6,27.6,30.4
142,2010,48,19,1,14.3,20.6,30.4,30.4
143,2010,48,20,1,13.2,20.2,30.6,30.4
144,2010,48,21,1,18.4,22.2,29.0,30.4
145,2010,48,22,1,16.1,21.2,29.6,30.4
146,2010,48,23,1,11.8,19.0,29.0,30.4
147,2010,48,24,1,17.1,21.2,28.2,30.4
148,2010,48,25,1,14.2,20.0,28.8,30.4
149,2010,48,26,1,12.9,20.0,30.4,30.4
150,2010,48,27,1,14.3,20.4,29.8,30.4
151,2010,48,28,1,13.6,20.0,29.6,30.4
152,2010,48,29,1,14.6,20.4,29.4,30.4
153,2010,48,30,1,15.5,20.8,29.4,30.4
154,2010,48,31,1,14.8,21.0,30.8,30.4
155,2010,60,1,1,17.0,20.6,26.6,30.4
156,2010,60,2,1,20.4,22.8,27.4,30.4
157,2010,60,3,1,18.9,21.4,25.8,30.4
158,2010,60,4,1,19.4,21.2,24.4,30.4
159,2010,60,5,1,20.4,22.0,25.0,30.4
160,2010,60,6,1,18.1,21.0,26.0,30.4
161,2010,60,7,1,18.4,21.0,25.6,30.4
162,2010,60,8,1,15.5,19.4,25.4,30.4
163,2010,60,9,1,16.3,20.0,26.0,30.4
164,2010,60,10,1,17.0,20.6,26.6,30.4
165,2010,60,11,1,21.9,23.4,26.4,30.4
166,2010,60,12,1,18.7,21.2,25.6,30.4
167,2010,60,13,1,8.8,15.4,23.0,30.4
168,2010,60,14,1,15.0,19.0,25.0,30.4
169,2010,60,15,1,18.0,21.2,26.8,30.4
170,2010,60,16,1,18.3,21.6,27.4,30.4
171,2010,60,17,1,12.6,18.6,27.0,30.4
172,2010,60,18,1,15.8,19.6,25.6,30.4
173,2010,60,19,1,16.1,20.2,26.8,30.4
174,2010,60,20,1,14.5,19.6,27.4,30.4
175,2010,60,21,1,13.8,19.0,26.6,30.4
176,2010,60,22,1,18.9,21.4,25.8,30.4
177,2010,60,23,1,20.2,22.0,25.4,30.4
178,2010,60,24,1,16.7,20.0,25.4,30.4
179,2010,60,25,1,19.9,21.6,24.8,30.4
180,2010,60,26,1,15.1,19.6,26.6,30.4
181,2010,60,27,1,14.3,19.4,27.0,30.4
182,2010,60,28,1,10.7,17.6,26.6,30.4
183,2010,60,29,1,15.2,19.6,26.4,30.4
184,2010,60,30,1,14.6,19.6,27.2,30.4
185,2010,60,31,1,15.9,20.0,26.6,30.4
186,2010,72,1,1,17.9,20.0,23.6,30.4
187,2010,72,2,1,21.1,22.4,25.0,30.4
188,2010,72,3,1,18.4,20.6,24.4,30.4
189,2010,72,4,1,19.7,20.8,22.8,30.4
190,2010,72,5,1,19.3,20.2,21.8,30.4
191,2010,72,6,1,18.2,20.0,23.0,30.4
192,2010,72,7,1,17.9,20.0,23.6,30.4
193,2010,72,8,1,16.4,18.6,22.0,30.4
194,2010,72,9,1,18.1,19.8,22.6,30.4
195,2010,72,10,1,18.1,20.0,23.2,30.4
196,2010,72,11,1,20.4,21.8,24.4,30.4
197,2010,72,12,1,19.5,21.2,24.2,30.4
198,2010,72,13,1,11.2,15.2,20.6,30.4
199,2010,72,14,1,16.2,18.2,21.2,30.4
200,2010,72,15,1,19.1,21.0,24.4,30.4
201,2010,72,16,1,18.1,20.0,23.2,30.4
202,2010,72,17,1,15.3,18.0,22.0,30.4
203,2010,72,18,1,17.5,19.2,22.0,30.4
204,2010,72,19,1,14.9,18.4,23.6,30.4
205,2010,72,20,1,16.5,19.4,24.0,30.4
206,2010,72,21,1,16.0,18.4,22.0,30.4
207,2010,72,22,1,17.5,19.4,22.6,30.4
208,2010,72,23,1,19.2,20.6,23.0,30.4
209,2010,72,24,1,16.2,18.2,21.2,30.4
210,2010,72,26,1,14.7,18.0,22.8,30.4
211,2010,72,27,1,13.5,17.4,22.8,30.4
212,2010,72,28,1,12.0,16.0,21.2,30.4
213,2010,72,29,1,16.5,19.0,23.0,30.4
214,2010,72,30,1,16.5,19.0,23.0,30.4
215,2010,72,31,1,15.4,18.2,22.4,30.4
216,2010,84,1,1,16.4,18.0,20.4,30.4
217,2010,84,2,1,17.1,19.0,22.0,30.4
218,2010,84,3,1,20.0,21.4,24.0,30.4
219,2010,84,4,1,18.0,19.4,21.8,30.4
220,2010,84,5,1,18.0,19.0,20.6,30.4
221,2010,84,6,1,18.8,19.4,20.4,30.4
222,2010,84,7,1,15.2,18.8,24.2,30.4
223,2010,84,8,1,17.5,19.4,22.6,30.4
224,2010,84,9,1,16.4,17.8,20.0,30.4
225,2010,84,10,1,16.1,17.6,19.8,30.4
226,2010,84,11,1,18.0,19.4,21.8,30.4
227,2010,84,12,1,21.8,22.8,24.8,30.4
228,2010,84,13,1,18.4,20.0,22.8,30.4
229,2010,84,14,1,11.5,14.6,18.4,30.4
230,2010,84,15,1,16.0,17.6,20.0,30.4
231,2010,84,16,1,18.2,20.2,23.6,30.4
232,2010,84,17,1,17.8,19.0,21.0,30.4
233,2010,84,18,1,14.6,16.2,18.4,30.4
234,2010,84,19,1,16.6,17.8,19.6,30.4
235,2010,84,20,1,14.6,17.0,20.4,30.4
236,2010,84,21,1,15.4,17.6,20.8,30.4
237,2010,84,22,1,15.6,17.4,20.0,30.4
238,2010,84,23,1,16.3,17.6,19.6,30.4
239,2010,84,24,1,17.9,18.8,20.2,30.4
240,2010,84,25,1,16.3,17.2,18.6,30.4
241,2010,84,26,1,14.6,16.0,18.0,30.4
242,2010,84,27,1,14.9,17.0,20.0,30.4
243,2010,84,28,1,13.7,16.8,21.0,30.4
244,2010,84,29,1,12.1,15.0,18.6,30.4
245,2010,84,30,1,15.6,17.4,20.0,30.4
246,2010,84,31,1,16.4,18.0,20.4,30.4
247,2010,0,1,2,17.1,18.4,20.4,31.1
248,2010,0,2,2,18.9,20.4,23.0,31.1
249,2010,0,3,2,17.8,18.4,19.4,31.1
250,2010,0,4,2,16.6,17.4,18.6,31.1
251,2010,0,5,2,17.4,18.4,20.0,31.1
252,2010,0,6,2,19.5,20.2,21.4,31.1
253,2010,0,7,2,16.7,18.4,21.0,31.1
254,2010,0,8,2,17.7,18.6,20.0,31.1
255,2010,0,9,2,20.0,20.4,21.2,31.1
256,2010,0,10,2,21.1,21.8,23.2,31.1
257,2010,0,11,2,16.3,18.0,20.6,31.1
258,2010,0,12,2,18.3,19.0,20.2,31.1
259,2010,0,13,2,17.1,18.0,19.4,31.1
260,2010,0,14,2,15.3,18.0,22.0,31.1
261,2010,0,15,2,15.2,18.4,23.2,31.1
262,2010,0,16,2,10.4,15.4,21.4,31.1
263,2010,0,17,2,15.2,17.8,21.6,31.1
264,2010,0,18,2,13.7,15.4,17.9,31.1
265,2010,0,19,2,16.5,17.4,18.8,31.1
266,2010,0,20,2,17.7,19.0,21.2,31.1
267,2010,0,21,2,18.8,19.4,20.4,31.1
268,2010,0,22,2,20.7,21.2,22.2,31.1
269,2010,0,23,2,16.1,17.4,19.4,31.1
270,2010,0,24,2,18.7,19.2,20.0,31.1
271,2010,0,25,2,17.8,18.8,20.4,31.1
272,2010,0,26,2,19.2,20.2,22.0,31.1
273,2010,0,27,2,17.1,18.0,19.4,31.1
274,2010,0,28,2,15.8,17.4,19.8,31.1
275,2010,12,1,2,18.0,19.6,22.2,31.1
276,2010,12,2,2,16.4,18.6,22.0,31.1
277,2010,12,3,2,18.8,20.0,22.0,31.1
278,2010,12,4,2,19.0,20.0,21.8,31.1
279,2010,12,5,2,17.6,18.4,19.6,31.1
280,2010,12,6,2,19.7,20.6,22.2,31.1
281,2010,12,7,2,17.5,19.6,23.0,31.1
282,2010,12,8,2,18.6,19.8,21.8,31.1
283,2010,12,9,2,21.6,22.0,22.8,31.1
284,2010,12,10,2,20.5,21.4,23.0,31.1
285,2010,12,11,2,16.5,18.8,22.4,31.1
286,2010,12,12,2,18.6,20.0,22.4,31.1
287,2010,12,13,2,18.5,19.4,21.0,31.1
288,2010,12,14,2,13.7,17.4,22.6,31.1
289,2010,12,15,2,15.5,18.2,22.2,31.1
290,2010,12,16,2,10.2,15.8,22.6,31.1
291,2010,12,17,2,12.3,16.8,22.8,31.1
292,2010,12,18,2,14.1,16.6,20.0,31.1
293,2010,12,19,2,16.2,18.2,21.2,31.1
294,2010,12,20,2,17.4,18.4,20.0,31.1
295,2010,12,21,2,19.4,20.0,21.0,31.1
296,2010,12,22,2,22.6,23.2,24.4,31.1
297,2010,12,23,2,19.8,20.8,22.6,31.1
298,2010,12,24,2,18.6,20.0,22.4,31.1
299,2010,12,25,2,17.8,19.4,22.0,31.1
300,2010,12,26,2,17.8,19.4,22.0,31.1
301,2010,12,27,2,18.0,19.6,22.2,31.1
302,2010,12,28,2,15.8,19.0,24.0,31.1
303,2010,24,1,2,17.3,22.0,30.2,31.1
304,2010,24,2,2,17.6,22.0,29.8,31.1
305,2010,24,3,2,18.7,22.2,28.6,31.1
306,2010,24,4,2,18.9,22.4,28.8,31.1
307,2010,24,5,2,20.6,23.4,29.0,31.1
308,2010,24,6,2,20.9,24.4,31.6,31.1
309,2010,24,7,2,20.9,24.4,31.6,31.1
310,2010,24,8,2,23.7,25.4,29.2,31.1
311,2010,24,9,2,22.2,24.0,27.8,31.1
312,2010,24,10,2,22.1,24.0,28.0,31.1
313,2010,24,11,2,18.0,21.4,27.4,31.1
314,2010,24,12,2,17.1,20.8,27.0,31.1
315,2010,24,13,2,15.5,20.4,28.2,31.1
316,2010,24,14,2,8.7,18.0,29.6,31.1
317,2010,24,15,2,8.4,17.2,27.8,31.1
318,2010,24,16,2,5.7,17.4,30.6,31.1
319,2010,24,17,2,5.2,17.4,31.0,31.1
320,2010,24,18,2,15.5,21.4,31.0,31.1
321,2010,24,19,2,14.6,20.6,30.0,31.1
322,2010,24,20,2,16.4,21.6,30.4,31.1
323,2010,24,21,2,21.2,24.0,29.6,31.1
324,2010,24,22,2,16.0,21.4,30.4,31.1
325,2010,24,23,2,21.8,24.2,29.2,31.1
326,2010,24,24,2,16.8,21.0,28.0,31.1
327,2010,24,25,2,17.6,21.4,28.0,31.1
328,2010,24,26,2,17.4,22.2,30.6,31.1
329,2010,24,27,2,12.9,21.4,34.4,31.1
330,2010,24,28,2,12.2,21.4,35.2,31.1
331,2010,36,1,2,18.4,23.0,31.4,31.1
332,2010,36,2,2,21.4,24.4,30.6,31.1
333,2010,36,3,2,20.1,23.2,29.2,31.1
334,2010,36,4,2,21.6,24.0,29.0,31.1
335,2010,36,5,2,22.9,25.2,30.2,31.1
336,2010,36,6,2,23.5,26.4,33.0,31.1
337,2010,36,7,2,22.1,26.0,34.6,31.1
338,2010,36,8,2,24.9,26.6,30.6,31.1
339,2010,36,9,2,21.7,24.4,30.0,31.1
340,2010,36,10,2,20.0,23.0,28.8,31.1
341,2010,36,11,2,18.8,22.2,28.4,31.1
342,2010,36,12,2,18.7,22.4,29.2,31.1
343,2010,36,13,2,15.4,21.2,30.6,31.1
344,2010,36,14,2,15.5,21.4,31.0,31.1
345,2010,36,15,2,13.5,20.6,31.4,31.1
346,2010,36,16,2,12.1,20.0,31.4,31.1
347,2010,36,17,2,8.9,19.0,32.0,31.1
348,2010,36,18,2,13.9,21.0,32.0,31.1
349,2010,36,19,2,12.3,20.0,31.2,31.1
350,2010,36,20,2,15.0,21.4,31.8,31.1
351,2010,36,21,2,19.4,23.6,31.6,31.1
352,2010,36,22,2,19.3,23.2,30.6,31.1
353,2010,36,23,2,18.8,23.0,30.8,31.1
354,2010,36,24,2,18.4,22.0,28.4,31.1
355,2010,36,25,2,19.6,22.8,28.8,31.1
356,2010,36,26,2,21.5,25.0,32.4,31.1
357,2010,36,27,2,18.6,24.8,36.8,31.1
358,2010,36,28,2,18.2,24.2,35.6,31.1
359,2010,48,1,2,20.6,23.4,29.0,31.1
360,2010,48,2,2,19.4,22.6,28.6,31.1
361,2010,48,3,2,19.3,22.0,27.0,31.1
362,2010,48,4,2,20.3,22.6,27.0,31.1
363,2010,48,5,2,23.3,24.8,28.0,31.1
364,2010,48,6,2,20.8,24.2,31.0,31.1
365,2010,48,7,2,21.5,24.6,31.0,31.1
366,2010,48,8,2,24.6,25.6,28.0,31.1
367,2010,48,9,2,20.9,23.4,28.4,31.1
368,2010,48,10,2,18.7,21.2,25.6,31.1
369,2010,48,11,2,17.9,21.0,26.4,31.1
370,2010,48,12,2,17.1,21.2,28.2,31.1
371,2010,48,13,2,14.4,20.0,28.6,31.1
372,2010,48,14,2,9.4,17.8,28.4,31.1
373,2010,48,15,2,13.0,19.2,28.2,31.1
374,2010,48,16,2,11.8,19.2,29.6,31.1
375,2010,48,17,2,14.1,20.0,29.0,31.1
376,2010,48,18,2,16.1,21.4,30.2,31.1
377,2010,48,19,2,14.8,20.2,28.8,31.1
378,2010,48,20,2,19.7,23.4,30.6,31.1
379,2010,48,21,2,14.3,20.4,29.8,31.1
380,2010,48,22,2,11.9,19.2,29.4,31.1
381,2010,48,23,2,19.7,22.6,28.0,31.1
382,2010,48,24,2,16.6,20.4,26.6,31.1
383,2010,48,25,2,20.4,22.8,27.4,31.1
384,2010,48,26,2,20.7,23.4,28.8,31.1
385,2010,48,27,2,14.0,21.4,33.0,31.1
386,2010,48,28,2,13.9,21.6,33.8,31.1
387,2010,60,1,2,19.2,21.4,25.4,31.1
388,2010,60,2,2,20.4,22.0,25.0,31.1
389,2010,60,3,2,19.3,21.2,24.6,31.1
390,2010,60,4,2,20.0,21.6,24.6,31.1
391,2010,60,5,2,22.4,23.4,25.4,31.1
392,2010,60,6,2,20.9,23.0,27.2,31.1
393,2010,60,7,2,21.0,22.6,25.8,31.1
394,2010,60,8,2,22.9,23.8,25.8,31.1
395,2010,60,9,2,21.7,23.0,25.6,31.1
396,2010,60,10,2,16.9,19.6,24.0,31.1
397,2010,60,11,2,18.1,20.4,24.4,31.1
398,2010,60,12,2,17.9,20.4,24.6,31.1
399,2010,60,13,2,8.9,16.6,25.8,31.1
400,2010,60,14,2,11.8,17.6,25.4,31.1
401,2010,60,15,2,12.6,17.8,25.0,31.1
402,2010,60,16,2,10.4,17.4,26.4,31.1
403,2010,60,17,2,14.0,18.8,25.8,31.1
404,2010,60,18,2,18.1,21.0,26.0,31.1
405,2010,60,19,2,17.9,20.6,25.2,31.1
406,2010,60,20,2,18.5,21.2,26.0,31.1
407,2010,60,21,2,21.8,23.4,26.6,31.1
408,2010,60,22,2,20.5,22.4,26.0,31.1
409,2010,60,23,2,20.5,22.0,24.8,31.1
410,2010,60,24,2,15.5,18.8,23.8,31.1
411,2010,60,25,2,19.6,21.4,24.6,31.1
412,2010,60,26,2,19.5,22.0,26.6,31.1
413,2010,60,27,2,12.9,20.0,30.4,31.1
414,2010,60,28,2,12.5,19.8,30.4,31.1
415,2010,72,1,2,18.3,19.6,21.8,31.1
416,2010,72,2,2,18.5,19.6,21.4,31.1
417,2010,72,3,2,18.8,20.0,22.0,31.1
418,2010,72,4,2,18.4,19.6,21.6,31.1
419,2010,72,5,2,20.8,21.6,23.2,31.1
420,2010,72,6,2,17.9,19.6,22.4,31.1
421,2010,72,7,2,19.8,21.0,23.2,31.1
422,2010,72,8,2,21.6,22.4,24.0,31.1
423,2010,72,9,2,21.2,22.2,24.2,31.1
424,2010,72,10,2,15.2,18.4,23.2,31.1
425,2010,72,11,2,18.6,20.0,22.4,31.1
426,2010,72,12,2,19.2,20.6,23.0,31.1
427,2010,72,13,2,11.5,15.8,21.2,31.1
428,2010,72,14,2,13.1,17.2,22.8,31.1
429,2010,72,15,2,11.1,16.0,22.2,31.1
430,2010,72,16,2,11.8,16.6,22.8,31.1
431,2010,72,17,2,14.6,18.0,23.0,31.1
432,2010,72,18,2,18.1,19.4,21.6,31.1
433,2010,72,19,2,18.2,19.4,21.4,31.1
434,2010,72,20,2,18.5,19.6,21.4,31.1
435,2010,72,21,2,22.7,23.6,25.4,31.1
436,2010,72,22,2,18.8,20.8,24.4,31.1
437,2010,72,23,2,20.2,21.4,23.6,31.1
438,2010,72,24,2,18.7,20.2,22.8,31.1
439,2010,72,25,2,17.9,19.2,21.4,31.1
440,2010,72,26,2,18.4,19.8,22.2,31.1
441,2010,72,27,2,17.4,18.8,23.8,31.1
442,2010,72,28,2,15.0,19.0,25.0,31.1
443,2010,84,1,2,16.7,18.4,21.0,31.1
444,2010,84,2,2,19.3,20.4,22.4,31.1
445,2010,84,3,2,18.1,18.8,20.0,31.1
446,2010,84,4,2,17.6,18.4,19.6,31.1
447,2010,84,5,2,17.6,18.4,19.6,31.1
448,2010,84,6,2,19.8,20.4,21.4,31.1
449,2010,84,7,2,16.6,18.4,21.2,31.1
450,2010,84,8,2,18.2,19.4,21.4,31.1
451,2010,84,9,2,20.7,21.2,22.2,31.1
452,2010,84,10,2,21.3,22.2,24.0,31.1
453,2010,84,11,2,15.5,18.0,21.8,31.1
454,2010,84,12,2,18.2,19.2,20.8,31.1
455,2010,84,13,2,18.1,18.8,20.0,31.1
456,2010,84,14,2,12.6,15.4,19.0,31.1
457,2010,84,15,2,10.9,16.0,22.4,31.1
458,2010,84,16,2,12.3,15.0,18.4,31.1
459,2010,84,17,2,13.7,17.4,22.6,31.1
460,2010,84,18,2,14.2,16.4,19.4,31.1
461,2010,84,19,2,17.4,18.4,20.0,31.1
462,2010,84,20,2,17.4,18.4,20.0,31.1
463,2010,84,21,2,19.4,20.0,21.0,31.1
464,2010,84,22,2,21.5,22.0,23.0,31.1
465,2010,84,23,2,16.7,18.2,20.6,31.1
466,2010,84,24,2,18.7,19.4,20.6,31.1
467,2010,84,25,2,17.1,18.2,20.0,31.1
468,2010,84,26,2,17.8,19.4,22.0,31.1
469,2010,84,27,2,18.5,19.4,21.0,31.1
470,2010,84,28,2,15.1,17.6,21.2,31.1
471,2010,0,1,3,16.4,20.0,25.8,32.6
472,2010,0,2,3,19.9,20.8,22.4,32.6
473,2010,0,3,3,20.9,21.1,22.4,32.6
474,2010,0,4,3,19.8,20.6,22.0,32.6
475,2010,0,5,3,19.9,20.6,21.8,32.6
476,2010,0,6,3,20.2,21.0,22.4,32.6
477,2010,0,7,3,18.7,19.4,20.6,32.6
478,2010,0,8,3,20.0,21.2,23.4,32.6
479,2010,0,9,3,15.5,18.0,21.8,32.6
480,2010,0,10,3,16.7,19.0,22.6,32.6
481,2010,0,11,3,21.2,22.4,24.8,32.6
482,2010,0,12,3,22.4,23.4,25.4,32.6
483,2010,0,13,3,19.1,21.4,25.6,32.6
484,2010,0,14,3,21.8,22.6,24.2,32.6
485,2010,0,15,3,21.2,21.8,23.0,32.6
486,2010,0,16,3,19.9,20.6,21.8,32.6
487,2010,0,17,3,21.5,22.0,23.0,32.6
488,2010,0,18,3,22.7,23.6,25.4,32.6
489,2010,0,19,3,23.9,24.4,25.6,32.6
490,2010,0,20,3,24.7,25.4,27.0,32.6
491,2010,0,21,3,24.2,24.8,26.2,32.6
492,2010,0,22,3,20.0,21.0,22.8,32.6
493,2010,0,23,3,18.1,19.4,21.6,32.6
494,2010,0,24,3,20.2,21.0,22.4,32.6
495,2010,0,25,3,21.9,22.4,23.4,32.6
496,2010,0,26,3,22.5,23.0,24.0,32.6
497,2010,0,27,3,22.1,22.8,24.2,32.6
498,2010,0,28,3,21.6,22.4,24.0,32.6
499,2010,0,29,3,22.1,22.8,24.2,32.6
500,2010,0,30,3,20.2,21.0,22.4,32.6
501,2010,0,31,3,22.1,22.8,24.2,32.6
502,2010,12,1,3,18.3,20.2,23.4,32.6
503,2010,12,2,3,22.5,23.6,25.8,32.6
504,2010,12,3,3,21.8,22.6,24.2,32.6
505,2010,12,4,3,20.7,22.0,24.4,32.6
506,2010,12,5,3,20.7,22.0,24.4,32.6
507,2010,12,6,3,21.8,22.8,24.8,32.6
508,2010,12,7,3,19.8,21.0,23.2,32.6
509,2010,12,8,3,19.3,21.2,24.6,32.6
510,2010,12,9,3,16.3,18.6,22.2,32.6
511,2010,12,10,3,17.0,20.4,26.0,32.6
512,2010,12,11,3,22.7,24.2,27.4,32.6
513,2010,12,12,3,22.8,24.2,27.2,32.6
514,2010,12,13,3,20.0,22.4,27.0,32.6
515,2010,12,14,3,22.8,23.6,25.2,32.6
516,2010,12,15,3,21.5,22.6,24.8,32.6
