DATE,DPT,WBT,DBT,Normal_Temp,Threshold_Temp,SLP,MSLP,RH,DD,FFF,RF,Heatwave
01-01-2010,16.0875,19.775,25.725,30.4,34.9,1009.5,1011.1625,57.0,12.5,4.25,0.0,0
02-01-2010,18.2,21.375,26.975,30.4,34.9,1011.0,1012.6875,61.125,6.75,3.25,0.0,0
03-01-2010,19.7375,22.025,26.3,30.4,34.9,1012.35,1014.05,67.875,21.875,5.25,0.0,0
04-01-2010,18.025,20.45,24.575,30.4,34.9,1011.575,1013.25,67.875,25.25,6.25,0.0,0
05-01-2010,18.55,20.575,24.175,30.4,34.9,1009.2375,1010.9125,72.875,11.875,3.75,0.0,0
06-01-2010,17.55,20.525,25.575,30.4,34.9,1008.4625,1010.1375,63.625,5.25,2.25,0.0,0
07-01-2010,15.475,19.875,26.675,30.4,34.9,1009.4625,1011.1375,52.125,16.875,7.5,0.0,0
08-01-2010,15.525,19.55,25.775,30.4,34.9,1010.35,1012.15,55.125,14.0,4.25,0.0,0
09-01-2010,14.8875,18.925,24.975,30.4,34.9,1010.325,1012.0,57.0,10.5,4.5,0.0,0
10-01-2010,15.775,19.425,25.2,30.4,34.9,1010.2625,1011.9375,58.625,1.875,2.5,0.0,0
11-01-2010,18.7375,21.325,25.925,30.4,34.9,1010.55,1012.225,66.5,13.0,3.25,0.0,0
12-01-2010,20.5125,22.5,26.275,30.4,34.9,1012.4875,1014.1875,71.375,22.25,5.25,0.0,0
13-01-2010,12.5875,17.5,23.975,30.4,34.9,1014.5,1016.2,51.625,15.25,5.0,0.0,0
14-01-2010,12.9125,17.0,22.65,30.4,34.9,1014.5375,1016.2125,56.25,17.0,5.25,0.0,0
15-01-2010,16.5,20.05,25.85,30.4,34.9,1014.6875,1016.375,57.875,11.875,3.25,0.0,0
16-01-2010,17.4625,21.225,27.6,30.4,34.9,1015.675,1017.3375,56.375,15.625,6.5,0.0,0
17-01-2010,14.75,19.15,25.625,30.4,34.9,1016.05,1017.725,56.375,13.625,6.75,0.0,0
18-01-2010,16.45,19.325,24.0,30.4,34.9,1014.2625,1016.4375,64.75,10.125,5.5,0.0,0
19-01-2010,15.575,19.275,25.075,30.4,34.9,1012.4625,1014.3625,59.75,10.375,3.75,0.0,0
20-01-2010,14.0375,18.8,25.9,30.4,34.9,1012.975,1014.625,50.625,12.5,3.625,0.0,0
21-01-2010,14.3,19.05,26.05,30.4,34.9,1012.3,1013.95,50.75,14.25,5.25,0.0,0
22-01-2010,15.325,19.225,25.15,30.4,34.9,1012.35,1014.0125,57.625,12.875,3.75,0.0,0
23-01-2010,15.3875,19.025,24.45,30.4,34.9,1012.1375,1013.8125,61.375,10.875,3.0,0.0,0
24-01-2010,16.8,19.75,24.55,30.4,34.9,1011.125,1012.8,64.5,11.5,3.25,0.0,0
25-01-2010,15.35714286,18.85714286,24.2,30.4,34.9,1011.1,1012.785714,62.0,14.57142857,4.285714286,0.0,0
26-01-2010,12.725,18.2,25.9,30.4,34.9,1012.0625,1013.75,46.625,14.375,5.0,0.0,0
27-01-2010,13.725,18.45,25.325,30.4,34.9,1012.2375,1013.925,50.125,15.0,5.25,0.0,0
28-01-2010,12.125,17.725,25.275,30.4,34.9,1012.45,1014.1375,47.75,12.625,3.5,0.0,0
29-01-2010,14.025,18.275,24.55,30.4,34.9,1012.8125,1014.525,57.5,12.625,4.25,0.0,0
30-01-2010,14.15,18.875,25.825,30.4,34.9,1012.4375,1014.125,52.125,5.5,2.25,0.0,0
31-01-2010,15.65,19.35,25.175,30.4,34.9,1012.1875,1013.875,58.75,12.5,2.75,0.0,0
01-02-2010,18.2,20.725,25.175,31.1,35.6,1011.3125,1012.9875,67.0,8.25,4.5,0.0,0
02-02-2010,18.9875,21.25,25.35,31.1,35.6,1010.825,1012.4875,69.0,24.875,6.75,0.0,0
03-02-2010,18.8625,20.725,24.1,31.1,35.6,1010.8375,1012.5125,73.875,21.5,6.5,0.0,0
04-02-2010,19.05,20.75,23.875,31.1,35.6,1011.725,1013.425,75.375,17.0,4.75,0.0,0
05-02-2010,20.325,21.7,24.375,31.1,35.6,1012.05,1013.75,79.0,13.125,3.25,0.0,0
06-02-2010,20.375,22.35,26.275,31.1,35.6,1012.175,1013.8625,72.0,13.25,3.5,0.0,0
07-02-2010,19.5125,21.875,26.425,31.1,35.6,1012.05,1013.725,67.125,9.875,4.25,0.0,0
08-02-2010,21.525,22.7,25.1,31.1,35.6,1010.575,1012.2375,80.875,11.0,4.5,0.0,0
09-02-2010,21.25,22.575,25.275,31.1,35.6,1009.8125,1011.4875,79.5,16.0,5.5,0.0,0
10-02-2010,19.475,21.45,24.975,31.1,35.6,1010.15,1011.8125,72.375,30.5,8.25,0.0,0
11-02-2010,17.4625,19.975,24.225,31.1,35.6,1011.425,1013.1125,66.25,15.625,4.75,0.0,0
12-02-2010,18.1375,20.45,24.425,31.1,35.6,1012.325,1014.025,69.625,16.25,3.5,0.0,0
13-02-2010,14.925,18.775,24.35,31.1,35.6,1010.75,1012.3625,59.625,13.125,4.25,0.0,0
14-02-2010,12.5125,17.85,25.1,31.1,35.6,1009.5,1011.175,47.75,17.5,6.5,0.0,0
15-02-2010,12.525,17.925,25.3,31.1,35.6,1009.35,1011.025,46.625,16.75,4.5,0.0,0
16-02-2010,10.5875,17.1,25.4,31.1,35.6,1010.4625,1012.125,41.875,26.0,9.0,0.0,0
17-02-2010,12.25,18.15,25.975,31.1,35.6,1011.05,1012.725,45.75,17.0,6.75,0.0,0
18-02-2010,15.4625,19.075,24.7625,31.1,35.6,1010.25,1011.925,59.5,16.375,4.0,0.0,0
19-02-2010,15.9875,19.35,24.575,31.1,35.6,1010.8375,1012.5125,62.875,10.75,3.25,0.0,0
20-02-2010,17.575,20.375,25.175,31.1,35.6,1010.875,1012.5625,66.0,14.75,4.0,0.0,0
21-02-2010,19.625,21.8,25.675,31.1,35.6,1010.9875,1012.6625,72.625,15.0,5.0,0.0,0
22-02-2010,18.9125,21.675,26.3,31.1,35.6,1010.5375,1012.2125,67.75,12.0,4.0,0.0,0
23-02-2010,19.2,21.2,24.875,31.1,35.6,1010.075,1011.75,74.375,24.75,7.0,0.0,0
24-02-2010,17.75,20.125,24.075,31.1,35.6,1010.05,1011.7125,69.75,15.25,5.25,0.0,0
25-02-2010,18.475,20.5,24.075,31.1,35.6,1010.0,1011.675,72.0,15.375,6.75,0.0,0
26-02-2010,19.0375,21.425,25.825,31.1,35.6,1010.0625,1011.7125,67.75,25.75,7.75,0.0,0
27-02-2010,16.175,20.425,27.625,31.1,35.6,1009.0125,1011.0125,55.5,12.5,4.25,0.0,0
28-02-2010,14.8125,20.0,28.125,31.1,35.6,1009.0375,1010.6875,48.0,11.875,3.5,0.0,0
01-03-2010,16.4,21.075,28.5,32.6,37.1,1009.7,1011.4125,51.125,20.375,5.0,0.0,0
02-03-2010,20.2125,22.775,27.5,32.6,37.1,1009.675,1011.3375,66.875,15.875,3.75,0.0,0
03-03-2010,20.3125,22.7375,26.65,32.6,37.1,1009.6625,1011.3375,70.75,20.375,5.5,0.0,0
04-03-2010,20.15,22.35,26.35,32.6,37.1,1009.675,1011.3625,71.0,23.375,7.5,0.0,0
05-03-2010,21.3,22.85,25.95,32.6,37.1,1010.1625,1011.825,76.75,20.0,8.0,0.0,0
06-03-2010,20.5375,22.4,25.975,32.6,37.1,1011.3625,1013.3125,73.875,20.75,5.75,0.0,0
07-03-2010,19.575,21.775,25.85,32.6,37.1,1012.2625,1014.0375,70.375,20.375,5.75,0.0,0
08-03-2010,17.3,21.0,27.1,32.6,37.1,1011.0,1012.675,57.125,26.0,8.875,0.0,0
09-03-2010,15.9125,20.375,27.725,32.6,37.1,1010.15,1011.8,50.875,15.875,3.75,0.0,0
10-03-2010,18.65,22.225,28.55,32.6,37.1,1009.7625,1011.425,58.0,10.375,4.25,0.0,0
11-03-2010,22.1875,24.275,28.6,32.6,37.1,1011.575,1013.3625,69.875,13.625,4.75,0.0,0
12-03-2010,19.75,23.3,29.95,32.6,37.1,1011.7375,1013.4,58.375,14.125,5.5,0.0,0
13-03-2010,18.6875,22.9,30.625,32.6,37.1,1009.7375,1012.15,51.25,9.75,4.25,0.0,0
14-03-2010,22.1375,24.05,28.025,32.6,37.1,1010.1625,1011.8,72.125,21.0,6.0,0.0,0
15-03-2010,21.2125,23.025,26.675,32.6,37.1,1009.625,1011.2875,73.5,14.125,4.0,0.0,0
16-03-2010,21.2625,22.825,26.0,32.6,37.1,1009.3375,1011.075,76.875,15.625,4.25,0.0,0
17-03-2010,22.4,24.025,27.4,32.6,37.1,1010.425,1012.1125,75.875,12.0,4.5,0.0,0
18-03-2010,22.5625,24.85,29.625,32.6,37.1,1010.6125,1012.275,68.625,12.75,4.25,0.0,0
19-03-2010,22.8125,25.075,29.875,32.6,37.1,1010.025,1011.675,68.625,12.5,4.75,0.0,0
20-03-2010,24.5625,26.0,29.275,32.6,37.1,1009.3875,1011.0,76.875,12.375,4.25,0.0,0
21-03-2010,23.525,25.3,29.275,32.6,37.1,1007.325,1008.925,72.5,11.0,4.5,0.0,0
22-03-2010,16.2375,21.65,29.95,32.6,37.1,1005.5625,1007.1875,50.5,17.875,6.75,0.0,0
23-03-2010,18.9625,22.025,27.725,32.6,37.1,1004.5875,1006.225,61.625,15.375,5.25,0.0,0
24-03-2010,21.8875,23.675,27.425,32.6,37.1,1005.6375,1007.275,73.125,17.75,5.25,0.0,0
25-03-2010,22.925,24.375,27.525,32.6,37.1,1006.6375,1008.2875,77.0,14.5,5.0,0.0,0
26-03-2010,22.675,24.25,27.6,32.6,37.1,1006.8875,1008.4875,75.875,12.125,5.0,0.0,0
27-03-2010,22.125,23.95,27.725,32.6,37.1,1008.0125,1009.675,72.875,15.0,5.25,0.0,0
28-03-2010,22.1375,24.025,27.9,32.6,37.1,1007.7875,1009.4375,72.5,24.375,6.75,0.0,0
29-03-2010,20.0625,23.15,28.775,32.6,37.1,1008.5375,1010.1875,62.875,20.5,8.0,0.0,0
30-03-2010,21.55,23.3,27.05,32.6,37.1,1009.3125,1010.975,73.625,15.25,5.75,0.0,0
31-03-2010,22.5625,24.3,27.975,32.6,37.1,1009.4,1011.025,73.625,17.0,5.0,0.0,0
01-04-2010,22.2625,24.4,28.9,33.0,37.5,1008.7875,1010.4125,68.125,22.625,7.25,0.0,0
02-04-2010,23.1125,24.75,28.325,33.0,37.5,1008.475,1010.125,74.375,13.125,4.25,0.0,0
03-04-2010,20.5375,23.7,29.575,33.0,37.5,1008.5625,1010.2,63.75,11.875,3.25,0.0,0
04-04-2010,18.0375,21.7,28.225,33.0,37.5,1008.4875,1010.125,56.375,16.5,4.0,0.0,0
05-04-2010,19.1625,23.225,30.575,33.0,37.5,1007.7375,1009.35,54.75,24.75,6.5,0.0,0
06-04-2010,21.075,23.925,29.725,33.0,37.5,1007.0,1008.6125,60.625,19.75,6.25,0.0,0
07-04-2010,22.7125,25.0,29.9,33.0,37.5,1007.4125,1009.025,66.875,24.375,6.5,0.0,0
08-04-2010,23.9125,26.075,31.075,33.0,37.5,1008.4,1010.025,67.125,12.125,5.25,0.0,0
09-04-2010,25.7,27.05,30.35,33.0,37.5,1008.825,1010.4375,76.5,12.25,5.5,0.0,0
10-04-2010,25.4125,26.625,29.575,33.0,37.5,1006.675,1008.275,78.625,20.0,6.5,0.0,0
11-04-2010,20.925,23.775,29.45,33.0,37.5,1005.8125,1007.4375,63.375,11.625,3.0,0.0,0
12-04-2010,22.3,24.675,29.875,33.0,37.5,1005.4875,1007.1125,65.0,16.25,4.5,0.0,0
13-04-2010,23.5125,25.175,28.95,33.0,37.5,1006.6375,1008.25,73.25,16.875,6.0,0.0,0
14-04-2010,24.575,26.15,29.85,33.0,37.5,1006.575,1008.175,74.125,16.625,7.0,0.0,0
15-04-2010,25.125,26.55,30.0,33.0,37.5,1007.6125,1009.1875,75.75,26.625,9.5,0.0,0
16-04-2010,25.325,26.825,30.45,33.0,37.5,1006.8625,1008.3375,74.75,16.375,6.75,0.0,0
17-04-2010,24.45,26.575,31.35,33.0,37.5,1008.0,1009.6,69.25,15.875,5.75,0.0,0
18-04-2010,25.5125,26.9,30.35,33.0,37.5,1008.125,1009.7375,76.125,14.25,5.75,0.0,0
19-04-2010,24.5375,26.225,30.175,33.0,37.5,1007.5875,1009.1125,72.5,16.5,8.5,0.0,0
20-04-2010,24.2875,26.15,30.525,33.0,37.5,1006.425,1008.025,69.875,20.25,5.5,0.0,0
21-04-2010,24.7625,26.4,30.325,33.0,37.5,1006.625,1008.225,73.0,18.875,7.5,0.0,0
22-04-2010,25.0375,26.425,29.775,33.0,37.5,1006.975,1008.575,76.375,24.625,7.75,0.0,0
23-04-2010,24.9125,26.85,31.55,33.0,37.5,1006.5625,1008.175,69.125,20.375,5.0,0.0,0
24-04-2010,25.25,27.025,31.35,33.0,37.5,1006.6625,1008.2625,71.125,19.5,5.75,0.0,0
25-04-2010,23.92857143,26.0,30.85714286,33.0,37.5,1006.514286,1008.128571,67.42857143,20.28571429,6.857142857,0.0,0
26-04-2010,25.75,27.35,31.375,33.0,37.5,1007.975,1009.575,72.875,19.875,5.5,0.0,0
27-04-2010,24.8,26.65,31.125,33.0,37.5,1009.05,1010.65,69.75,14.75,5.5,0.0,0
28-04-2010,24.4875,26.3,30.6,33.0,37.5,1008.0,1009.6125,71.125,13.5,6.75,0.0,0
29-04-2010,24.4625,26.45,31.075,33.0,37.5,1005.95,1007.55,68.875,20.625,7.0,0.0,0
30-04-2010,25.1375,27.025,31.575,33.0,37.5,1007.5,1009.1125,70.125,18.375,7.25,0.175,0
01-05-2010,25.2,27.0,31.35,33.3,37.8,1008.4125,1010.0125,70.5,16.125,7.5,0.0,0
02-05-2010,25.1125,26.725,30.65,33.3,37.8,1006.9125,1008.5125,73.25,19.25,5.0,0.0,0
03-05-2010,24.475,26.375,30.775,33.3,37.8,1005.95,1007.55,70.5,22.625,6.25,0.0,0
04-05-2010,24.3,26.25,30.75,33.3,37.8,1004.075,1005.675,69.125,16.125,6.25,0.0,0
05-05-2010,24.9625,26.575,30.45,33.3,37.8,1004.1625,1005.725,73.125,23.75,7.75,0.0,0
06-05-2010,25.15,26.775,30.75,33.3,37.8,1004.1,1005.7,72.625,18.25,8.0,0.0,0
07-05-2010,26.1375,27.625,31.4,33.3,37.8,1003.15,1004.75,74.0,19.25,10.0,0.0,0
08-05-2010,25.65,27.475,31.975,33.3,37.8,1003.9875,1005.5875,69.875,18.875,5.75,0.0,0
09-05-2010,25.2875,27.3,32.275,33.3,37.8,1003.1125,1004.7125,67.75,11.625,5.5,0.0,0
10-05-2010,26.1125,27.675,31.675,33.3,37.8,1003.4125,1005.0125,72.5,18.0,7.0,0.0,0
11-05-2010,24.85,26.75,31.25,33.3,37.8,1003.8625,1005.4625,70.125,23.5,8.25,0.0,0
12-05-2010,25.175,26.775,30.525,33.3,37.8,1004.3875,1005.9875,74.125,16.375,6.5,0.0,0
13-05-2010,24.7625,26.5,30.65,33.3,37.8,1004.625,1006.225,71.5,17.5,7.0,0.0,0
14-05-2010,24.8875,26.7,31.05,33.3,37.8,1004.2375,1005.8375,70.125,20.75,6.75,0.0,0
15-05-2010,24.3125,26.275,30.85,33.3,37.8,1004.325,1005.925,68.625,21.875,8.5,0.0,0
16-05-2010,24.275,26.125,30.5,33.3,37.8,1004.1875,1005.7875,70.0,13.75,4.0,0.0,0
17-05-2010,25.175,26.875,31.0,33.3,37.8,1004.65,1006.25,71.625,22.125,8.75,0.0,0
18-05-2010,25.8,27.475,31.675,33.3,37.8,1002.825,1004.425,71.875,23.25,9.0,0.0,0
19-05-2010,26.4625,27.7625,30.675,33.3,37.8,1002.675,1004.275,78.5,17.0,5.75,0.0,0
20-05-2010,26.3875,27.675,30.975,33.3,37.8,1001.975,1003.45,77.0,25.0,8.25,0.0,0
21-05-2010,26.6375,27.95,31.375,33.3,37.8,1002.7375,1004.4125,76.125,23.125,8.5,0.0,0
22-05-2010,27.35,28.525,31.7,33.3,37.8,1003.65,1005.25,78.0,23.125,8.75,0.0,0
23-05-2010,26.9625,28.275,31.775,33.3,37.8,1003.9875,1005.5875,76.0,23.75,7.75,0.0,0
24-05-2010,26.9,28.2,31.625,33.3,37.8,1004.175,1005.775,76.125,19.0,8.5,0.0,0
25-05-2010,26.65,28.075,31.8,33.3,37.8,1004.9,1006.5,74.5,26.5,12.5,0.0,0
26-05-2010,26.0375,27.725,31.975,33.3,37.8,1005.3375,1006.9375,71.375,23.125,11.0,0.0,0
27-05-2010,26.125,27.775,32.0,33.3,37.8,1005.0125,1006.6125,71.5,27.5,8.0,0.0,0
28-05-2010,25.7,27.5,31.975,33.3,37.8,1005.8625,1007.4625,69.875,23.125,8.5,0.0,0
29-05-2010,25.1625,27.025,31.575,33.3,37.8,1006.325,1007.925,69.25,21.25,7.75,0.0,0
30-05-2010,24.5375,26.65,31.675,33.3,37.8,1006.0375,1007.6375,66.25,14.25,5.5,0.0,0
31-05-2010,25.175,27.125,31.9,33.3,37.8,1006.0,1007.6125,68.0,17.25,9.25,0.0,0
01-06-2010,25.325,27.325,32.2875,32.0,36.5,1006.35,1007.95,67.375,21.375,12.25,0.025,0
02-06-2010,25.9375,27.45,31.3,32.0,36.5,1008.05,1009.65,74.125,14.5,8.5,2.4,0
03-06-2010,26.1125,27.775,32.0,32.0,36.5,1008.7125,1010.3125,71.625,21.375,7.25,0.0,0
04-06-2010,25.6,27.375,31.8,32.0,36.5,1009.325,1010.925,70.125,25.125,8.5,0.125,0
05-06-2010,25.525,27.375,31.975,32.0,36.5,1007.7,1009.3,69.25,24.875,8.5,0.0,0
06-06-2010,25.5125,27.075,30.875,32.0,36.5,1005.4,1007.025,73.625,23.75,8.25,1.25,0
07-06-2010,25.725,26.975,30.075,32.0,36.5,1005.0125,1006.6125,78.0,18.125,10.0,2.6875,0
08-06-2010,25.2625,26.5,29.5,32.0,36.5,1004.75,1006.3625,78.5,8.0,3.25,1.35,0
09-06-2010,24.7875,26.15,29.1,32.0,36.5,1003.5125,1005.1375,78.75,13.875,5.25,9.3,0
10-06-2010,25.45,27.0,30.825,32.0,36.5,1002.25,1003.85,73.75,14.0,4.5,0.3125,0
11-06-2010,24.7,25.925,28.85,32.0,36.5,1001.45,1003.0875,79.25,14.25,10.25,3.2,0
12-06-2010,25.9375,26.95,29.525,32.0,36.5,1000.4625,1002.0625,81.375,11.375,3.75,0.25,0
13-06-2010,25.85714286,26.88571429,29.42857143,32.0,36.5,1000.185714,1001.8,81.28571429,11.0,2.857142857,0.228571429,0
14-06-2010,25.4125,26.225,28.2,32.0,36.5,1001.375,1002.975,85.25,20.625,5.25,7.65,0
15-06-2010,25.3125,25.8,26.95,32.0,36.5,1001.4,1003.025,90.75,21.625,5.75,10.3875,0
16-06-2010,25.6125,26.025,27.025,32.0,36.5,1000.525,1002.15,91.875,20.875,12.0,17.3,0
17-06-2010,25.65,26.55,28.75,32.0,36.5,1001.6875,1003.2875,84.25,16.75,10.0,2.1625,0
18-06-2010,25.65,26.675,29.175,32.0,36.5,1001.3875,1002.9875,82.125,14.0,7.75,4.45,0
19-06-2010,25.9125,26.85,29.2,32.0,36.5,1002.0125,1003.6125,83.0,9.875,5.75,4.925,0
20-06-2010,26.0,26.95,29.275,32.0,36.5,1003.725,1005.325,83.0,17.25,9.0,1.6375,0
21-06-2010,26.075,27.125,29.775,32.0,36.5,1004.85,1006.45,80.75,16.625,9.0,0.6875,0
22-06-2010,26.6375,27.5,29.75,32.0,36.5,1003.825,1005.425,83.5,15.5,6.0,4.3625,0
23-06-2010,25.6125,26.0,26.95,32.0,36.5,1003.7125,1005.3375,93.0,5.125,2.0,23.8875,0
24-06-2010,24.88571429,25.2,25.88571429,32.0,36.5,1001.842857,1003.514286,94.28571429,12.0,6.285714286,20.6,0
25-06-2010,24.55,25.125,26.425,32.0,36.5,999.95,1001.6375,89.625,14.375,7.5,15.725,0
26-06-2010,25.0125,26.2,29.05,32.0,36.5,999.1625,1002.0375,79.25,17.625,7.25,0.0,0
27-06-2010,25.4625,26.725,29.8,32.0,36.5,1000.55,1002.15,78.375,17.25,10.5,0.375,0
28-06-2010,26.25,26.975,28.8,32.0,36.5,1001.8375,1003.5125,86.625,12.25,7.5,10.325,0
29-06-2010,26.2125,26.95,28.825,32.0,36.5,1002.05,1003.65,86.125,14.625,5.25,2.875,0
30-06-2010,26.2625,27.175,29.45,32.0,36.5,1001.5375,1003.1375,83.375,16.25,6.5,2.8375,0
01-07-2010,26.1875,27.4,30.475,29.9,34.4,1000.6875,1002.2875,78.25,18.0,10.0,0.0,0
02-07-2010,24.925,25.65,27.325,29.9,34.4,1000.9,1002.525,86.875,12.0,5.25,10.35,0
03-07-2010,25.0,25.475,26.55,29.9,34.4,1000.525,1002.075,91.375,10.0,4.25,13.9875,0
04-07-2010,25.45,26.2,28.0,29.9,34.4,1000.075,1001.7125,86.375,20.5,9.0,11.6375,0
05-07-2010,25.4625,26.2875,28.55,29.9,34.4,1001.65,1003.2875,84.0,20.125,14.75,5.7875,0
06-07-2010,25.175,25.675,26.875,29.9,34.4,1002.875,1004.5125,90.375,17.0,9.75,10.9,0
07-07-2010,25.3625,25.875,27.075,29.9,34.4,1003.525,1005.1625,90.5,10.625,4.5,7.6875,0
08-07-2010,24.95,25.45,26.575,29.9,34.4,1005.5875,1007.2375,91.125,11.0,4.75,9.8,0
09-07-2010,24.6125,25.075,26.125,29.9,34.4,1006.125,1007.7875,91.5,5.125,1.75,15.4125,0
10-07-2010,22.9625,25.8,26.575,29.9,34.4,1006.0875,1007.7125,93.75,2.5,2.25,15.7375,0
11-07-2010,25.85714286,26.74285714,28.91428571,29.9,34.4,1005.885714,1007.485714,84.14285714,14.85714286,5.714285714,0.685714286,0
12-07-2010,25.05,26.25,29.125,29.9,34.4,1005.0,1006.6,78.75,20.375,12.0,0.3,0
13-07-2010,25.375,26.325,28.6,29.9,34.4,1005.3125,1006.925,83.0,17.25,12.0,11.7875,0
14-07-2010,26.1,27.125,29.55,29.9,34.4,1005.25,1006.85,81.875,19.25,5.5,0.5875,0
15-07-2010,25.825,26.425,27.875,29.9,34.4,1003.725,1005.325,88.75,3.375,0.75,4.2875,0
16-07-2010,25.775,26.425,28.025,29.9,34.4,1000.8,1002.4,87.75,10.125,2.75,11.9375,0
17-07-2010,25.5875,26.125,27.4,29.9,34.4,1000.3625,1001.9625,90.125,14.25,6.25,8.6,0
18-07-2010,25.2375,26.025,28.025,29.9,34.4,1001.3875,1003.0,84.875,17.25,7.75,3.5,0
19-07-2010,25.9125,26.6,28.275,29.9,34.4,999.675,1001.2875,87.5,8.0,4.0,3.3,0
20-07-2010,25.1125,25.85,27.475,29.9,34.4,999.625,1001.225,87.375,23.125,12.0,2.2625,0
21-07-2010,25.48333333,25.83333333,26.66666667,29.9,34.4,1000.5,1002.116667,93.16666667,12.16666667,3.666666667,12.06666667,0
22-07-2010,25.7,26.075,27.025,29.9,34.4,1001.2125,1002.825,92.125,25.25,10.25,26.7125,0
23-07-2010,25.5125,26.1,27.5,29.9,34.4,1001.575,1003.175,89.125,14.875,7.25,5.8625,0
24-07-2010,24.9625,25.25,26.0,29.9,34.4,1001.175,1002.825,93.875,18.25,8.5,22.925,0
25-07-2010,25.475,26.225,28.075,29.9,34.4,999.375,1000.975,85.875,26.0,11.5,2.625,0
26-07-2010,25.45,25.975,27.225,29.9,34.4,999.0375,1000.6375,90.0,24.75,13.0,12.075,0
27-07-2010,25.7625,26.45,28.15,29.9,34.4,999.9125,1001.525,86.875,14.375,9.0,8.625,0
28-07-2010,25.5375,26.4,28.475,29.9,34.4,1001.0375,1002.6375,84.375,14.375,6.5,2.4125,0
29-07-2010,24.925,25.7,27.5,29.9,34.4,1001.35,1002.9875,86.375,14.375,5.0,3.3875,0
30-07-2010,24.7625,25.425,26.95,29.9,34.4,1001.1375,1003.525,88.125,14.0,6.5,2.275,0
31-07-2010,24.7375,25.075,25.775,29.9,34.4,1002.0125,1003.675,94.25,23.625,10.0,19.975,0
01-08-2010,25.15,25.75,27.225,29.5,34.0,1003.1125,1004.7125,88.25,20.625,12.25,4.775,0
02-08-2010,25.2,25.975,27.8,29.5,34.0,1001.675,1003.275,85.75,23.5,14.75,3.1125,0
03-08-2010,25.425,26.1,27.775,29.5,34.0,999.65,1001.25,86.875,25.0,12.0,11.5625,0
04-08-2010,25.1875,26.25,28.875,29.5,34.0,1001.0875,1002.6875,81.125,24.25,12.75,0.2,0
05-08-2010,25.4375,26.55,29.275,29.5,34.0,1003.75,1005.35,80.125,24.5,11.75,0.0,0
06-08-2010,25.2125,26.325,29.0,29.5,34.0,1004.5125,1006.1125,80.125,26.0,10.25,0.0,0
07-08-2010,24.95,25.475,26.675,29.5,34.0,1002.9125,1004.5625,90.5,16.375,4.25,7.175,0
08-08-2010,25.1875,26.05,28.075,29.5,34.0,1002.4,1004.025,84.75,17.125,10.5,2.3375,0
09-08-2010,25.225,26.15,28.25,29.5,34.0,1003.7,1005.3,83.125,20.625,10.25,1.85,0
10-08-2010,25.1125,26.3,29.125,29.5,34.0,1004.325,1005.925,79.375,24.5,8.5,0.5875,0
11-08-2010,25.15,26.0,28.025,29.5,34.0,1004.7625,1006.375,84.875,16.125,7.5,1.025,0
12-08-2010,25.2,25.825,27.2625,29.5,34.0,1003.9,1005.525,88.875,7.0,1.5,2.25,0
13-08-2010,24.7375,25.675,27.825,29.5,34.0,1003.6375,1005.25,84.125,11.375,4.0,4.7375,0
14-08-2010,25.2625,25.925,27.525,29.5,34.0,1003.55,1005.15,87.5,3.375,0.75,4.2,0
15-08-2010,25.4,26.35,28.625,29.5,34.0,1003.6,1005.2,83.125,6.25,1.5,0.225,0
16-08-2010,25.7625,26.35,27.8,29.5,34.0,1003.9625,1005.5625,88.75,3.375,1.0,2.3625,0
17-08-2010,25.5875,25.775,26.225,29.5,34.0,1002.8375,1004.4875,96.125,16.375,3.25,53.2,0
18-08-2010,24.7375,25.025,25.625,29.5,34.0,1003.35,1005.0375,94.875,10.0,2.5,23.75,0
19-08-2010,24.9875,25.475,26.575,29.5,34.0,1005.4125,1007.0625,91.125,2.875,1.0,12.4625,0
20-08-2010,24.95,25.35,26.25,29.5,34.0,1006.925,1008.5625,92.5,0.0,0.0,2.1875,0
21-08-2010,24.7375,25.3,26.575,29.5,34.0,1005.9375,1007.6,90.0,0.0,0.0,2.825,0
22-08-2010,24.9,25.575,27.175,29.5,34.0,1005.375,1007.0125,87.5,6.25,1.75,1.6625,0
23-08-2010,25.1375,26.1,28.475,29.5,34.0,1004.525,1006.125,82.25,15.875,6.0,0.2875,0
24-08-2010,25.125,26.0,28.075,29.5,34.0,1002.85,1004.475,84.25,17.125,4.5,2.3125,0
25-08-2010,25.1625,25.875,27.5,29.5,34.0,1002.4375,1004.05,87.25,12.625,2.25,2.7125,0
26-08-2010,25.2,25.8,27.22857143,29.5,34.0,1002.4,1004.042857,88.85714286,3.285714286,0.857142857,4.671428571,0
27-08-2010,25.6125,25.925,26.7,29.5,34.0,1001.3125,1002.9375,93.625,2.5,0.75,10.9,0
28-08-2010,25.5,26.35,28.425,29.5,34.0,1001.0625,1002.6625,84.625,14.75,7.0,0.075,0
29-08-2010,26.0,26.275,27.0,29.5,34.0,1002.125,1003.85,94.125,18.5,7.25,12.825,0
30-08-2010,25.14285714,25.54285714,26.51428571,29.5,34.0,1001.014286,1002.614286,92.0,20.71428571,17.42857143,37.7,0
31-08-2010,24.5625,24.9,25.65,29.5,34.0,1001.85,1003.525,93.75,24.25,15.75,24.425,0
01-09-2010,24.8375,25.775,27.95,30.2,34.7,1004.5875,1006.2125,83.75,17.875,8.25,1.9375,0
