,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,298.72845,296.9606,0.0,0.0,101050.28,1,1,2018,0
1,19.05,72.8,299.25476,296.76865,0.0,0.0,101053.01,1,1,2018,0
2,18.8,72.8,298.49805,296.64902,0.0,0.0,101010.164,1,2,2018,0
3,19.05,72.8,298.95288,296.37167,0.0,0.0,101013.18,1,2,2018,0
4,18.8,72.8,298.84448,296.84628,0.0,0.0,101136.15,1,3,2018,0
5,19.05,72.8,299.36816,296.69333,0.0,0.0,101136.56,1,3,2018,0
6,18.8,72.8,298.94745,297.0236,0.0,0.0,101255.57,1,4,2018,0
7,19.05,72.8,299.4445,296.91977,3.81e-07,3.18e-08,101259.18,1,4,2018,0
8,18.8,72.8,298.9569,296.91443,0.0,0.0,101155.31,1,5,2018,0
9,19.05,72.8,299.4637,296.7474,0.0,0.0,101159.305,1,5,2018,0
10,18.8,72.8,298.7158,296.9133,0.0,0.0,101127.27,1,6,2018,0
11,19.05,72.8,299.1416,296.658,0.0,0.0,101130.63,1,6,2018,0
12,18.8,72.8,298.46112,296.31802,0.0,0.0,101246.77,1,7,2018,0
13,19.05,72.8,298.87164,296.07617,0.0,0.0,101250.13,1,7,2018,0
14,18.8,72.8,297.96802,295.9539,0.0,0.0,101256.19,1,8,2018,0
15,19.05,72.8,298.49622,295.74707,0.0,0.0,101257.305,1,8,2018,0
16,18.8,72.8,299.09473,296.89847,0.0,0.0,101367.94,1,9,2018,0
17,19.05,72.8,299.74545,296.73483,0.0,0.0,101370.43,1,9,2018,0
18,18.8,72.8,300.38007,297.80872,0.0,0.0,101406.03,1,10,2018,0
19,19.05,72.8,301.0338,297.67206,0.0,0.0,101413.97,1,10,2018,0
20,18.8,72.8,300.2057,298.31412,0.0,0.0,101350.9,1,11,2018,0
21,19.05,72.8,300.86148,298.20758,0.0,0.0,101353.875,1,11,2018,0
22,18.8,72.8,300.74536,298.64526,0.0,0.0,101259.0,1,12,2018,0
23,19.05,72.8,301.52844,298.5582,0.0,0.0,101259.04,1,12,2018,0
24,18.8,72.8,300.40506,298.61444,0.0,0.0,101222.82,1,13,2018,0
25,19.05,72.8,301.20218,298.6061,0.0,0.0,101222.695,1,13,2018,0
26,18.8,72.8,300.35355,298.69653,0.0,0.0,101257.09,1,14,2018,0
27,19.05,72.8,301.1593,298.80063,0.0,0.0,101256.69,1,14,2018,0
28,18.8,72.8,300.752,299.02692,0.0,0.0,101254.336,1,15,2018,0
29,19.05,72.8,301.4837,299.09155,0.0,0.0,101256.38,1,15,2018,0
30,18.8,72.8,301.7435,299.44058,0.0,0.0,101125.93,1,16,2018,0
31,19.05,72.8,302.39743,299.47937,0.0,0.0,101129.6,1,16,2018,0
32,18.8,72.8,300.84766,299.04623,0.0,0.0,101139.63,1,17,2018,0
33,19.05,72.8,301.37952,299.0016,0.0,0.0,101147.88,1,17,2018,0
34,18.8,72.8,300.9721,298.92215,0.0,0.0,101215.54,1,18,2018,0
35,19.05,72.8,301.48462,298.7844,0.0,0.0,101223.98,1,18,2018,0
36,18.8,72.8,300.3577,298.71735,0.0,0.0,101297.16,1,19,2018,0
37,19.05,72.8,300.7994,298.65186,0.0,0.0,101302.26,1,19,2018,0
38,18.8,72.8,300.1129,298.03174,0.0,0.0,101243.74,1,20,2018,0
39,19.05,72.8,301.01312,298.0447,0.0,0.0,101244.93,1,20,2018,0
40,18.8,72.8,299.70142,297.8143,0.0,0.0,101092.01,1,21,2018,0
41,19.05,72.8,300.53476,297.8702,0.0,0.0,101092.94,1,21,2018,0
42,18.8,72.8,298.74484,297.40375,0.0,0.0,100992.82,1,22,2018,0
43,19.05,72.8,299.30786,297.44626,0.0,0.0,100988.875,1,22,2018,0
44,18.8,72.8,298.13144,296.85434,0.0,0.0,101099.85,1,23,2018,0
45,19.05,72.8,298.7604,296.8212,1.91e-07,7.94e-09,101098.03,1,23,2018,0
46,18.8,72.8,298.61108,296.40787,0.0,0.0,101169.49,1,24,2018,0
47,19.05,72.8,299.2353,296.42932,0.0,0.0,101171.13,1,24,2018,0
48,18.8,72.8,299.3682,296.838,0.0,0.0,101078.35,1,25,2018,0
49,19.05,72.8,299.9231,296.73526,0.0,0.0,101085.13,1,25,2018,0
50,18.8,72.8,299.4511,297.208,0.0,0.0,101059.0,1,26,2018,0
51,19.05,72.8,300.04785,296.99484,0.0,0.0,101065.88,1,26,2018,0
52,18.8,72.8,299.17346,297.1035,0.0,0.0,101087.59,1,27,2018,0
53,19.05,72.8,299.6416,296.93735,0.0,0.0,101091.66,1,27,2018,0
54,18.8,72.8,298.99304,296.91458,0.0,0.0,101185.13,1,28,2018,0
55,19.05,72.8,299.55768,296.87387,0.0,0.0,101188.57,1,28,2018,0
56,18.8,72.8,299.40582,297.40646,0.0,0.0,101265.82,1,29,2018,0
57,19.05,72.8,300.00977,297.4155,0.0,0.0,101271.555,1,29,2018,0
58,18.8,72.8,301.5225,298.438,0.0,0.0,101304.086,1,30,2018,0
59,19.05,72.8,302.06824,298.3649,0.0,0.0,101313.445,1,30,2018,0
60,18.8,72.8,301.2987,298.37003,0.0,0.0,101344.914,1,31,2018,0
61,19.05,72.8,301.8432,298.27664,0.0,0.0,101349.46,1,31,2018,0
62,18.8,72.8,300.20288,298.0815,0.0,0.0,101343.37,2,32,2018,0
63,19.05,72.8,301.1911,298.11554,0.0,0.0,101346.47,2,32,2018,0
