latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
18.8,72.8,299.21042,296.81256,0,0,101726.086,1,1,2019,0
19.05,72.8,299.89655,296.60733,0,0,101731.23,1,1,2019,0
18.8,72.8,299.5584,297.16934,0,0,101696.21,1,2,2019,0
19.05,72.8,300.08356,296.94342,0,0,101702.5,1,2,2019,0
18.8,72.8,299.0694,297.01758,0,0,101749.59,1,3,2019,0
19.05,72.8,300.00418,296.75137,0,0,101752.305,1,3,2019,0
18.8,72.8,299.7059,297.16797,0,0,101626.56,1,4,2019,0
19.05,72.8,300.35745,296.8257,0,0,101630.25,1,4,2019,0
18.8,72.8,298.74323,296.97095,0,0,101502.9,1,5,2019,0
19.05,72.8,299.36612,296.69086,0,0,101504.22,1,5,2019,0
18.8,72.8,299.62747,296.85806,0,0,101409.125,1,6,2019,0
19.05,72.8,300.08777,296.61105,0,0,101418.914,1,6,2019,0
18.8,72.8,299.83395,296.97034,0,0,101367.51,1,7,2019,0
19.05,72.8,300.07532,296.70926,0,0,101383.414,1,7,2019,0
18.8,72.8,299.43893,296.8914,0,0,101402.875,1,8,2019,0
19.05,72.8,299.83624,296.48517,0,0,101411.94,1,8,2019,0
18.8,72.8,298.70837,296.32425,0,0,101379.77,1,9,2019,0
19.05,72.8,299.19238,295.99924,0,0,101385.06,1,9,2019,0
18.8,72.8,299.06665,296.5551,0,0,101283.32,1,10,2019,0
19.05,72.8,299.84167,296.2936,0,0,101288.28,1,10,2019,0
18.8,72.8,298.62454,296.6529,0,0,101340.01,1,11,2019,0
19.05,72.8,299.1494,296.45493,0,0,101340.555,1,11,2019,0
18.8,72.8,298.26733,296.22058,0,0,101379.586,1,12,2019,0
19.05,72.8,298.91138,296.05026,0,0,101378.97,1,12,2019,0
18.8,72.8,299.04346,296.44028,0,0,101438.125,1,13,2019,0
19.05,72.8,299.54092,296.271,0,0,101443.945,1,13,2019,0
18.8,72.8,299.5288,296.9788,0,0,101339.414,1,14,2019,0
19.05,72.8,299.96448,296.80536,0,0,101348.29,1,14,2019,0
18.8,72.8,300.31775,297.69553,0,0,101372.336,1,15,2019,0
19.05,72.8,300.98166,297.56424,0,0,101383.93,1,15,2019,0
18.8,72.8,299.5633,297.46512,0,0,101395.66,1,16,2019,0
19.05,72.8,300.2845,297.37277,0,0,101399.18,1,16,2019,0
18.8,72.8,299.4739,297.5464,0,0,101311.82,1,17,2019,0
19.05,72.8,300.11432,297.40768,0,0,101317.586,1,17,2019,0
18.8,72.8,299.5122,297.45645,0,0,101287.055,1,18,2019,0
19.05,72.8,300.25708,297.1932,0,0,101291.07,1,18,2019,0
18.8,72.8,300.138,297.68295,0,0,101352.32,1,19,2019,0
19.05,72.8,300.96542,297.6492,0,0,101353.48,1,19,2019,0
18.8,72.8,300.04578,297.7308,0,0,101422.34,1,20,2019,0
19.05,72.8,300.61224,297.65625,0,0,101423.695,1,20,2019,0
18.8,72.8,298.40527,297.1904,0,0,101347.32,1,21,2019,0
19.05,72.8,298.89096,297.05185,0,0,101346.16,1,21,2019,0
18.8,72.8,297.25253,296.21896,7.06E-06,1.49E-06,101402.97,1,22,2019,0
19.05,72.8,297.6013,296.12866,1.07E-05,1.55E-06,101400.94,1,22,2019,0
18.8,72.8,297.0853,295.9458,4.73E-05,1.47E-05,101494.555,1,23,2019,0
19.05,72.8,297.3278,295.8226,2.98E-05,7.28E-06,101500.63,1,23,2019,0
18.8,72.8,297.68887,295.71957,0,0,101521.54,1,24,2019,0
19.05,72.8,298.17914,295.6352,0,0,101525.79,1,24,2019,0
18.8,72.8,297.51422,295.58646,0,0,101505.79,1,25,2019,0
19.05,72.8,297.8447,295.43808,0,0,101516.82,1,25,2019,0
18.8,72.8,297.6321,295.41602,0,0,101521.28,1,26,2019,0
19.05,72.8,297.9593,295.3085,0,0,101540.88,1,26,2019,0
18.8,72.8,298.38596,296.32352,0,0,101539.086,1,27,2019,0
19.05,72.8,298.6176,296.15643,0,0,101566.38,1,27,2019,0
18.8,72.8,298.311,296.3673,0,0,101629.72,1,28,2019,0
19.05,72.8,298.55646,296.14093,0,0,101657.664,1,28,2019,0
18.8,72.8,298.76453,296.3279,0,0,101600.805,1,29,2019,0
19.05,72.8,298.93695,296.0333,0,0,101620.27,1,29,2019,0
18.8,72.8,298.72925,296.3345,0,0,101533.29,1,30,2019,0
19.05,72.8,299.54327,296.0405,0,0,101540.56,1,30,2019,0
18.8,72.8,297.77112,296.15536,0,0,101442.44,1,31,2019,0
19.05,72.8,298.2703,295.93973,0,0,101446.69,1,31,2019,0
18.8,72.8,297.9864,296.1469,0,0,101423.414,2,32,2019,0
19.05,72.8,298.66342,296.0015,0,0,101425.87,2,32,2019,0
18.8,72.8,297.45538,295.90042,0,0,101317.84,2,33,2019,0
19.05,72.8,298.02338,295.8074,0,0,101320.086,2,33,2019,0
18.8,72.8,298.30286,296.5668,0,0,101366.84,2,34,2019,0
19.05,72.8,299.11707,296.44626,0,0,101367.49,2,34,2019,0
18.8,72.8,298.97156,297.22812,0,0,101506.695,2,35,2019,0
19.05,72.8,299.43854,297.19904,0,0,101507.56,2,35,2019,0
18.8,72.8,298.61148,297.21344,0,0,101551.18,2,36,2019,0
19.05,72.8,299.19513,297.16702,0,0,101550.82,2,36,2019,0
18.8,72.8,297.87112,296.77914,0,0,101342.07,2,37,2019,0
19.05,72.8,298.2568,296.60202,0,0,101337.63,2,37,2019,0
18.8,72.8,296.55487,295.7264,0,0,101471,2,38,2019,0
19.05,72.8,296.75244,295.58893,0,0,101472.71,2,38,2019,0
18.8,72.8,294.8904,293.96194,0,0,101699.91,2,39,2019,0
19.05,72.8,295.0617,293.82516,0,0,101706.96,2,39,2019,0
18.8,72.8,297.94946,294.68814,0,0,101572.73,2,40,2019,0
19.05,72.8,298.2198,294.51572,0,0,101586.27,2,40,2019,0
18.8,72.8,297.767,295.48465,0,0,101477.81,2,41,2019,0
19.05,72.8,298.64975,295.28577,0,0,101483.32,2,41,2019,0
18.8,72.8,299.2272,296.7744,0,0,101446.76,2,42,2019,0
19.05,72.8,300.41064,296.76947,0,0,101451.21,2,42,2019,0
18.8,72.8,300.01715,298.12595,0,0,101461.29,2,43,2019,0
19.05,72.8,300.9588,298.09293,0,0,101462.19,2,43,2019,0
18.8,72.8,299.16064,298.10617,0,0,101605.94,2,44,2019,0
19.05,72.8,299.90982,298.27805,0,0,101606.04,2,44,2019,0
18.8,72.8,298.4665,297.10553,0,0,101418,2,45,2019,0
19.05,72.8,299.16528,297.21854,0,0,101419.82,2,45,2019,0
18.8,72.8,298.05936,296.76236,0,0,101448.586,2,46,2019,0
19.05,72.8,298.68347,296.75662,0,0,101445.62,2,46,2019,0
18.8,72.8,298.2055,296.31177,0,0,101497.79,2,47,2019,0
19.05,72.8,298.96597,296.37146,0,0,101496.73,2,47,2019,0
18.8,72.8,298.0094,296.4209,0,0,101376.664,2,48,2019,0
19.05,72.8,298.77216,296.54358,0,0,101370.836,2,48,2019,0
18.8,72.8,298.29187,296.54544,0,0,101153.59,2,49,2019,0
19.05,72.8,299.04153,296.65115,0,0,101152.5,2,49,2019,0
18.8,72.8,298.4714,296.8591,0,0,101148.75,2,50,2019,0
19.05,72.8,299.35162,296.9947,0,0,101147.01,2,50,2019,0
18.8,72.8,298.6717,297.28195,0,0,101314.27,2,51,2019,0
19.05,72.8,299.33203,297.35773,0,0,101307.664,2,51,2019,0
18.8,72.8,298.60693,297.21616,0,0,101609.75,2,52,2019,0
19.05,72.8,299.2693,297.25668,0,0,101607.76,2,52,2019,0
18.8,72.8,299.07758,297.7936,0,0,101476.96,2,53,2019,0
19.05,72.8,300.10864,297.97455,0,0,101479.93,2,53,2019,0
18.8,72.8,300.70923,298.83542,0,0,101202.27,2,54,2019,0
19.05,72.8,301.60583,299.02997,0,0,101207.125,2,54,2019,0
18.8,72.8,300.45605,298.55267,0,0,101093.16,2,55,2019,0
19.05,72.8,300.9248,298.65,0,0,101093.15,2,55,2019,0
18.8,72.8,299.79602,297.92172,0,0,101082.15,2,56,2019,0
19.05,72.8,300.48547,298.03897,0,0,101082.625,2,56,2019,0
18.8,72.8,299.68137,297.6561,0,0,101077.44,2,57,2019,0
19.05,72.8,300.51636,297.80716,0,0,101076.31,2,57,2019,0
18.8,72.8,298.26035,296.89194,9.53E-08,3.97E-09,101056.9,2,58,2019,0
19.05,72.8,298.74988,297.04208,7.63E-07,3.18E-08,101054.23,2,58,2019,0
18.8,72.8,299.29932,297.04044,0,0,101140.69,2,59,2019,0
19.05,72.8,300.026,297.3348,0,0,101139.836,2,59,2019,0
18.8,72.8,298.41232,297.29196,0,0,101055.555,3,60,2019,0
19.05,72.8,299.3958,297.4343,0,0,101049.79,3,60,2019,0
18.8,72.8,298.9069,297.61945,0,0,101018.4,3,61,2019,0
19.05,72.8,299.25635,297.60834,0,0,101010.375,3,61,2019,0
18.8,72.8,297.84546,297.14957,1.26E-05,1.59E-06,101173.06,3,62,2019,0
19.05,72.8,298.30908,297.22244,1.87E-05,2.70E-06,101168.84,3,62,2019,0
18.8,72.8,298.5541,297.17444,1.33E-05,2.70E-06,101095.375,3,63,2019,0
19.05,72.8,299.07477,297.31854,2.51E-05,4.50E-06,101089.82,3,63,2019,0
18.8,72.8,297.92123,297.11957,4.55E-05,6.97E-06,101066.875,3,64,2019,0
19.05,72.8,298.35208,297.21683,3.28E-05,4.04E-06,101059.15,3,64,2019,0
18.8,72.8,297.76343,296.79202,5.34E-06,4.17E-07,101212.18,3,65,2019,0
19.05,72.8,298.324,296.9326,1.72E-06,1.11E-07,101207.38,3,65,2019,0
18.8,72.8,299.1906,296.9881,0,0,101104.29,3,66,2019,0
19.05,72.8,299.8926,297.2499,0,0,101103.6,3,66,2019,0
18.8,72.8,299.3784,297.68393,0,0,101207.51,3,67,2019,0
19.05,72.8,300.1319,297.88715,0,0,101208.086,3,67,2019,0
18.8,72.8,299.83142,298.2822,0,0,101290.25,3,68,2019,0
19.05,72.8,300.76196,298.58487,0,0,101287.49,3,68,2019,0
18.8,72.8,300.27264,298.5478,0,0,101249.805,3,69,2019,0
19.05,72.8,301.06256,298.67502,0,0,101245.4,3,69,2019,0
18.8,72.8,298.93085,297.69147,4.77E-07,3.97E-08,101391.25,3,70,2019,0
19.05,72.8,299.49323,297.8221,7.63E-07,6.36E-08,101390.555,3,70,2019,0
18.8,72.8,298.7591,297.34192,0,0,101410.48,3,71,2019,0
19.05,72.8,299.6443,297.53632,0,0,101406.72,3,71,2019,0
18.8,72.8,299.24133,297.70285,0,0,101464.6,3,72,2019,0
19.05,72.8,299.87695,297.88416,0,0,101462.375,3,72,2019,0
18.8,72.8,299.80347,297.9209,0,0,101475.164,3,73,2019,0
19.05,72.8,300.22827,298.13312,0,0,101476.97,3,73,2019,0
18.8,72.8,301.1408,298.7753,0,0,101341.35,3,74,2019,0
19.05,72.8,301.91946,299.0152,0,0,101346.336,3,74,2019,0
18.8,72.8,300.1209,298.63812,0,0,101224.22,3,75,2019,0
19.05,72.8,301.09583,298.90283,0,0,101218.68,3,75,2019,0
18.8,72.8,299.56082,298.40402,0,0,101241,3,76,2019,0
19.05,72.8,300.15997,298.5627,0,0,101234.99,3,76,2019,0
18.8,72.8,300.84216,298.94333,0,0,101184,3,77,2019,0
19.05,72.8,301.80408,299.3057,0,0,101179.055,3,77,2019,0
18.8,72.8,300.79346,299.04202,0,0,101044.945,3,78,2019,0
19.05,72.8,301.75598,299.32877,0,0,101037.81,3,78,2019,0
18.8,72.8,299.44092,298.2585,0,0,101040.586,3,79,2019,0
19.05,72.8,300.1239,298.44797,9.53E-08,3.97E-09,101031.03,3,79,2019,0
18.8,72.8,299.41064,297.83414,2.96E-06,2.90E-07,101232.32,3,80,2019,0
19.05,72.8,300.24512,297.9878,5.44E-06,4.41E-07,101228.98,3,80,2019,0
18.8,72.8,299.8643,298.12506,0,0,101290.805,3,81,2019,0
19.05,72.8,300.72876,298.38574,9.53E-08,3.97E-09,101289.59,3,81,2019,0
18.8,72.8,301.02594,299.66055,0,0,101178.12,3,82,2019,0
19.05,72.8,302.17075,300.02118,0,0,101176.73,3,82,2019,0
18.8,72.8,302.32712,300.83347,0,0,100999.93,3,83,2019,0
19.05,72.8,303.51083,301.2366,0,0,101001.13,3,83,2019,1
18.8,72.8,303.53732,301.7778,0,0,100914.4,3,84,2019,1
19.05,72.8,304.56342,302.1733,0,0,100918.18,3,84,2019,1
18.8,72.8,303.68134,301.62823,0,0,101051.49,3,85,2019,1
19.05,72.8,304.47626,302.1368,0,0,101046.22,3,85,2019,1
18.8,72.8,301.26288,299.92188,9.53E-08,1.59E-08,101292.18,3,86,2019,0
19.05,72.8,302.15295,300.33066,0,0,101279.04,3,86,2019,0
18.8,72.8,301.10046,299.50818,0,0,101215.53,3,87,2019,0
19.05,72.8,301.78915,299.7855,9.53E-08,3.97E-09,101206.62,3,87,2019,0
18.8,72.8,301.67023,300.06653,0,0,101006.15,3,88,2019,0
19.05,72.8,302.53116,300.52048,0,0,100996.25,3,88,2019,0
18.8,72.8,300.6967,299.9438,0,0,101002.46,3,89,2019,0
19.05,72.8,301.50085,300.27365,0,0,100988.125,3,89,2019,0
18.8,72.8,301.1414,300.16867,0,0,101097.53,3,90,2019,0
19.05,72.8,301.93695,300.44824,0,0,101086.84,3,90,2019,0
18.8,72.8,300.43243,299.7208,0,0,101125.76,4,91,2019,0
19.05,72.8,300.90292,299.85886,0,0,101115.34,4,91,2019,0
18.8,72.8,300.3289,299.0206,9.53E-08,1.19E-08,101076.31,4,92,2019,0
19.05,72.8,300.6869,299.18207,3.82E-07,4.77E-08,101069.414,4,92,2019,0
18.8,72.8,301.2859,299.7045,7.63E-07,5.56E-08,100971.664,4,93,2019,0
19.05,72.8,301.7046,299.90732,7.63E-07,9.14E-08,100967.03,4,93,2019,0
18.8,72.8,301.04907,299.85526,4.77E-07,2.78E-08,101067.914,4,94,2019,0
19.05,72.8,301.65836,300.04697,3.82E-07,1.59E-08,101055.5,4,94,2019,0
18.8,72.8,300.82437,300.1575,3.72E-06,2.46E-07,101218.66,4,95,2019,0
19.05,72.8,301.23047,300.3874,3.05E-06,2.54E-07,101210.4,4,95,2019,0
18.8,72.8,301.388,300.18094,0,0,101184.23,4,96,2019,0
19.05,72.8,302.01532,300.45224,0,0,101178.41,4,96,2019,0
18.8,72.8,301.27686,300.3939,0,0,101024.07,4,97,2019,0
19.05,72.8,301.68518,300.5246,0,0,101014.73,4,97,2019,0
18.8,72.8,301.503,300.32626,0,0,100904.164,4,98,2019,0
19.05,72.8,301.89423,300.5475,9.53E-08,3.97E-09,100898.164,4,98,2019,0
18.8,72.8,301.62408,300.52963,2.86E-07,3.58E-08,101002.88,4,99,2019,0
19.05,72.8,301.7792,300.64816,9.53E-08,3.97E-09,100994.27,4,99,2019,0
18.8,72.8,301.57413,300.3585,7.63E-07,7.55E-08,101046.4,4,100,2019,0
19.05,72.8,301.9779,300.53214,1.53E-06,1.31E-07,101042.75,4,100,2019,0
18.8,72.8,301.9399,300.70294,0,0,101003.93,4,101,2019,0
19.05,72.8,302.68903,300.97028,9.53E-08,3.97E-09,100996.57,4,101,2019,0
18.8,72.8,302.18744,301.18414,0,0,100933.75,4,102,2019,0
19.05,72.8,302.85294,301.49423,0,0,100926.414,4,102,2019,0
18.8,72.8,303.2865,301.79184,0,0,100891.71,4,103,2019,0
19.05,72.8,304.40924,302.19025,0,0,100883.72,4,103,2019,1
18.8,72.8,302.75085,301.79794,0.000130996,7.60E-06,100939.74,4,104,2019,0
19.05,72.8,303.74097,302.1519,0,0,100930.12,4,104,2019,1
18.8,72.8,302.5695,301.78134,3.62E-06,1.51E-07,100915.16,4,105,2019,0
19.05,72.8,303.29834,302.1184,1.24E-05,5.16E-07,100901.664,4,105,2019,0
18.8,72.8,302.2824,301.38846,1.90E-05,1.09E-06,100937.29,4,106,2019,0
19.05,72.8,302.539,301.6357,1.13E-05,7.87E-07,100926.625,4,106,2019,0
18.8,72.8,301.59995,300.83936,4.77E-06,5.72E-07,101121.41,4,107,2019,0
19.05,72.8,302.27234,301.06216,4.96E-06,4.09E-07,101119.04,4,107,2019,0
18.8,72.8,301.91742,300.3079,0,0,101114.305,4,108,2019,0
19.05,72.8,302.49026,300.55148,0,0,101111.01,4,108,2019,0
18.8,72.8,303.01355,301.36343,0,0,100887.77,4,109,2019,0
19.05,72.8,304.07452,301.77997,0,0,100879.01,4,109,2019,1
18.8,72.8,302.34094,301.1643,0,0,100744.24,4,110,2019,0
19.05,72.8,302.93497,301.31677,0,0,100731.37,4,110,2019,0
18.8,72.8,301.98395,300.75247,9.53E-08,3.97E-09,100770.63,4,111,2019,0
19.05,72.8,302.6236,300.8579,3.81E-07,1.59E-08,100760.375,4,111,2019,0
18.8,72.8,302.25604,300.99387,9.53E-08,3.97E-09,100794.56,4,112,2019,0
19.05,72.8,302.73627,301.1138,3.81E-07,1.59E-08,100790.164,4,112,2019,0
18.8,72.8,302.64795,301.1931,0,0,100874.99,4,113,2019,0
19.05,72.8,303.44855,301.39825,0,0,100870.52,4,113,2019,1
18.8,72.8,302.40326,301.3242,0,0,100947.04,4,114,2019,0
19.05,72.8,303.20105,301.68585,0,0,100938.51,4,114,2019,0
18.8,72.8,302.4705,301.58798,0,0,100919.25,4,115,2019,0
19.05,72.8,303.57098,301.99557,0,0,100913.66,4,115,2019,1
18.8,72.8,302.81964,301.88776,0,0,100762.02,4,116,2019,0
19.05,72.8,304.14282,302.40256,0,0,100751.25,4,116,2019,1
18.8,72.8,304.24792,302.7381,0,0,100649.07,4,117,2019,1
19.05,72.8,305.41815,303.34644,0,0,100631.46,4,117,2019,1
18.8,72.8,304.47595,302.80588,0,0,100652.54,4,118,2019,1
19.05,72.8,305.47626,303.3533,0,0,100636.195,4,118,2019,1
18.8,72.8,302.6957,302.1082,1.91E-07,7.94E-09,100736.57,4,119,2019,0
19.05,72.8,303.23898,302.38724,7.63E-07,3.18E-08,100723.04,4,119,2019,0
18.8,72.8,302.21338,301.48795,0,0,100740.91,4,120,2019,0
19.05,72.8,302.4579,301.72726,0,0,100728.164,4,120,2019,0
18.8,72.8,301.53113,300.8762,2.29E-06,2.11E-07,100672.84,5,121,2019,0
19.05,72.8,301.88113,301.10785,1.15E-06,1.03E-07,100660.18,5,121,2019,0
18.8,72.8,301.47403,300.6439,1.33E-06,1.87E-07,100695.6,5,122,2019,0
19.05,72.8,301.7812,300.90158,3.53E-06,4.65E-07,100684.01,5,122,2019,0
18.8,72.8,301.67865,300.74973,2.48E-06,3.93E-07,100830.88,5,123,2019,0
19.05,72.8,302.00473,301.02588,4.39E-06,5.48E-07,100816.5,5,123,2019,0
18.8,72.8,302.03094,301.35776,1.41E-05,1.49E-06,101045.836,5,124,2019,0
19.05,72.8,302.32596,301.53778,1.66E-05,2.63E-06,101035.88,5,124,2019,0
18.8,72.8,301.92877,301.05917,4.84E-05,7.13E-06,101206,5,125,2019,0
19.05,72.8,302.372,301.38654,6.03E-05,9.87E-06,101197.27,5,125,2019,0
18.8,72.8,301.77185,301.07944,2.48E-06,3.18E-07,101005.63,5,126,2019,0
19.05,72.8,302.39645,301.38858,1.14E-06,2.11E-07,100999.875,5,126,2019,0
18.8,72.8,302.02307,301.2992,2.86E-06,1.19E-07,100956.56,5,127,2019,0
19.05,72.8,302.31174,301.5057,3.05E-06,1.27E-07,100945.13,5,127,2019,0
18.8,72.8,302.1532,301.4028,4.88E-05,1.06E-05,101053.62,5,128,2019,0
19.05,72.8,302.41364,301.57916,5.42E-05,9.27E-06,101045.305,5,128,2019,0
18.8,72.8,302.18875,301.30725,1.36E-05,1.90E-06,100991.85,5,129,2019,0
19.05,72.8,302.506,301.52054,2.27E-05,3.07E-06,100983.99,5,129,2019,0
18.8,72.8,302.3536,301.6963,2.11E-05,3.44E-06,100935.03,5,130,2019,0
19.05,72.8,302.77423,301.86298,1.56E-05,3.63E-06,100927.27,5,130,2019,0
18.8,72.8,301.90186,301.16214,1.91E-06,1.07E-07,101013.21,5,131,2019,0
19.05,72.8,302.41226,301.40634,2.48E-06,1.71E-07,101007.09,5,131,2019,0
18.8,72.8,301.99902,301.09012,3.05E-06,4.89E-07,100951.23,5,132,2019,0
19.05,72.8,302.66205,301.4012,4.01E-06,7.43E-07,100942.38,5,132,2019,0
18.8,72.8,301.80402,301.21707,5.25E-06,6.12E-07,100878.31,5,133,2019,0
19.05,72.8,302.2759,301.49405,5.44E-06,7.31E-07,100869.44,5,133,2019,0
18.8,72.8,302.01276,301.2444,3.62E-06,5.44E-07,100880.6,5,134,2019,0
19.05,72.8,302.5434,301.50803,3.91E-06,6.00E-07,100871.53,5,134,2019,0
18.8,72.8,302.20233,301.15457,1.38E-05,1.68E-06,100965.46,5,135,2019,0
19.05,72.8,302.81564,301.39297,1.95E-05,2.50E-06,100956.88,5,135,2019,0
18.8,72.8,302.64923,301.1498,4.58E-06,7.11E-07,101036.555,5,136,2019,0
19.05,72.8,303.38376,301.4718,6.87E-06,1.06E-06,101029.836,5,136,2019,1
18.8,72.8,302.66656,301.41104,4.77E-06,6.20E-07,101041.836,5,137,2019,0
19.05,72.8,303.38147,301.77902,6.49E-06,9.54E-07,101038.16,5,137,2019,0
18.8,72.8,303.01685,301.73062,2.86E-07,2.38E-08,100929.586,5,138,2019,0
19.05,72.8,303.94025,302.15622,0,0,100925.53,5,138,2019,1
18.8,72.8,303.8766,302.10663,0,0,100877.94,5,139,2019,1
19.05,72.8,304.7154,302.5386,0,0,100873.88,5,139,2019,1
18.8,72.8,303.13434,301.88162,3.81E-07,4.37E-08,100885.445,5,140,2019,0
19.05,72.8,303.91278,302.3205,3.81E-07,3.18E-08,100878.51,5,140,2019,1
18.8,72.8,303.27524,302.0714,2.29E-06,1.59E-07,100839.91,5,141,2019,0
19.05,72.8,304.28662,302.55472,7.63E-07,3.18E-08,100826.78,5,141,2019,1
18.8,72.8,302.42413,301.74936,4.06E-05,6.53E-06,100859.85,5,142,2019,0
19.05,72.8,303.0589,302.14255,3.15E-05,5.34E-06,100848.32,5,142,2019,0
18.8,72.8,302.63007,301.90796,2.24E-05,3.22E-06,100786.93,5,143,2019,0
19.05,72.8,303.13705,302.25128,2.64E-05,3.49E-06,100775.76,5,143,2019,0
18.8,72.8,302.60596,301.88895,1.35E-05,3.27E-06,100894.51,5,144,2019,0
19.05,72.8,303.13696,302.2579,1.39E-05,3.00E-06,100886.16,5,144,2019,0
18.8,72.8,302.53348,301.85098,6.26E-05,1.28E-05,100825.6,5,145,2019,0
19.05,72.8,303.01654,302.23618,5.20E-05,9.96E-06,100815.15,5,145,2019,0
18.8,72.8,302.65146,301.73355,7.25E-06,1.49E-06,100735.81,5,146,2019,0
19.05,72.8,303.071,302.07785,5.72E-06,1.11E-06,100723.445,5,146,2019,0
18.8,72.8,302.6552,301.96185,4.08E-05,1.05E-05,100724.35,5,147,2019,0
19.05,72.8,303.3494,302.35773,4.56E-05,1.04E-05,100712.74,5,147,2019,0
18.8,72.8,302.68185,301.90668,4.29E-06,8.82E-07,100690.56,5,148,2019,0
19.05,72.8,303.45172,302.3113,4.58E-06,1.04E-06,100680.06,5,148,2019,1
18.8,72.8,302.72736,301.89273,5.25E-06,1.16E-06,100607.664,5,149,2019,0
19.05,72.8,303.52002,302.3219,4.96E-06,1.00E-06,100596.25,5,149,2019,1
18.8,72.8,302.5892,301.8867,7.25E-06,1.80E-06,100593.46,5,150,2019,0
19.05,72.8,303.12354,302.3115,7.63E-06,2.01E-06,100581.04,5,150,2019,0
18.8,72.8,302.72018,302.02026,2.85E-05,6.60E-06,100567.87,5,151,2019,0
19.05,72.8,303.16388,302.33926,3.06E-05,6.35E-06,100555.87,5,151,2019,0
18.8,72.8,303.12207,302.40744,5.19E-05,1.20E-05,100709.75,6,152,2019,0
19.05,72.8,303.50006,302.73285,5.08E-05,1.14E-05,100697.336,6,152,2019,1
18.8,72.8,303.29156,302.66885,1.66E-05,3.05E-06,100676.47,6,153,2019,0
19.05,72.8,303.68298,302.98392,1.41E-05,2.27E-06,100664.62,6,153,2019,1
18.8,72.8,303.22156,302.7862,5.71E-05,1.44E-05,100710.5,6,154,2019,0
19.05,72.8,303.65732,303.10623,5.45E-05,1.32E-05,100695.43,6,154,2019,1
18.8,72.8,303.2525,302.65234,6.09E-05,1.07E-05,100683.77,6,155,2019,0
19.05,72.8,303.69897,302.92545,8.98E-05,1.29E-05,100672.82,6,155,2019,1
18.8,72.8,303.2215,302.59732,8.58E-06,1.19E-06,100600.9,6,156,2019,0
19.05,72.8,303.75043,302.9091,1.16E-05,1.56E-06,100590.69,6,156,2019,1
18.8,72.8,303.264,302.64896,1.62E-05,3.53E-06,100629.87,6,157,2019,0
19.05,72.8,303.77795,302.9436,1.55E-05,3.32E-06,100618.85,6,157,2019,1
18.8,72.8,303.42538,302.61234,1.26E-05,2.73E-06,100635.13,6,158,2019,1
19.05,72.8,303.8812,302.93192,1.62E-05,3.18E-06,100622.69,6,158,2019,1
18.8,72.8,303.56567,302.89737,0.000105474,2.34E-05,100585.914,6,159,2019,1
19.05,72.8,304.1962,303.2453,0.000137139,2.56E-05,100575.57,6,159,2019,1
18.8,72.8,303.39642,302.7588,0.000139961,2.23E-05,100468.09,6,160,2019,1
19.05,72.8,304,303.06104,8.73E-05,1.14E-05,100456.125,6,160,2019,1
18.8,72.8,303.26996,302.67023,0.000505872,0.000108379,100320.96,6,161,2019,0
19.05,72.8,303.72324,303.00592,0.000655544,5.12E-05,100311.43,6,161,2019,1
18.8,72.8,303.86078,302.656,0.001148025,0.000187033,100115.82,6,162,2019,1
19.05,72.8,304.1634,303.00778,0.001224829,0.000148966,100114.22,6,162,2019,1
18.8,72.8,302.85925,302.06885,0.005930129,0.001039457,100013.414,6,163,2019,0
19.05,72.8,303.19476,302.33755,0.006158192,0.001016971,100010.695,6,163,2019,0
18.8,72.8,302.30997,300.95517,0.002284081,0.000599127,100227.836,6,164,2019,0
19.05,72.8,302.7932,301.09448,0.002353023,0.00062417,100208.9,6,164,2019,0
18.8,72.8,301.30402,300.713,0.000658602,0.00035283,100353.26,6,165,2019,0
19.05,72.8,301.58932,300.8755,0.00075604,0.000373011,100335.71,6,165,2019,0
18.8,72.8,301.82043,300.90973,0.002182041,0.000685299,100462.23,6,166,2019,0
19.05,72.8,302.11154,301.1416,0.001853104,0.000748889,100446.18,6,166,2019,0
18.8,72.8,301.557,300.8213,0.000504492,0.000312569,100642.914,6,167,2019,0
19.05,72.8,301.98352,301.07437,0.000566442,0.000329682,100626.21,6,167,2019,0
18.8,72.8,301.19843,300.7245,0.000391772,0.000256615,100710.38,6,168,2019,0
19.05,72.8,301.58298,301.00546,0.000443989,0.000267567,100692.81,6,168,2019,0
18.8,72.8,300.76797,300.3795,0.001305944,0.000564285,100514.6,6,169,2019,0
19.05,72.8,301.06873,300.61353,0.001486971,0.000579284,100494.32,6,169,2019,0
18.8,72.8,301.50635,300.6609,0.001362666,0.000472707,100428.13,6,170,2019,0
19.05,72.8,302.1634,300.99435,0.001344864,0.000485088,100409.48,6,170,2019,0
18.8,72.8,302.26688,301.0057,0.000258651,8.60E-05,100536.19,6,171,2019,0
19.05,72.8,302.5591,301.32022,0.000252343,9.03E-05,100521.555,6,171,2019,0
18.8,72.8,302.0886,301.08215,0.000167471,8.01E-05,100515.91,6,172,2019,0
19.05,72.8,302.57574,301.41144,0.000172224,8.50E-05,100504.51,6,172,2019,0
18.8,72.8,302.0498,301.28824,0.000154884,6.10E-05,100440.81,6,173,2019,0
19.05,72.8,302.6214,301.65683,0.000149856,5.59E-05,100429.57,6,173,2019,0
18.8,72.8,302.0203,301.3519,0.00027934,9.39E-05,100366.21,6,174,2019,0
