,latitude,longitude,valid_time,temp,tp
578,18.4,73.75,31-08-24,-273.0,
579,18.4,73.75,01-09-24,24.0218,0.00044649
580,18.4,73.75,02-09-24,23.19754,0.002013922
581,18.4,73.75,03-09-24,23.66843,0.000364498
582,18.4,73.75,04-09-24,23.97134,0.000327412
583,18.4,73.75,05-09-24,23.631,0.000361188
584,18.4,73.75,06-09-24,23.92868,0.000240521
585,18.4,73.75,07-09-24,24.0364,0.000129406
586,18.4,73.75,08-09-24,24.2416,0.000104709
587,18.4,73.75,09-09-24,24.0343,0.000232939
588,18.4,73.75,10-09-24,23.82834,0.000214144
589,18.4,73.75,11-09-24,23.46854,0.000153987
590,18.4,73.75,12-09-24,23.65244,9.33e-05
591,18.4,73.75,13-09-24,23.58594,5.22e-05
592,18.4,73.75,14-09-24,23.36972,0.000122845
593,18.4,73.75,15-09-24,22.76874,0.000120699
594,18.4,73.75,16-09-24,23.5162,0.000112164
595,18.4,73.75,17-09-24,24.01712,4.47e-05
596,18.4,73.75,18-09-24,23.76257,2.7e-05
597,18.4,73.75,19-09-24,24.73572,3.62e-05
598,18.4,73.75,20-09-24,24.87152,0.000101527
599,18.4,73.75,21-09-24,24.29868,1.61e-05
600,18.4,73.75,22-09-24,24.77213,0.000103982
601,18.4,73.75,23-09-24,24.91586,0.000527808
602,18.4,73.75,24-09-24,24.27945,0.000505114
603,18.4,73.75,25-09-24,23.77823,0.003322383
604,18.4,73.75,26-09-24,23.05933,0.001862971
605,18.4,73.75,27-09-24,23.36542,0.000662704
606,18.4,73.75,28-09-24,23.6039,0.000149822
607,18.4,73.75,29-09-24,24.7798,5.19e-05
608,18.4,73.75,30-09-24,25.58722,6.58e-06
609,18.4,73.75,01-10-24,23.23633,0.0
610,18.4,73.75,02-10-24,-273.0,
611,18.4,73.75,03-10-24,-273.0,
612,18.4,73.75,04-10-24,-273.0,
613,18.4,73.75,05-10-24,-273.0,
614,18.4,73.75,06-10-24,-273.0,
615,18.4,73.75,07-10-24,-273.0,
616,18.4,73.75,08-10-24,-273.0,
617,18.4,73.75,09-10-24,-273.0,
618,18.4,73.75,10-10-24,-273.0,
619,18.4,73.75,11-10-24,-273.0,
620,18.4,73.75,12-10-24,-273.0,
621,18.4,73.75,13-10-24,-273.0,
622,18.4,73.75,14-10-24,-273.0,
623,18.4,73.75,15-10-24,-273.0,
624,18.4,73.75,16-10-24,-273.0,
625,18.4,73.75,17-10-24,-273.0,
626,18.4,73.75,18-10-24,-273.0,
627,18.4,73.75,19-10-24,-273.0,
628,18.4,73.75,20-10-24,-273.0,
629,18.4,73.75,21-10-24,-273.0,
630,18.4,73.75,22-10-24,-273.0,
631,18.4,73.75,23-10-24,-273.0,
632,18.4,73.75,24-10-24,-273.0,
633,18.4,73.75,25-10-24,-273.0,
634,18.4,73.75,26-10-24,-273.0,
635,18.4,73.75,27-10-24,-273.0,
636,18.4,73.75,28-10-24,-273.0,
637,18.4,73.75,29-10-24,-273.0,
638,18.4,73.75,30-10-24,-273.0,
639,18.4,73.75,31-10-24,-273.0,
640,18.4,73.75,01-11-24,26.6529,1.26e-05
641,18.4,73.75,02-11-24,25.0549,1.64e-06
642,18.4,73.75,03-11-24,24.12344,0.0
643,18.4,73.75,04-11-24,23.85965,0.0
644,18.4,73.75,05-11-24,23.32303,0.0
645,18.4,73.75,06-11-24,23.4938,0.0
646,18.4,73.75,07-11-24,22.88864,0.0
647,18.4,73.75,08-11-24,22.96494,0.0
648,18.4,73.75,09-11-24,22.73077,0.0
649,18.4,73.75,10-11-24,22.1616,1.59e-08
650,18.4,73.75,11-11-24,22.1929,0.0
651,18.4,73.75,12-11-24,22.1657,0.0
652,18.4,73.75,13-11-24,22.5891,0.0
653,18.4,73.75,14-11-24,23.6481,7.98e-06
654,18.4,73.75,15-11-24,24.4117,1.32e-05
655,18.4,73.75,16-11-24,24.72665,5.92e-06
656,18.4,73.75,17-11-24,24.61057,7.15e-08
657,18.4,73.75,18-11-24,22.34872,0.0
658,18.4,73.75,19-11-24,21.1636,0.0
659,18.4,73.75,20-11-24,21.03152,0.0
660,18.4,73.75,21-11-24,20.90836,0.0
661,18.4,73.75,22-11-24,20.74426,0.0
662,18.4,73.75,23-11-24,21.16043,0.0
663,18.4,73.75,24-11-24,20.9133,0.0
664,18.4,73.75,25-11-24,20.35382,0.0
665,18.4,73.75,26-11-24,19.90384,0.0
666,18.4,73.75,27-11-24,19.74924,0.0
667,18.4,73.75,28-11-24,19.57425,0.0
668,18.4,73.75,29-11-24,19.44058,0.0
669,18.4,73.75,30-11-24,19.36465,0.0
