sr,latitude,longitude,valid_time,t2m,temp,tp
511,18.4,73.75,25-06-24,,-273.15,
512,18.4,73.75,26-06-24,,-273.15,
513,18.4,73.75,27-06-24,,-273.15,
514,18.4,73.75,28-06-24,,-273.15,
515,18.4,73.75,29-06-24,,-273.15,
516,18.4,73.75,30-06-24,,-273.15,
517,18.4,73.75,01-07-24,298.35086,25.20086,0.000612189
518,18.4,73.75,02-07-24,297.59515,24.44515,0.000895941
519,18.4,73.75,03-07-24,298.5556,25.4056,0.000222039
520,18.4,73.75,04-07-24,298.41235,25.26235,0.000295909
521,18.4,73.75,05-07-24,298.0101,24.8601,0.000336742
522,18.4,73.75,06-07-24,297.77975,24.62975,0.000451593
523,18.4,73.75,07-07-24,297.62045,24.47045,0.000473106
524,18.4,73.75,08-07-24,296.81406,23.66406,0.000587603
525,18.4,73.75,09-07-24,296.42468,23.27468,0.001895351
526,18.4,73.75,10-07-24,297.3819,24.2319,0.000149934
527,18.4,73.75,11-07-24,297.092,23.942,0.000370117
528,18.4,73.75,12-07-24,296.60373,23.45373,0.00071739
529,18.4,73.75,13-07-24,296.3115,23.1615,0.001081188
530,18.4,73.75,14-07-24,296.47513,23.32513,0.001176504
531,18.4,73.75,15-07-24,297.17255,24.02255,0.000715081
532,18.4,73.75,16-07-24,297.00586,23.85586,0.000654002
533,18.4,73.75,17-07-24,297.0909,23.9409,0.000693758
534,18.4,73.75,18-07-24,296.67496,23.52496,0.00170575
535,18.4,73.75,19-07-24,296.71085,23.56085,0.001218621
536,18.4,73.75,20-07-24,296.31842,23.16842,0.001488606
537,18.4,73.75,21-07-24,296.52975,23.37975,0.001314294
538,18.4,73.75,22-07-24,296.11877,22.96877,0.001718366
539,18.4,73.75,23-07-24,296.1166,22.9666,0.002123888
540,18.4,73.75,24-07-24,295.908,22.758,0.002358075
541,18.4,73.75,25-07-24,295.4548,22.3048,0.003313771
542,18.4,73.75,26-07-24,296.301,23.151,0.000699063
543,18.4,73.75,27-07-24,296.64017,23.49017,0.000700577
544,18.4,73.75,28-07-24,296.6301,23.4801,0.000734385
545,18.4,73.75,29-07-24,296.75882,23.60882,0.000837771
546,18.4,73.75,30-07-24,297.08524,23.93524,0.000540026
547,18.4,73.75,31-07-24,297.09222,23.94222,0.000282216
548,18.4,73.75,01-08-24,296.17618,23.02618,0.000198097
549,18.4,73.75,02-08-24,,-273.15,
550,18.4,73.75,03-08-24,,-273.15,
551,18.4,73.75,04-08-24,,-273.15,
552,18.4,73.75,05-08-24,,-273.15,
553,18.4,73.75,06-08-24,,-273.15,
554,18.4,73.75,07-08-24,,-273.15,
555,18.4,73.75,08-08-24,,-273.15,
556,18.4,73.75,09-08-24,,-273.15,
557,18.4,73.75,10-08-24,,-273.15,
558,18.4,73.75,11-08-24,,-273.15,
559,18.4,73.75,12-08-24,,-273.15,
560,18.4,73.75,13-08-24,,-273.15,
561,18.4,73.75,14-08-24,,-273.15,
562,18.4,73.75,15-08-24,,-273.15,
563,18.4,73.75,16-08-24,,-273.15,
564,18.4,73.75,17-08-24,,-273.15,
565,18.4,73.75,18-08-24,,-273.15,
566,18.4,73.75,19-08-24,,-273.15,
567,18.4,73.75,20-08-24,,-273.15,
568,18.4,73.75,21-08-24,,-273.15,
569,18.4,73.75,22-08-24,,-273.15,
570,18.4,73.75,23-08-24,,-273.15,
571,18.4,73.75,24-08-24,,-273.15,
572,18.4,73.75,25-08-24,,-273.15,
573,18.4,73.75,26-08-24,,-273.15,
574,18.4,73.75,27-08-24,,-273.15,
575,18.4,73.75,28-08-24,,-273.15,
576,18.4,73.75,29-08-24,,-273.15,
577,18.4,73.75,30-08-24,,-273.15,
578,18.4,73.75,31-08-24,,-273.15,
579,18.4,73.75,01-09-24,297.0218,23.8718,0.00044649
580,18.4,73.75,02-09-24,296.19754,23.04754,0.002013922
581,18.4,73.75,03-09-24,296.66843,23.51843,0.000364498
582,18.4,73.75,04-09-24,296.97134,23.82134,0.000327412
583,18.4,73.75,05-09-24,296.631,23.481,0.000361188
584,18.4,73.75,06-09-24,296.92868,23.77868,0.000240521
585,18.4,73.75,07-09-24,297.0364,23.8864,0.000129406
586,18.4,73.75,08-09-24,297.2416,24.0916,0.000104709
587,18.4,73.75,09-09-24,297.0343,23.8843,0.000232939
588,18.4,73.75,10-09-24,296.82834,23.67834,0.000214144
589,18.4,73.75,11-09-24,296.46854,23.31854,0.000153987
590,18.4,73.75,12-09-24,296.65244,23.50244,9.33E-05
591,18.4,73.75,13-09-24,296.58594,23.43594,5.22E-05
592,18.4,73.75,14-09-24,296.36972,23.21972,0.000122845
593,18.4,73.75,15-09-24,295.76874,22.61874,0.000120699
594,18.4,73.75,16-09-24,296.5162,23.3662,0.000112164
595,18.4,73.75,17-09-24,297.01712,23.86712,4.47E-05
596,18.4,73.75,18-09-24,296.76257,23.61257,2.70E-05
597,18.4,73.75,19-09-24,297.73572,24.58572,3.62E-05
598,18.4,73.75,20-09-24,297.87152,24.72152,0.000101527
599,18.4,73.75,21-09-24,297.29868,24.14868,1.61E-05
600,18.4,73.75,22-09-24,297.77213,24.62213,0.000103982
601,18.4,73.75,23-09-24,297.91586,24.76586,0.000527808
602,18.4,73.75,24-09-24,297.27945,24.12945,0.000505114
603,18.4,73.75,25-09-24,296.77823,23.62823,0.003322383
604,18.4,73.75,26-09-24,296.05933,22.90933,0.001862971
605,18.4,73.75,27-09-24,296.36542,23.21542,0.000662704
606,18.4,73.75,28-09-24,296.6039,23.4539,0.000149822
607,18.4,73.75,29-09-24,297.7798,24.6298,5.19E-05
608,18.4,73.75,30-09-24,298.58722,25.43722,6.58E-06
609,18.4,73.75,01-10-24,296.23633,23.08633,0
610,18.4,73.75,02-10-24,,-273.15,
611,18.4,73.75,03-10-24,,-273.15,
612,18.4,73.75,04-10-24,,-273.15,
613,18.4,73.75,05-10-24,,-273.15,
614,18.4,73.75,06-10-24,,-273.15,
615,18.4,73.75,07-10-24,,-273.15,
616,18.4,73.75,08-10-24,,-273.15,
617,18.4,73.75,09-10-24,,-273.15,
618,18.4,73.75,10-10-24,,-273.15,
619,18.4,73.75,11-10-24,,-273.15,
620,18.4,73.75,12-10-24,,-273.15,
621,18.4,73.75,13-10-24,,-273.15,
622,18.4,73.75,14-10-24,,-273.15,
623,18.4,73.75,15-10-24,,-273.15,
624,18.4,73.75,16-10-24,,-273.15,
625,18.4,73.75,17-10-24,,-273.15,
626,18.4,73.75,18-10-24,,-273.15,
627,18.4,73.75,19-10-24,,-273.15,
628,18.4,73.75,20-10-24,,-273.15,
629,18.4,73.75,21-10-24,,-273.15,
630,18.4,73.75,22-10-24,,-273.15,
631,18.4,73.75,23-10-24,,-273.15,
632,18.4,73.75,24-10-24,,-273.15,
633,18.4,73.75,25-10-24,,-273.15,
634,18.4,73.75,26-10-24,,-273.15,
635,18.4,73.75,27-10-24,,-273.15,
636,18.4,73.75,28-10-24,,-273.15,
637,18.4,73.75,29-10-24,,-273.15,
638,18.4,73.75,30-10-24,,-273.15,
639,18.4,73.75,31-10-24,,-273.15,
640,18.4,73.75,01-11-24,299.6529,26.5029,1.26E-05
641,18.4,73.75,02-11-24,298.0549,24.9049,1.64E-06
642,18.4,73.75,03-11-24,297.12344,23.97344,0
643,18.4,73.75,04-11-24,296.85965,23.70965,0
644,18.4,73.75,05-11-24,296.32303,23.17303,0
645,18.4,73.75,06-11-24,296.4938,23.3438,0
646,18.4,73.75,07-11-24,295.88864,22.73864,0
647,18.4,73.75,08-11-24,295.96494,22.81494,0
648,18.4,73.75,09-11-24,295.73077,22.58077,0
649,18.4,73.75,10-11-24,295.1616,22.0116,1.59E-08
650,18.4,73.75,11-11-24,295.1929,22.0429,0
651,18.4,73.75,12-11-24,295.1657,22.0157,0
652,18.4,73.75,13-11-24,295.5891,22.4391,0
653,18.4,73.75,14-11-24,296.6481,23.4981,7.98E-06
654,18.4,73.75,15-11-24,297.4117,24.2617,1.32E-05
655,18.4,73.75,16-11-24,297.72665,24.57665,5.92E-06
656,18.4,73.75,17-11-24,297.61057,24.46057,7.15E-08
657,18.4,73.75,18-11-24,295.34872,22.19872,0
658,18.4,73.75,19-11-24,294.1636,21.0136,0
659,18.4,73.75,20-11-24,294.03152,20.88152,0
660,18.4,73.75,21-11-24,293.90836,20.75836,0
661,18.4,73.75,22-11-24,293.74426,20.59426,0
662,18.4,73.75,23-11-24,294.16043,21.01043,0
663,18.4,73.75,24-11-24,293.9133,20.7633,0
664,18.4,73.75,25-11-24,293.35382,20.20382,0
665,18.4,73.75,26-11-24,292.90384,19.75384,0
666,18.4,73.75,27-11-24,292.74924,19.59924,0
667,18.4,73.75,28-11-24,292.57425,19.42425,0
668,18.4,73.75,29-11-24,292.44058,19.29058,0
669,18.4,73.75,30-11-24,292.36465,19.21465,0
