,valid_time,latitude,longitude,max_temperature,mean_temperature
0,2010-01-01,18.8,72.8,300.5583,298.5361
1,2010-01-01,19.05,72.8,301.07275,298.24356
2,2010-01-02,18.8,72.8,301.4362,299.36893
3,2010-01-02,19.05,72.8,301.7227,299.18018
4,2010-01-03,18.8,72.8,300.03796,298.97437
5,2010-01-03,19.05,72.8,300.37955,298.93576
6,2010-01-04,18.8,72.8,299.42694,298.0704
7,2010-01-04,19.05,72.8,299.954,297.95828
8,2010-01-05,18.8,72.8,299.22632,297.3743
9,2010-01-05,19.05,72.8,299.6833,297.27512
10,2010-01-06,18.8,72.8,300.7691,298.24588
11,2010-01-06,19.05,72.8,301.297,298.17007
12,2010-01-07,18.8,72.8,301.13263,298.73425
13,2010-01-07,19.05,72.8,301.14706,298.50394
14,2010-01-08,18.8,72.8,301.64523,298.88522
15,2010-01-08,19.05,72.8,302.0351,298.6572
16,2010-01-09,18.8,72.8,301.57828,298.737
17,2010-01-09,19.05,72.8,301.901,298.4668
18,2010-01-10,18.8,72.8,300.16235,298.4967
19,2010-01-10,19.05,72.8,300.682,298.2051
20,2010-01-11,18.8,72.8,299.69922,298.60574
21,2010-01-11,19.05,72.8,300.07745,298.3785
22,2010-01-12,18.8,72.8,299.14447,298.56998
23,2010-01-12,19.05,72.8,299.29532,298.4354
24,2010-01-13,18.8,72.8,298.95132,297.49576
25,2010-01-13,19.05,72.8,299.2911,297.26398
26,2010-01-14,18.8,72.8,300.069,297.07718
27,2010-01-14,19.05,72.8,300.33685,296.83923
28,2010-01-15,18.8,72.8,300.72153,298.52795
29,2010-01-15,19.05,72.8,301.08734,298.23856
30,2010-01-16,18.8,72.8,301.00262,299.03534
31,2010-01-16,19.05,72.8,301.40024,298.79355
32,2010-01-17,18.8,72.8,300.91858,299.06744
33,2010-01-17,19.05,72.8,301.23624,298.66098
34,2010-01-18,18.8,72.8,299.14032,297.49783
35,2010-01-18,19.05,72.8,299.62158,297.3083
36,2010-01-19,18.8,72.8,300.28198,298.0615
37,2010-01-19,19.05,72.8,300.98923,298.00888
38,2010-01-20,18.8,72.8,301.74194,298.68848
39,2010-01-20,19.05,72.8,302.39728,298.49597
40,2010-01-21,18.8,72.8,301.9008,298.82858
41,2010-01-21,19.05,72.8,302.32297,298.6726
42,2010-01-22,18.8,72.8,300.04437,298.21924
43,2010-01-22,19.05,72.8,300.76053,298.04987
44,2010-01-23,18.8,72.8,299.9676,297.73038
45,2010-01-23,19.05,72.8,300.7342,297.64447
46,2010-01-24,18.8,72.8,298.8516,297.22455
47,2010-01-24,19.05,72.8,299.51428,297.18176
48,2010-01-25,18.8,72.8,300.47998,298.17096
49,2010-01-25,19.05,72.8,301.20233,298.10617
50,2010-01-26,18.8,72.8,301.67084,298.67215
51,2010-01-26,19.05,72.8,301.94055,298.41992
52,2010-01-27,18.8,72.8,301.05966,298.7236
53,2010-01-27,19.05,72.8,301.25302,298.44925
54,2010-01-28,18.8,72.8,300.5478,298.60318
55,2010-01-28,19.05,72.8,300.88318,298.52982
56,2010-01-29,18.8,72.8,300.33105,298.6956
57,2010-01-29,19.05,72.8,300.72394,298.42874
58,2010-01-30,18.8,72.8,300.898,298.73416
59,2010-01-30,19.05,72.8,301.66107,298.5219
60,2010-01-31,18.8,72.8,300.23325,298.599
61,2010-01-31,19.05,72.8,301.0393,298.47043
62,2010-02-01,18.8,72.8,299.83997,298.26263
63,2010-02-01,19.05,72.8,300.42847,298.2487
64,2010-02-02,18.8,72.8,299.35162,297.97598
65,2010-02-02,19.05,72.8,299.94553,297.9542
66,2010-02-03,18.8,72.8,298.97836,297.80206
67,2010-02-03,19.05,72.8,299.48163,297.74936
68,2010-02-04,18.8,72.8,298.7761,297.361
69,2010-02-04,19.05,72.8,299.39456,297.37802
70,2010-02-05,18.8,72.8,299.857,297.74594
71,2010-02-05,19.05,72.8,300.68768,297.8242
72,2010-02-06,18.8,72.8,300.04807,298.31024
73,2010-02-06,19.05,72.8,300.84576,298.39114
74,2010-02-07,18.8,72.8,301.22424,299.0164
75,2010-02-07,19.05,72.8,301.76666,298.9988
76,2010-02-08,18.8,72.8,299.4183,298.32425
77,2010-02-08,19.05,72.8,299.82306,298.33353
78,2010-02-09,18.8,72.8,299.32288,297.84814
79,2010-02-09,19.05,72.8,299.8036,297.87988
80,2010-02-10,18.8,72.8,298.6735,297.314
81,2010-02-10,19.05,72.8,299.18005,297.36743
82,2010-02-11,18.8,72.8,298.8355,297.5773
83,2010-02-11,19.05,72.8,299.3194,297.61172
84,2010-02-12,18.8,72.8,299.01846,297.3368
85,2010-02-12,19.05,72.8,299.6834,297.3497
86,2010-02-13,18.8,72.8,299.735,297.81128
87,2010-02-13,19.05,72.8,300.34286,297.93655
88,2010-02-14,18.8,72.8,299.6916,297.949
89,2010-02-14,19.05,72.8,300.21432,297.85696
90,2010-02-15,18.8,72.8,299.85364,298.14752
91,2010-02-15,19.05,72.8,300.43427,298.06693
92,2010-02-16,18.8,72.8,300.6471,298.72812
93,2010-02-16,19.05,72.8,301.25903,298.7733
94,2010-02-17,18.8,72.8,300.88647,298.85754
95,2010-02-17,19.05,72.8,301.4433,298.8417
96,2010-02-18,18.8,72.8,299.65054,297.9174
97,2010-02-18,19.05,72.8,300.43845,297.85617
98,2010-02-19,18.8,72.8,299.01263,297.79593
99,2010-02-19,19.05,72.8,299.8755,297.8452
100,2010-02-20,18.8,72.8,299.27966,297.91605
101,2010-02-20,19.05,72.8,300.04297,297.9548
102,2010-02-21,18.8,72.8,299.57135,298.02982
103,2010-02-21,19.05,72.8,300.4198,298.0416
104,2010-02-22,18.8,72.8,299.65228,298.44202
105,2010-02-22,19.05,72.8,300.20276,298.47543
106,2010-02-23,18.8,72.8,299.3391,298.02884
107,2010-02-23,19.05,72.8,300.07336,298.04712
108,2010-02-24,18.8,72.8,298.2136,296.82834
109,2010-02-24,19.05,72.8,298.734,296.82272
110,2010-02-25,18.8,72.8,298.16757,296.35855
111,2010-02-25,19.05,72.8,299.02124,296.58588
112,2010-02-26,18.8,72.8,299.9602,297.68954
113,2010-02-26,19.05,72.8,300.806,297.98535
114,2010-02-27,18.8,72.8,300.85632,298.9555
115,2010-02-27,19.05,72.8,302.3289,299.32718
116,2010-02-28,18.8,72.8,301.56226,299.65973
117,2010-02-28,19.05,72.8,302.9476,300.07202
118,2010-03-01,18.8,72.8,300.5416,299.6707
119,2010-03-01,19.05,72.8,301.4419,299.96085
120,2010-03-02,18.8,72.8,300.35788,299.14624
121,2010-03-02,19.05,72.8,301.0127,299.36517
122,2010-03-03,18.8,72.8,300.04114,298.856
123,2010-03-03,19.05,72.8,300.74533,298.97415
124,2010-03-04,18.8,72.8,299.45398,298.18347
125,2010-03-04,19.05,72.8,300.12012,298.25604
126,2010-03-05,18.8,72.8,299.4818,297.98123
127,2010-03-05,19.05,72.8,300.11633,298.1273
128,2010-03-06,18.8,72.8,299.45276,298.18542
129,2010-03-06,19.05,72.8,299.94037,298.34503
130,2010-03-07,18.8,72.8,299.41455,297.97165
131,2010-03-07,19.05,72.8,300.15485,298.176
132,2010-03-08,18.8,72.8,300.9502,298.93768
133,2010-03-08,19.05,72.8,301.69928,299.17868
134,2010-03-09,18.8,72.8,301.6197,299.96622
135,2010-03-09,19.05,72.8,302.6669,300.22562
136,2010-03-10,18.8,72.8,303.04977,300.58536
137,2010-03-10,19.05,72.8,304.2205,300.91907
138,2010-03-11,18.8,72.8,301.01697,299.8105
139,2010-03-11,19.05,72.8,301.88025,300.14194
140,2010-03-12,18.8,72.8,303.1076,301.06775
141,2010-03-12,19.05,72.8,303.8584,301.49734
142,2010-03-13,18.8,72.8,302.7655,300.98193
143,2010-03-13,19.05,72.8,303.6701,301.46304
144,2010-03-14,18.8,72.8,302.08374,300.12473
145,2010-03-14,19.05,72.8,303.0147,300.30362
146,2010-03-15,18.8,72.8,300.23096,298.8291
147,2010-03-15,19.05,72.8,300.9975,298.84586
148,2010-03-16,18.8,72.8,300.70166,298.68692
149,2010-03-16,19.05,72.8,301.80215,299.01407
150,2010-03-17,18.8,72.8,300.5725,299.1815
151,2010-03-17,19.05,72.8,301.55862,299.48105
152,2010-03-18,18.8,72.8,301.86353,300.35104
153,2010-03-18,19.05,72.8,302.96494,300.71756
154,2010-03-19,18.8,72.8,302.05872,300.82513
155,2010-03-19,19.05,72.8,302.90363,301.14398
156,2010-03-20,18.8,72.8,301.43665,300.33487
157,2010-03-20,19.05,72.8,301.87518,300.4652
158,2010-03-21,18.8,72.8,302.0371,300.508
159,2010-03-21,19.05,72.8,303.1293,300.8807
160,2010-03-22,18.8,72.8,302.82056,301.31656
161,2010-03-22,19.05,72.8,303.53766,301.64188
162,2010-03-23,18.8,72.8,301.99893,301.00003
163,2010-03-23,19.05,72.8,302.7343,301.05765
164,2010-03-24,18.8,72.8,301.45227,300.01358
165,2010-03-24,19.05,72.8,302.15674,300.0473
166,2010-03-25,18.8,72.8,300.89752,299.71182
167,2010-03-25,19.05,72.8,301.5357,299.8061
168,2010-03-26,18.8,72.8,300.95093,299.57608
169,2010-03-26,19.05,72.8,301.7063,299.74612
170,2010-03-27,18.8,72.8,301.03748,299.68765
171,2010-03-27,19.05,72.8,301.79602,299.90857
172,2010-03-28,18.8,72.8,301.10892,300.02274
173,2010-03-28,19.05,72.8,301.87012,300.24084
174,2010-03-29,18.8,72.8,301.87875,300.85168
175,2010-03-29,19.05,72.8,302.45425,300.97217
176,2010-03-30,18.8,72.8,301.32245,300.49826
177,2010-03-30,19.05,72.8,301.57434,300.4896
178,2010-03-31,18.8,72.8,300.77618,299.8267
179,2010-03-31,19.05,72.8,301.0788,299.91617
180,2010-04-01,18.8,72.8,301.28384,300.28238
181,2010-04-01,19.05,72.8,301.48654,300.43365
182,2010-04-02,18.8,72.8,300.9427,300.0004
183,2010-04-02,19.05,72.8,301.46152,300.21158
184,2010-04-03,18.8,72.8,302.91055,300.58524
185,2010-04-03,19.05,72.8,303.65054,300.783
186,2010-04-04,18.8,72.8,303.19147,301.28348
187,2010-04-04,19.05,72.8,303.88605,301.3385
188,2010-04-05,18.8,72.8,303.54858,301.37823
189,2010-04-05,19.05,72.8,304.41647,301.51233
190,2010-04-06,18.8,72.8,302.4902,301.25916
191,2010-04-06,19.05,72.8,303.3766,301.46472
192,2010-04-07,18.8,72.8,302.4317,301.2641
193,2010-04-07,19.05,72.8,303.6334,301.5481
194,2010-04-08,18.8,72.8,303.21548,301.7893
195,2010-04-08,19.05,72.8,304.4235,302.07242
196,2010-04-09,18.8,72.8,302.1899,301.38846
197,2010-04-09,19.05,72.8,302.12506,301.41653
198,2010-04-10,18.8,72.8,301.85327,300.98984
199,2010-04-10,19.05,72.8,302.49222,301.15012
200,2010-04-11,18.8,72.8,302.89255,301.11026
201,2010-04-11,19.05,72.8,303.84033,301.38504
202,2010-04-12,18.8,72.8,302.5876,301.2246
203,2010-04-12,19.05,72.8,303.50784,301.47372
204,2010-04-13,18.8,72.8,302.3219,301.17307
205,2010-04-13,19.05,72.8,302.62323,301.2627
206,2010-04-14,18.8,72.8,301.88824,300.8462
207,2010-04-14,19.05,72.8,302.18677,300.99466
208,2010-04-15,18.8,72.8,301.77078,300.89304
209,2010-04-15,19.05,72.8,302.13885,301.08942
210,2010-04-16,18.8,72.8,302.08838,301.03122
211,2010-04-16,19.05,72.8,302.72235,301.2983
212,2010-04-17,18.8,72.8,301.87076,301.06638
213,2010-04-17,19.05,72.8,302.38745,301.32703
214,2010-04-18,18.8,72.8,301.82983,300.9998
215,2010-04-18,19.05,72.8,302.06195,301.16135
216,2010-04-19,18.8,72.8,302.19135,301.18372
217,2010-04-19,19.05,72.8,302.41748,301.3726
218,2010-04-20,18.8,72.8,302.11334,301.3319
219,2010-04-20,19.05,72.8,302.42764,301.53568
220,2010-04-21,18.8,72.8,302.49945,301.57986
221,2010-04-21,19.05,72.8,303.0727,301.78104
222,2010-04-22,18.8,72.8,302.49442,301.54178
223,2010-04-22,19.05,72.8,303.11682,301.80307
224,2010-04-23,18.8,72.8,303.77942,302.3048
225,2010-04-23,19.05,72.8,304.77643,302.6481
226,2010-04-24,18.8,72.8,303.70526,302.6719
227,2010-04-24,19.05,72.8,304.55176,302.93497
228,2010-04-25,18.8,72.8,303.1303,301.95914
229,2010-04-25,19.05,72.8,303.52148,302.13663
230,2010-04-26,18.8,72.8,303.88956,302.17813
231,2010-04-26,19.05,72.8,304.49176,302.51956
232,2010-04-27,18.8,72.8,303.02118,302.03787
233,2010-04-27,19.05,72.8,303.54437,302.28827
234,2010-04-28,18.8,72.8,303.58246,302.36893
235,2010-04-28,19.05,72.8,304.13916,302.62485
236,2010-04-29,18.8,72.8,303.10025,302.09613
237,2010-04-29,19.05,72.8,303.6457,302.35422
238,2010-04-30,18.8,72.8,303.05627,302.2327
239,2010-04-30,19.05,72.8,303.29593,302.30106
240,2010-05-01,18.8,72.8,303.28522,302.40683
241,2010-05-01,19.05,72.8,303.96045,302.59915
242,2010-05-02,18.8,72.8,302.8226,301.98053
243,2010-05-02,19.05,72.8,303.28915,302.12778
244,2010-05-03,18.8,72.8,302.66934,301.8167
245,2010-05-03,19.05,72.8,303.13464,301.91653
246,2010-05-04,18.8,72.8,302.464,301.63474
247,2010-05-04,19.05,72.8,303.00684,301.79544
248,2010-05-05,18.8,72.8,302.64008,301.7416
249,2010-05-05,19.05,72.8,303.14963,301.97092
250,2010-05-06,18.8,72.8,302.87753,302.03
251,2010-05-06,19.05,72.8,303.48816,302.34583
252,2010-05-07,18.8,72.8,303.43542,302.33304
253,2010-05-07,19.05,72.8,304.08655,302.668
254,2010-05-08,18.8,72.8,303.9048,302.69876
255,2010-05-08,19.05,72.8,304.6248,303.05814
256,2010-05-09,18.8,72.8,304.04382,303.0283
257,2010-05-09,19.05,72.8,305.0564,303.5367
258,2010-05-10,18.8,72.8,303.49667,302.72012
259,2010-05-10,19.05,72.8,304.21515,303.01318
260,2010-05-11,18.8,72.8,303.27332,302.44308
261,2010-05-11,19.05,72.8,304.0158,302.7842
262,2010-05-12,18.8,72.8,303.08307,302.24487
263,2010-05-12,19.05,72.8,303.4623,302.44955
264,2010-05-13,18.8,72.8,303.18768,302.22635
265,2010-05-13,19.05,72.8,303.4704,302.41888
266,2010-05-14,18.8,72.8,302.9911,302.20422
267,2010-05-14,19.05,72.8,303.26135,302.41455
268,2010-05-15,18.8,72.8,302.95737,301.96878
269,2010-05-15,19.05,72.8,303.2706,302.1864
270,2010-05-16,18.8,72.8,303.10028,302.16574
271,2010-05-16,19.05,72.8,303.4904,302.32608
272,2010-05-17,18.8,72.8,303.03284,302.30508
273,2010-05-17,19.05,72.8,303.61462,302.58447
274,2010-05-18,18.8,72.8,303.70483,302.8347
275,2010-05-18,19.05,72.8,304.68488,303.09985
276,2010-05-19,18.8,72.8,303.4235,302.68237
277,2010-05-19,19.05,72.8,303.95978,302.84592
278,2010-05-20,18.8,72.8,303.52863,302.70755
279,2010-05-20,19.05,72.8,304.18384,302.92343
280,2010-05-21,18.8,72.8,303.33234,302.70993
281,2010-05-21,19.05,72.8,303.7135,302.95148
282,2010-05-22,18.8,72.8,303.29303,302.67984
283,2010-05-22,19.05,72.8,303.68353,302.95847
284,2010-05-23,18.8,72.8,303.11493,302.50516
285,2010-05-23,19.05,72.8,303.53757,302.85452
286,2010-05-24,18.8,72.8,303.14844,302.52115
287,2010-05-24,19.05,72.8,303.54553,302.84412
288,2010-05-25,18.8,72.8,303.55515,302.8547
289,2010-05-25,19.05,72.8,303.94064,303.13092
290,2010-05-26,18.8,72.8,303.70016,303.06534
291,2010-05-26,19.05,72.8,303.93903,303.2243
292,2010-05-27,18.8,72.8,303.6936,303.09637
293,2010-05-27,19.05,72.8,304.13654,303.35605
294,2010-05-28,18.8,72.8,303.70575,303.139
295,2010-05-28,19.05,72.8,304.02768,303.33118
296,2010-05-29,18.8,72.8,303.69534,302.9104
297,2010-05-29,19.05,72.8,303.9749,303.12
298,2010-05-30,18.8,72.8,303.28192,302.70242
299,2010-05-30,19.05,72.8,303.64392,302.93686
300,2010-05-31,18.8,72.8,303.59744,302.8478
301,2010-05-31,19.05,72.8,303.86783,303.10504
302,2010-06-01,18.8,72.8,303.9166,302.66202
303,2010-06-01,19.05,72.8,304.06845,302.83386
304,2010-06-02,18.8,72.8,303.37088,302.37558
305,2010-06-02,19.05,72.8,303.6465,302.4552
306,2010-06-03,18.8,72.8,303.63446,302.64633
307,2010-06-03,19.05,72.8,303.79614,302.6994
308,2010-06-04,18.8,72.8,303.77435,303.10648
309,2010-06-04,19.05,72.8,304.0485,303.28143
310,2010-06-05,18.8,72.8,303.4371,302.93375
311,2010-06-05,19.05,72.8,303.77887,303.10153
312,2010-06-06,18.8,72.8,303.46017,302.50394
313,2010-06-06,19.05,72.8,303.7269,302.65836
314,2010-06-07,18.8,72.8,302.42783,301.34433
315,2010-06-07,19.05,72.8,302.66046,301.50797
316,2010-06-08,18.8,72.8,302.61502,301.29575
317,2010-06-08,19.05,72.8,302.9676,301.5226
318,2010-06-09,18.8,72.8,302.99023,302.15073
319,2010-06-09,19.05,72.8,303.73886,302.4927
320,2010-06-10,18.8,72.8,303.51562,302.4192
321,2010-06-10,19.05,72.8,304.24365,302.7867
322,2010-06-11,18.8,72.8,302.86383,301.87936
323,2010-06-11,19.05,72.8,303.44623,302.34818
324,2010-06-12,18.8,72.8,303.79718,302.86282
325,2010-06-12,19.05,72.8,304.4217,303.08102
326,2010-06-13,18.8,72.8,303.7516,303.0414
327,2010-06-13,19.05,72.8,304.2188,303.32462
328,2010-06-14,18.8,72.8,301.81042,300.9514
329,2010-06-14,19.05,72.8,302.01846,300.86075
330,2010-06-15,18.8,72.8,301.6689,300.58627
331,2010-06-15,19.05,72.8,301.64185,300.63202
332,2010-06-16,18.8,72.8,301.59192,300.5958
333,2010-06-16,19.05,72.8,301.04706,300.5446
334,2010-06-17,18.8,72.8,302.07922,300.969
335,2010-06-17,19.05,72.8,302.6867,301.18317
336,2010-06-18,18.8,72.8,301.1494,300.3868
337,2010-06-18,19.05,72.8,301.47278,300.77777
338,2010-06-19,18.8,72.8,302.44855,301.41956
339,2010-06-19,19.05,72.8,302.81122,301.60236
340,2010-06-20,18.8,72.8,302.10962,301.37845
341,2010-06-20,19.05,72.8,302.28723,301.56735
342,2010-06-21,18.8,72.8,302.0017,301.32565
343,2010-06-21,19.05,72.8,302.25705,301.51376
344,2010-06-22,18.8,72.8,301.55905,300.93948
345,2010-06-22,19.05,72.8,301.88275,301.26822
346,2010-06-23,18.8,72.8,301.40698,300.41428
347,2010-06-23,19.05,72.8,301.5412,300.5979
348,2010-06-24,18.8,72.8,301.32285,300.1246
349,2010-06-24,19.05,72.8,301.5469,300.29596
350,2010-06-25,18.8,72.8,301.1336,300.16193
351,2010-06-25,19.05,72.8,301.44196,300.30212
352,2010-06-26,18.8,72.8,301.65616,300.57443
353,2010-06-26,19.05,72.8,302.44128,300.9424
354,2010-06-27,18.8,72.8,301.49286,300.86777
355,2010-06-27,19.05,72.8,301.64163,301.05283
356,2010-06-28,18.8,72.8,301.3866,300.8589
357,2010-06-28,19.05,72.8,301.6505,301.1262
358,2010-06-29,18.8,72.8,301.58447,300.85785
359,2010-06-29,19.05,72.8,301.5433,301.04404
360,2010-06-30,18.8,72.8,301.65063,301.06595
361,2010-06-30,19.05,72.8,301.6743,301.1918
362,2010-07-01,18.8,72.8,301.32294,300.87927
363,2010-07-01,19.05,72.8,301.72055,301.11923
364,2010-07-02,18.8,72.8,301.15506,300.12695
365,2010-07-02,19.05,72.8,301.17554,300.32355
366,2010-07-03,18.8,72.8,301.1531,299.94907
367,2010-07-03,19.05,72.8,301.0754,299.9808
368,2010-07-04,18.8,72.8,301.18384,300.57486
369,2010-07-04,19.05,72.8,301.57306,300.77002
370,2010-07-05,18.8,72.8,300.39435,299.93835
371,2010-07-05,19.05,72.8,300.68964,300.05124
372,2010-07-06,18.8,72.8,300.11386,299.679
373,2010-07-06,19.05,72.8,300.21457,299.7799
374,2010-07-07,18.8,72.8,300.13895,299.74014
375,2010-07-07,19.05,72.8,300.58185,299.9081
376,2010-07-08,18.8,72.8,300.1492,299.69028
377,2010-07-08,19.05,72.8,300.29947,299.7551
378,2010-07-09,18.8,72.8,300.38007,299.6133
379,2010-07-09,19.05,72.8,300.35358,299.68768
380,2010-07-10,18.8,72.8,300.92435,300.2277
381,2010-07-10,19.05,72.8,301.06897,300.3611
382,2010-07-11,18.8,72.8,301.45605,300.71634
383,2010-07-11,19.05,72.8,301.7025,300.82254
384,2010-07-12,18.8,72.8,302.0073,301.34015
385,2010-07-12,19.05,72.8,302.19647,301.39023
386,2010-07-13,18.8,72.8,301.77563,301.0877
387,2010-07-13,19.05,72.8,301.90216,301.23737
388,2010-07-14,18.8,72.8,300.99902,300.33304
389,2010-07-14,19.05,72.8,301.19946,300.58542
390,2010-07-15,18.8,72.8,301.08252,300.01035
391,2010-07-15,19.05,72.8,301.689,300.32022
392,2010-07-16,18.8,72.8,300.19562,299.78256
393,2010-07-16,19.05,72.8,300.7406,300.04663
394,2010-07-17,18.8,72.8,300.64874,299.83347
395,2010-07-17,19.05,72.8,300.7909,300.05325
396,2010-07-18,18.8,72.8,300.61963,300.04144
397,2010-07-18,19.05,72.8,300.91956,300.21634
398,2010-07-19,18.8,72.8,300.64062,300.04874
399,2010-07-19,19.05,72.8,301.01175,300.29727
400,2010-07-20,18.8,72.8,300.41208,299.9763
401,2010-07-20,19.05,72.8,300.65445,300.14203
402,2010-07-21,18.8,72.8,300.11288,299.80008
403,2010-07-21,19.05,72.8,300.2805,299.95465
404,2010-07-22,18.8,72.8,300.3425,299.85873
405,2010-07-22,19.05,72.8,300.40228,299.92297
406,2010-07-23,18.8,72.8,299.97205,299.7549
407,2010-07-23,19.05,72.8,300.0948,299.92734
408,2010-07-24,18.8,72.8,300.40994,299.75998
409,2010-07-24,19.05,72.8,300.32248,299.84244
410,2010-07-25,18.8,72.8,299.80762,299.27475
411,2010-07-25,19.05,72.8,299.82788,299.3533
412,2010-07-26,18.8,72.8,299.866,299.1018
413,2010-07-26,19.05,72.8,300.0163,299.20395
414,2010-07-27,18.8,72.8,300.1994,299.48087
415,2010-07-27,19.05,72.8,300.43777,299.62808
416,2010-07-28,18.8,72.8,300.21164,299.46033
417,2010-07-28,19.05,72.8,300.51672,299.63412
418,2010-07-29,18.8,72.8,299.95764,299.4265
419,2010-07-29,19.05,72.8,300.07556,299.56125
420,2010-07-30,18.8,72.8,299.82938,299.27164
421,2010-07-30,19.05,72.8,300.0977,299.42712
422,2010-07-31,18.8,72.8,300.02713,299.4794
423,2010-07-31,19.05,72.8,299.95306,299.51535
424,2010-08-01,18.8,72.8,300.26373,299.74426
425,2010-08-01,19.05,72.8,300.36057,299.7889
426,2010-08-02,18.8,72.8,300.09918,299.8176
427,2010-08-02,19.05,72.8,300.32748,299.8997
428,2010-08-03,18.8,72.8,300.21774,299.78702
429,2010-08-03,19.05,72.8,300.19287,299.832
430,2010-08-04,18.8,72.8,300.90894,300.39288
431,2010-08-04,19.05,72.8,301.03635,300.5144
432,2010-08-05,18.8,72.8,300.73856,300.1482
433,2010-08-05,19.05,72.8,301.18198,300.42307
434,2010-08-06,18.8,72.8,300.2774,299.9792
435,2010-08-06,19.05,72.8,300.51816,300.16086
436,2010-08-07,18.8,72.8,300.1173,299.43515
437,2010-08-07,19.05,72.8,300.17374,299.42847
438,2010-08-08,18.8,72.8,300.20038,299.68246
439,2010-08-08,19.05,72.8,300.48804,299.8005
440,2010-08-09,18.8,72.8,300.16162,299.56552
441,2010-08-09,19.05,72.8,300.49066,299.71634
442,2010-08-10,18.8,72.8,300.12494,299.48923
443,2010-08-10,19.05,72.8,300.43988,299.71707
444,2010-08-11,18.8,72.8,300.44577,299.61832
445,2010-08-11,19.05,72.8,300.72845,299.83646
446,2010-08-12,18.8,72.8,301.0163,300.4241
447,2010-08-12,19.05,72.8,301.20337,300.53186
448,2010-08-13,18.8,72.8,300.51245,299.96445
449,2010-08-13,19.05,72.8,300.58325,300.21585
450,2010-08-14,18.8,72.8,300.35553,299.8217
451,2010-08-14,19.05,72.8,300.66495,300.04327
452,2010-08-15,18.8,72.8,300.82773,300.04398
453,2010-08-15,19.05,72.8,301.14508,300.1951
454,2010-08-16,18.8,72.8,300.51636,299.96793
455,2010-08-16,19.05,72.8,300.85434,300.1171
456,2010-08-17,18.8,72.8,300.38693,299.8727
457,2010-08-17,19.05,72.8,300.77716,300.06116
458,2010-08-18,18.8,72.8,300.2415,299.5491
459,2010-08-18,19.05,72.8,300.27124,299.647
460,2010-08-19,18.8,72.8,300.24005,299.66452
461,2010-08-19,19.05,72.8,300.50842,299.80237
462,2010-08-20,18.8,72.8,300.68793,299.83676
463,2010-08-20,19.05,72.8,300.8734,299.95737
464,2010-08-21,18.8,72.8,300.23755,299.84433
465,2010-08-21,19.05,72.8,300.38855,300.00992
466,2010-08-22,18.8,72.8,300.8237,299.86166
467,2010-08-22,19.05,72.8,301.25226,300.11374
468,2010-08-23,18.8,72.8,300.38794,299.71695
469,2010-08-23,19.05,72.8,300.8454,299.934
470,2010-08-24,18.8,72.8,300.78925,300.08133
471,2010-08-24,19.05,72.8,301.04364,300.1691
472,2010-08-25,18.8,72.8,300.60986,299.68835
473,2010-08-25,19.05,72.8,300.80048,299.8534
474,2010-08-26,18.8,72.8,299.96115,299.40518
475,2010-08-26,19.05,72.8,300.56204,299.70334
476,2010-08-27,18.8,72.8,300.53455,299.73654
477,2010-08-27,19.05,72.8,300.9821,299.9482
478,2010-08-28,18.8,72.8,300.59515,299.88266
479,2010-08-28,19.05,72.8,300.7625,300.03012
480,2010-08-29,18.8,72.8,300.0516,299.81293
481,2010-08-29,19.05,72.8,300.34222,299.92123
482,2010-08-30,18.8,72.8,300.73752,300.0649
483,2010-08-30,19.05,72.8,300.65997,300.17642
484,2010-08-31,18.8,72.8,299.98407,299.67615
485,2010-08-31,19.05,72.8,300.2104,299.77567
486,2010-09-01,18.8,72.8,300.79193,299.65192
487,2010-09-01,19.05,72.8,300.79086,299.76105
488,2010-09-02,18.8,72.8,300.28256,299.45364
489,2010-09-02,19.05,72.8,300.57147,299.63632
490,2010-09-03,18.8,72.8,300.54398,299.80753
491,2010-09-03,19.05,72.8,300.70825,299.94016
492,2010-09-04,18.8,72.8,299.9851,299.59805
493,2010-09-04,19.05,72.8,300.3322,299.72998
494,2010-09-05,18.8,72.8,299.4544,299.15787
495,2010-09-05,19.05,72.8,299.90573,299.35535
496,2010-09-06,18.8,72.8,299.72626,299.19833
497,2010-09-06,19.05,72.8,300.04416,299.39624
498,2010-09-07,18.8,72.8,299.62418,299.27594
499,2010-09-07,19.05,72.8,300.03323,299.39633
500,2010-09-08,18.8,72.8,299.59402,299.36807
501,2010-09-08,19.05,72.8,299.6916,299.4415
502,2010-09-09,18.8,72.8,300.29044,299.54004
503,2010-09-09,19.05,72.8,300.52713,299.7327
504,2010-09-10,18.8,72.8,300.93536,299.84335
505,2010-09-10,19.05,72.8,300.97897,299.98453
506,2010-09-11,18.8,72.8,300.23782,299.45914
507,2010-09-11,19.05,72.8,300.35873,299.55435
508,2010-09-12,18.8,72.8,300.5398,299.58353
509,2010-09-12,19.05,72.8,300.84705,299.73328
510,2010-09-13,18.8,72.8,299.94263,299.2443
511,2010-09-13,19.05,72.8,300.26697,299.38898
512,2010-09-14,18.8,72.8,300.6699,299.65353
513,2010-09-14,19.05,72.8,301.00684,299.80753
514,2010-09-15,18.8,72.8,301.0386,299.89056
515,2010-09-15,19.05,72.8,301.43958,300.11502
516,2010-09-16,18.8,72.8,300.90674,299.9492
517,2010-09-16,19.05,72.8,301.13638,300.1416
