,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,300.71133,298.56198,0.0,0.0,101597.26,1,1,2022,0
1,19.05,72.8,301.39688,298.33347,0.0,0.0,101607.69,1,1,2022,0
2,18.8,72.8,300.8448,298.62933,1.91e-07,1.59e-08,101467.84,1,2,2022,0
3,19.05,72.8,301.44702,298.47852,0.0,0.0,101474.82,1,2,2022,0
4,18.8,72.8,300.86963,298.79434,0.0,0.0,101401.26,1,3,2022,0
5,19.05,72.8,301.27325,298.68832,0.0,0.0,101405.84,1,3,2022,0
6,18.8,72.8,300.90237,298.67316,0.0,0.0,101402.53,1,4,2022,0
7,19.05,72.8,301.4541,298.64935,0.0,0.0,101406.01,1,4,2022,0
8,18.8,72.8,299.29068,298.1831,0.0,0.0,101380.85,1,5,2022,0
9,19.05,72.8,299.7732,298.20996,0.0,0.0,101379.52,1,5,2022,0
10,18.8,72.8,298.52753,297.31033,4.47e-05,4.67e-06,101336.62,1,6,2022,0
11,19.05,72.8,298.85828,297.2951,3.05e-06,3.65e-07,101338.1,1,6,2022,0
12,18.8,72.8,298.61963,297.2963,8.87e-06,6.28e-07,101263.24,1,7,2022,0
13,19.05,72.8,298.98343,297.28226,1.75e-05,1.18e-06,101258.625,1,7,2022,0
14,18.8,72.8,297.41803,295.9336,0.001178611,0.000350325,101379.945,1,8,2022,0
15,19.05,72.8,297.23102,296.00455,0.001249987,0.000312413,101379.72,1,8,2022,0
16,18.8,72.8,297.0676,295.759,0.000456095,5.31e-05,101391.41,1,9,2022,0
17,19.05,72.8,297.43234,295.62106,0.000239291,1.87e-05,101400.25,1,9,2022,0
18,18.8,72.8,295.8793,294.3735,0.0,0.0,101417.9,1,10,2022,0
19,19.05,72.8,296.3154,294.15973,0.0,0.0,101422.41,1,10,2022,0
20,18.8,72.8,296.13147,294.8732,4.77e-07,3.58e-08,101393.695,1,11,2022,0
21,19.05,72.8,296.55154,294.71158,3.82e-07,3.18e-08,101392.19,1,11,2022,0
22,18.8,72.8,296.73334,294.9714,0.0,0.0,101339.04,1,12,2022,0
23,19.05,72.8,297.02386,294.79123,0.0,0.0,101343.69,1,12,2022,0
24,18.8,72.8,296.82892,295.19144,6.68e-07,7.15e-08,101249.34,1,13,2022,0
25,19.05,72.8,297.17722,295.05807,0.0,0.0,101249.73,1,13,2022,0
26,18.8,72.8,296.8357,295.68063,1.72e-06,1.79e-07,101244.25,1,14,2022,0
27,19.05,72.8,297.26456,295.62033,8.39e-06,5.92e-07,101243.24,1,14,2022,0
28,18.8,72.8,299.17538,296.7254,0.0,0.0,101289.26,1,15,2022,0
29,19.05,72.8,299.58887,296.54523,0.0,0.0,101297.26,1,15,2022,0
30,18.8,72.8,299.798,297.3217,0.0,0.0,101321.35,1,16,2022,0
31,19.05,72.8,300.24365,297.11005,0.0,0.0,101333.34,1,16,2022,0
32,18.8,72.8,299.89093,298.03003,0.0,0.0,101506.06,1,17,2022,0
33,19.05,72.8,300.1864,297.76434,0.0,0.0,101516.27,1,17,2022,0
