iter	Passed	Remaining
446	1122	1389
447	1125	1386
448	1127	1384
449	1129	1380
450	1131	1377
451	1133	1374
452	1135	1371
453	1137	1368
454	1140	1365
455	1142	1363
456	1144	1360
457	1146	1356
458	1148	1353
459	1150	1350
460	1152	1347
461	1154	1344
462	1157	1341
463	1159	1338
464	1161	1335
465	1163	1333
466	1165	1329
467	1167	1326
468	1169	1324
469	1171	1321
470	1174	1318
471	1177	1316
472	1179	1313
473	1181	1310
474	1183	1307
475	1185	1305
476	1187	1302
477	1189	1299
478	1192	1296
479	1194	1294
480	1196	1291
481	1198	1288
482	1200	1285
483	1203	1282
484	1205	1279
485	1207	1277
486	1210	1274
487	1212	1271
488	1213	1268
489	1216	1265
490	1218	1262
491	1220	1259
492	1221	1256
493	1224	1253
494	1226	1251
495	1228	1248
496	1230	1245
497	1232	1242
498	1234	1239
499	1236	1236
500	1239	1234
501	1241	1231
502	1243	1229
503	1248	1228
504	1250	1225
505	1252	1223
506	1254	1220
507	1256	1217
508	1258	1214
509	1261	1212
510	1263	1209
511	1265	1206
512	1268	1203
513	1270	1201
514	1272	1198
515	1274	1195
516	1277	1193
517	1279	1190
518	1281	1187
519	1283	1184
520	1285	1182
521	1287	1179
522	1290	1176
523	1292	1174
524	1294	1171
525	1297	1169
526	1299	1166
527	1302	1164
528	1304	1161
529	1306	1159
530	1309	1156
531	1311	1153
532	1314	1151
533	1316	1148
534	1318	1145
535	1321	1143
536	1323	1140
537	1325	1138
538	1328	1135
539	1330	1133
540	1332	1130
541	1334	1128
542	1336	1125
543	1339	1122
544	1341	1120
545	1343	1117
546	1345	1114
547	1347	1111
548	1350	1109
549	1351	1106
550	1353	1103
551	1355	1100
552	1357	1097
553	1359	1094
554	1361	1091
555	1364	1089
556	1366	1086
557	1367	1083
558	1369	1080
559	1372	1078
560	1374	1075
561	1376	1072
562	1378	1070
563	1380	1067
564	1382	1064
565	1384	1061
566	1386	1059
567	1388	1056
568	1390	1053
569	1393	1050
570	1395	1048
571	1397	1045
572	1399	1042
573	1401	1040
574	1403	1037
575	1405	1034
576	1407	1031
577	1409	1029
578	1411	1026
579	1413	1023
580	1415	1021
581	1417	1018
582	1419	1015
583	1421	1012
584	1423	1009
585	1425	1007
586	1427	1004
587	1429	1001
588	1431	999
589	1433	996
590	1435	993
591	1438	991
592	1440	988
593	1442	985
594	1444	983
595	1446	980
596	1448	977
597	1450	975
598	1452	972
599	1454	969
600	1456	966
601	1458	964
602	1460	961
603	1462	959
604	1464	956
605	1466	953
606	1468	951
607	1470	948
608	1472	945
609	1474	942
610	1476	940
611	1478	937
612	1480	934
613	1482	931
614	1484	929
615	1486	926
616	1488	923
617	1490	921
618	1491	918
619	1493	915
620	1496	913
621	1497	910
622	1499	907
623	1502	905
624	1504	902
625	1506	899
626	1507	897
627	1510	894
628	1512	891
629	1514	889
630	1516	886
631	1518	884
632	1520	881
633	1522	878
634	1524	876
635	1526	873
636	1528	871
637	1530	868
638	1533	866
639	1535	863
640	1537	860
641	1539	858
642	1541	855
643	1543	853
644	1545	850
645	1548	848
646	1550	846
647	1552	843
648	1555	841
649	1557	838
650	1559	836
651	1561	833
652	1564	831
653	1566	828
654	1568	826
655	1570	823
656	1572	821
657	1574	818
658	1576	815
659	1579	813
660	1581	811
661	1583	808
662	1585	806
663	1587	803
664	1590	800
665	1591	798
666	1594	796
667	1596	793
668	1598	790
669	1600	788
670	1602	785
671	1604	783
672	1606	780
673	1608	778
674	1610	775
675	1612	772
676	1614	770
677	1616	767
678	1618	765
679	1620	762
680	1622	760
681	1624	757
682	1626	755
683	1628	752
684	1630	749
685	1632	747
686	1634	744
687	1636	742
688	1638	739
689	1640	737
690	1642	734
691	1645	732
692	1647	729
693	1649	727
694	1651	724
695	1653	722
696	1655	719
697	1656	716
698	1659	714
699	1661	711
700	1663	709
701	1665	706
702	1667	704
703	1669	702
704	1671	699
705	1673	696
706	1675	694
707	1678	692
708	1680	689
709	1682	687
710	1684	684
711	1686	682
712	1688	679
713	1690	677
714	1692	674
715	1694	671
716	1696	669
717	1698	667
718	1700	664
719	1702	662
720	1704	659
721	1706	657
722	1708	654
723	1711	652
724	1713	649
725	1715	647
726	1717	644
727	1719	642
728	1721	640
729	1724	637
730	1726	635
731	1728	632
732	1730	630
733	1732	628
734	1735	625
735	1736	623
736	1739	620
737	1741	618
738	1743	615
739	1745	613
740	1747	610
741	1749	608
742	1752	606
743	1754	603
744	1756	601
745	1758	598
746	1760	596
747	1762	593
748	1765	591
749	1766	588
750	1769	586
751	1771	584
752	1773	581
753	1775	579
754	1777	576
755	1779	574
756	1781	572
757	1783	569
758	1786	567
759	1788	564
760	1790	562
761	1793	560
762	1795	557
763	1797	555
764	1799	552
765	1801	550
766	1803	547
767	1805	545
768	1807	543
769	1809	540
770	1811	538
771	1813	535
772	1815	533
773	1817	530
774	1819	528
775	1822	526
776	1824	523
777	1826	521
778	1829	519
779	1832	516
780	1834	514
781	1836	511
782	1838	509
783	1839	506
784	1842	504
785	1844	502
786	1846	499
787	1848	497
788	1850	494
789	1853	492
790	1855	490
791	1857	487
792	1859	485
793	1861	483
794	1863	480
795	1866	478
796	1868	475
797	1870	473
798	1872	470
799	1874	468
800	1876	466
801	1878	463
802	1880	461
803	1883	459
804	1885	456
805	1887	454
806	1889	451
807	1892	449
808	1894	447
809	1896	444
810	1898	442
811	1900	439
812	1902	437
813	1904	435
814	1905	432
815	1908	430
816	1910	427
817	1912	425
818	1914	423
819	1915	420
820	1918	418
821	1919	415
822	1921	413
823	1923	410
824	1926	408
825	1928	406
826	1929	403
827	1931	401
828	1934	398
829	1936	396
830	1941	394
831	1944	392
832	1948	390
833	1951	388
834	1954	386
835	1958	384
836	1960	381
837	1963	379
838	1966	377
839	1968	375
840	1971	372
841	1973	370
842	1975	367
843	1977	365
844	1979	363
845	1981	360
846	1983	358
847	1985	355
848	1987	353
849	1989	351
850	1991	348
851	1993	346
852	1995	343
853	1997	341
854	1999	339
855	2001	336
856	2003	334
857	2005	331
858	2007	329
859	2009	327
860	2011	324
861	2013	322
862	2015	319
863	2017	317
864	2019	315
865	2021	312
866	2023	310
867	2025	308
868	2027	305
869	2029	303
870	2032	300
871	2034	298
872	2036	296
873	2038	293
874	2040	291
875	2042	289
876	2044	286
877	2046	284
878	2048	281
879	2050	279
880	2052	277
881	2054	274
882	2056	272
883	2058	270
884	2060	267
885	2062	265
886	2064	263
887	2066	260
888	2068	258
889	2070	255
890	2072	253
891	2075	251
892	2076	248
893	2078	246
894	2080	244
895	2082	241
896	2084	239
897	2087	237
898	2089	234
899	2091	232
900	2093	230
901	2095	227
902	2097	225
903	2100	223
904	2102	220
905	2104	218
906	2106	215
907	2108	213
908	2110	211
909	2112	208
910	2114	206
911	2116	204
912	2118	201
913	2120	199
914	2122	197
915	2124	194
916	2126	192
917	2128	190
918	2130	187
919	2132	185
920	2134	183
921	2136	180
922	2138	178
923	2140	176
924	2143	173
925	2144	171
926	2147	169
927	2149	166
928	2151	164
929	2153	162
930	2155	159
931	2157	157
932	2159	155
933	2162	152
934	2164	150
935	2166	148
936	2168	145
937	2170	143
938	2172	141
939	2174	138
940	2176	136
941	2178	134
942	2180	131
943	2182	129
944	2184	127
945	2186	124
946	2189	122
947	2190	120
948	2193	117
949	2195	115
950	2197	113
951	2198	110
952	2201	108
953	2203	106
954	2205	103
955	2207	101
956	2209	99
957	2211	96
958	2213	94
959	2215	92
960	2217	90
961	2219	87
962	2221	85
963	2224	83
964	2226	80
965	2228	78
966	2230	76
967	2232	73
968	2234	71
969	2236	69
970	2238	66
971	2241	64
972	2243	62
973	2245	59
974	2248	57
975	2250	55
976	2252	53
977	2254	50
978	2256	48
979	2258	46
980	2261	43
981	2263	41
982	2265	39
983	2267	36
984	2269	34
985	2271	32
986	2273	29
987	2276	27
988	2278	25
989	2280	23
990	2283	20
991	2285	18
992	2287	16
993	2289	13
994	2292	11
995	2294	9
996	2296	6
997	2298	4
998	2300	2
999	2303	0
