iter	Logloss
0	0.6412535823
1	0.5945376839
2	0.5592146982
3	0.521700144
4	0.4823589028
5	0.4507001154
6	0.4246168724
7	0.3983481312
8	0.371529162
9	0.3454507805
10	0.3256121519
11	0.303727839
12	0.2860868557
13	0.2676584924
14	0.2508705771
15	0.2348465887
16	0.2225231653
17	0.2119653746
18	0.2020538273
19	0.1892608851
20	0.1802163258
21	0.1748103466
22	0.1687170479
23	0.1620083271
24	0.1508033244
25	0.1436535515
26	0.1376413892
27	0.1346199686
28	0.1310026196
29	0.1256355613
30	0.1217682227
31	0.1149744249
32	0.1111607626
33	0.1076861549
34	0.1042707214
35	0.100642244
36	0.09572144124
37	0.09258134957
38	0.08855058899
39	0.08620343211
40	0.08246503829
41	0.07913661404
42	0.07629700277
43	0.07385222572
44	0.0707789233
45	0.06887291349
46	0.06724700263
47	0.06597170684
48	0.06330144724
49	0.06270812058
50	0.06101800792
51	0.05920945686
52	0.05777714367
53	0.05588464553
54	0.05484471205
55	0.05330060711
56	0.05187168371
57	0.05091757261
58	0.0493623203
59	0.04812161553
60	0.04742205655
61	0.04628681024
62	0.04503411778
63	0.0443004188
64	0.0431094404
65	0.04226128151
66	0.04179650089
67	0.04094995619
68	0.04016711479
69	0.03955417578
70	0.03916581254
71	0.03835569143
72	0.03765523041
73	0.03720706163
74	0.03671325892
75	0.03611384346
76	0.03550869764
77	0.0349426863
78	0.03445100814
79	0.03378763062
80	0.03338244188
81	0.03291657406
82	0.032357169
83	0.03191799456
84	0.03155961954
85	0.0310079768
86	0.03081043388
87	0.03047399752
88	0.03030193497
89	0.03015469526
90	0.02974876352
91	0.02929621983
92	0.02902641605
93	0.02866276644
94	0.02849550609
95	0.02835373561
96	0.02812778304
97	0.0279917714
98	0.02792591506
99	0.02758676544
100	0.02733312012
101	0.02707963622
102	0.02696710858
103	0.02656578202
104	0.0262653301
105	0.02600337173
106	0.02561081635
107	0.02542875298
108	0.02514235634
109	0.0249686345
110	0.02488474914
111	0.02470577171
112	0.02439026515
113	0.02408747504
114	0.02377384141
115	0.02370020849
116	0.02356349183
117	0.02331077704
118	0.02314043075
119	0.02287153851
120	0.02281117751
121	0.02263483737
122	0.02246132206
123	0.02238383646
124	0.02213635827
125	0.02204270235
126	0.02197237139
127	0.0217216957
128	0.02149968601
129	0.0213745084
130	0.02123740006
131	0.02111191385
132	0.02088048492
133	0.02075998369
134	0.02057622068
135	0.02036904962
136	0.02027473616
137	0.02009193216
138	0.01994804188
139	0.01989716777
140	0.01960123082
141	0.01952953612
142	0.01949431841
143	0.01939596949
144	0.0191458635
145	0.01898645568
146	0.01891127742
147	0.01881984813
148	0.01858813197
149	0.01853718191
150	0.01850781918
