,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,297.4356,295.6625,0.0,0.0,101021.38,1,1,2011,0
1,19.05,72.8,297.97314,295.48734,0.0,0.0,101023.336,1,1,2011,0
2,18.8,72.8,299.05536,296.7847,0.0,0.0,100969.85,1,2,2011,0
3,19.05,72.8,299.47028,296.44553,0.0,0.0,100974.805,1,2,2011,0
4,18.8,72.8,299.72052,297.5018,0.0,0.0,101035.805,1,3,2011,0
5,19.05,72.8,300.412,297.4142,0.0,0.0,101037.35,1,3,2011,0
6,18.8,72.8,300.25433,298.04688,0.0,0.0,101089.65,1,4,2011,0
7,19.05,72.8,300.8942,298.08264,0.0,0.0,101091.664,1,4,2011,0
8,18.8,72.8,300.31287,298.38498,0.0,0.0,101041.98,1,5,2011,0
9,19.05,72.8,300.79193,298.2053,0.0,0.0,101050.9,1,5,2011,0
10,18.8,72.8,299.93466,297.7645,0.0,0.0,101138.22,1,6,2011,0
11,19.05,72.8,300.1723,297.54987,0.0,0.0,101152.51,1,6,2011,0
12,18.8,72.8,299.6172,296.62894,0.0,0.0,101110.125,1,7,2011,0
13,19.05,72.8,299.95917,296.31036,0.0,0.0,101120.71,1,7,2011,0
14,18.8,72.8,298.58142,296.20047,0.0,0.0,100996.055,1,8,2011,0
15,19.05,72.8,299.48932,296.0445,0.0,0.0,101001.56,1,8,2011,0
16,18.8,72.8,299.19946,296.63492,0.0,0.0,100977.79,1,9,2011,0
17,19.05,72.8,299.66318,296.32065,0.0,0.0,100987.34,1,9,2011,0
18,18.8,72.8,299.67798,296.9505,0.0,0.0,101056.164,1,10,2011,0
19,19.05,72.8,300.3236,296.5977,0.0,0.0,101065.31,1,10,2011,0
20,18.8,72.8,299.25836,296.65195,0.0,0.0,101113.13,1,11,2011,0
21,19.05,72.8,299.92554,296.43057,0.0,0.0,101117.34,1,11,2011,0
22,18.8,72.8,299.00317,296.46988,0.0,0.0,101072.0,1,12,2011,0
23,19.05,72.8,299.94308,296.3406,0.0,0.0,101075.125,1,12,2011,0
24,18.8,72.8,298.45032,296.49277,0.0,0.0,101101.15,1,13,2011,0
25,19.05,72.8,299.27502,296.45065,0.0,0.0,101102.15,1,13,2011,0
26,18.8,72.8,298.57104,296.57614,0.0,0.0,101159.01,1,14,2011,0
27,19.05,72.8,299.22583,296.4874,0.0,0.0,101161.12,1,14,2011,0
28,18.8,72.8,298.8081,296.50876,0.0,0.0,101285.4,1,15,2011,0
29,19.05,72.8,299.39322,296.35205,0.0,0.0,101292.46,1,15,2011,0
30,18.8,72.8,298.67136,296.2026,0.0,0.0,101231.414,1,16,2011,0
31,19.05,72.8,299.17322,295.95334,0.0,0.0,101238.57,1,16,2011,0
32,18.8,72.8,298.41336,296.45306,0.0,0.0,101122.52,1,17,2011,0
33,19.05,72.8,299.03278,296.208,0.0,0.0,101124.375,1,17,2011,0
34,18.8,72.8,299.14258,296.7283,0.0,0.0,101153.29,1,18,2011,0
35,19.05,72.8,299.81256,296.54053,0.0,0.0,101158.21,1,18,2011,0
36,18.8,72.8,299.32205,296.9266,0.0,0.0,101063.57,1,19,2011,0
37,19.05,72.8,299.9323,296.65192,0.0,0.0,101070.68,1,19,2011,0
38,18.8,72.8,299.8557,297.20407,0.0,0.0,101166.46,1,20,2011,0
39,19.05,72.8,300.54935,297.04086,0.0,0.0,101174.37,1,20,2011,0
40,18.8,72.8,299.80762,297.39175,0.0,0.0,101216.9,1,21,2011,0
41,19.05,72.8,300.4902,297.2024,0.0,0.0,101224.945,1,21,2011,0
42,18.8,72.8,299.32617,297.11646,0.0,0.0,101304.66,1,22,2011,0
43,19.05,72.8,299.9171,297.0175,0.0,0.0,101308.34,1,22,2011,0
44,18.8,72.8,299.3356,297.0386,0.0,0.0,101373.66,1,23,2011,0
