,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
0,18.8,72.8,300.456,298.66147,1.43e-06,1.07e-07,101148.02,1,1,2021,0
1,19.05,72.8,300.81647,298.3456,5.73e-07,2.39e-08,101149.62,1,1,2021,0
2,18.8,72.8,299.7232,298.4026,2.31e-05,1.22e-06,101228.52,1,2,2021,0
3,19.05,72.8,300.0384,298.26297,2.02e-05,8.81e-07,101229.26,1,2,2021,0
4,18.8,72.8,299.1929,297.7191,3.29e-05,2.59e-06,101083.52,1,3,2021,0
5,19.05,72.8,299.52826,297.64035,5.69e-05,3.93e-06,101085.03,1,3,2021,0
6,18.8,72.8,298.77484,297.4315,0.000166867,1.06e-05,101067.836,1,4,2021,0
7,19.05,72.8,299.06863,297.22733,0.000338047,2.19e-05,101069.78,1,4,2021,0
8,18.8,72.8,298.6481,297.3995,5.72e-07,4.77e-08,101178.445,1,5,2021,0
9,19.05,72.8,299.14517,297.33853,2.67e-06,1.15e-07,101183.445,1,5,2021,0
10,18.8,72.8,299.17773,297.6248,4.36e-05,1.06e-05,101130.65,1,6,2021,0
11,19.05,72.8,299.6186,297.50485,8.34e-05,8.45e-06,101140.15,1,6,2021,0
12,18.8,72.8,299.4627,298.039,0.000154109,2.36e-05,100936.71,1,7,2021,0
13,19.05,72.8,299.9542,297.93106,0.000163443,2.17e-05,100937.77,1,7,2021,0
14,18.8,72.8,299.91852,298.5288,5.89e-05,1.49e-05,100866.72,1,8,2021,0
15,19.05,72.8,300.15857,298.33762,0.000184325,3.79e-05,100874.125,1,8,2021,0
16,18.8,72.8,300.16205,298.68872,6.41e-05,1.27e-05,100940.445,1,9,2021,0
17,19.05,72.8,300.8717,298.67276,9.16e-05,1.2e-05,100945.38,1,9,2021,0
18,18.8,72.8,300.39886,299.21072,8.68e-05,5.7e-06,101009.76,1,10,2021,0
19,19.05,72.8,300.91086,299.26886,5.09e-05,3.53e-06,101009.79,1,10,2021,0
20,18.8,72.8,302.22403,299.83618,0.0,0.0,101103.04,1,11,2021,0
21,19.05,72.8,303.13016,299.86572,0.0,0.0,101105.02,1,11,2021,0
22,18.8,72.8,301.7756,300.01028,0.0,0.0,101168.68,1,12,2021,0
23,19.05,72.8,302.21442,299.98227,0.0,0.0,101172.93,1,12,2021,0
24,18.8,72.8,301.55377,299.8336,0.0,0.0,101130.91,1,13,2021,0
25,19.05,72.8,301.81027,299.6795,0.0,0.0,101137.125,1,13,2021,0
26,18.8,72.8,300.89142,298.9245,0.0,0.0,101095.23,1,14,2021,0
27,19.05,72.8,301.26248,298.61563,0.0,0.0,101099.38,1,14,2021,0
28,18.8,72.8,299.21326,298.12943,0.0,0.0,101043.59,1,15,2021,0
29,19.05,72.8,299.55005,297.85895,0.0,0.0,101043.15,1,15,2021,0
30,18.8,72.8,299.29044,297.65628,0.0,0.0,100962.31,1,16,2021,0
31,19.05,72.8,299.60406,297.39706,0.0,0.0,100962.26,1,16,2021,0
32,18.8,72.8,299.0876,297.99374,0.0,0.0,100997.625,1,17,2021,0
33,19.05,72.8,299.63348,297.7963,9.53e-08,3.97e-09,100997.305,1,17,2021,0
34,18.8,72.8,299.73004,298.44434,0.0,0.0,101155.9,1,18,2021,0
35,19.05,72.8,300.24976,298.2174,0.0,0.0,101158.4,1,18,2021,0
36,18.8,72.8,300.24316,298.70538,0.0,0.0,101166.23,1,19,2021,0
37,19.05,72.8,300.9873,298.60324,0.0,0.0,101166.46,1,19,2021,0
38,18.8,72.8,300.3727,298.6401,0.0,0.0,101258.51,1,20,2021,0
39,19.05,72.8,300.86743,298.4714,0.0,0.0,101261.75,1,20,2021,0
40,18.8,72.8,299.3311,297.5624,0.0,0.0,101264.26,1,21,2021,0
41,19.05,72.8,299.91452,297.30313,0.0,0.0,101264.38,1,21,2021,0
42,18.8,72.8,299.81525,297.66602,0.0,0.0,101186.74,1,22,2021,0
43,19.05,72.8,300.50732,297.64386,0.0,0.0,101187.85,1,22,2021,0
44,18.8,72.8,300.15768,298.26608,0.0,0.0,101179.66,1,23,2021,0
45,19.05,72.8,300.74323,298.15115,0.0,0.0,101181.51,1,23,2021,0
46,18.8,72.8,300.10266,298.07346,0.0,0.0,101282.25,1,24,2021,0
47,19.05,72.8,300.70013,297.9049,0.0,0.0,101285.48,1,24,2021,0
48,18.8,72.8,299.63858,297.4104,0.0,0.0,101353.79,1,25,2021,0
49,19.05,72.8,300.1698,297.14468,0.0,0.0,101358.43,1,25,2021,0
50,18.8,72.8,298.70477,296.72232,0.0,0.0,101315.81,1,26,2021,0
51,19.05,72.8,299.1797,296.45132,0.0,0.0,101318.51,1,26,2021,0
52,18.8,72.8,298.5285,296.5458,0.0,0.0,101263.0,1,27,2021,0
